"","query","Gene_Name","Description","def_short","source","perc_ident","Heatmap_Label","CellularComponent","MolecularFunction","Heatmap_Label_short","baseMean","log2FoldChange","lfcSE","pvalue","padj","pathway"
"56","Pocillopora_acuta_HIv2___RNAseq.g9702.t1",NA,NA,NA,NA,51.675,"LIM/Hox Awh","nucleus [GO:0005634]","DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","LIM/Hox Awh",376.478600260003,0.29732323228821,0.990667995828781,0.196664628143069,0.418317232567846,"HOX"
"57","Pocillopora_acuta_HIv2___RNAseq.g564.t1",NA,NA,NA,NA,60.15,"Frizzled-5","axon [GO:0030424]; bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; dendrite [GO:0030425]; early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synapse [GO:0045202]","amyloid-beta binding [GO:0001540]; G protein-coupled receptor activity [GO:0004930]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-5",617.050295344051,-0.424114873657156,0.980980734719783,0.228100509348587,0.461497519543708,"WNT"
"58","Pocillopora_acuta_HIv2___RNAseq.g18728.t1",NA,NA,NA,NA,33.333,"Hox aristaless-like 4","nucleus [GO:0005634]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","Hox aristaless-like 4",777.5115378999,0.169461727796312,1.0069126612027,0.235944376689731,0.47201928968745,"HOX"
"59","Pocillopora_acuta_HIv2___RNAseq.g17397.t1",NA,NA,NA,NA,44.828,"Short stature Hox 2","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]","Short stature Hox 2",62.9639180198384,0.421507996655036,0.947549677612398,0.278941227003058,0.524158696804312,"HOX"
"60","Pocillopora_acuta_HIv2___TS.g22788.t1",NA,NA,NA,NA,28.019,"Hox vab-15","nucleus [GO:0005634]","DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]","Hox vab-15",993.294071508712,-0.398381550675367,0.722149118283645,0.395045649736992,0.641583233527492,"HOX"
"61","Pocillopora_acuta_HIv2___RNAseq.g29134.t1",NA,NA,NA,NA,32.824,"Frizzled-4","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cilium [GO:0005929]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; synapse [GO:0045202]","amyloid-beta binding [GO:0001540]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; G protein-coupled receptor activity [GO:0004930]; PDZ domain binding [GO:0030165]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; signaling receptor activity [GO:0038023]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-4",214.202124615847,0.199913193685628,1.00933300133393,0.409556817407297,0.655105601778831,"WNT"
"62","Pocillopora_acuta_HIv2___RNAseq.g616.t1",NA,NA,NA,NA,63.066,"Hox six1b","cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox six1b",2189.18315803046,-0.347043909198459,0.837811430213861,0.416654812452828,0.661234936067337,"HOX"
"63","Pocillopora_acuta_HIv2___RNAseq.g5880.t1",NA,NA,NA,NA,51.079,"Frizzled-5","axon [GO:0030424]; dendrite [GO:0030425]; Golgi membrane [GO:0000139]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; synapse [GO:0045202]","G protein-coupled receptor activity [GO:0004930]; lipid binding [GO:0008289]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-5",185.29130706714,0.184686973214592,0.974611282525177,0.428382131968818,0.672501343123313,"WNT"
"64","Pocillopora_acuta_HIv2___RNAseq.g406.t1",NA,NA,NA,NA,58.301,"Frizzled-1","plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-1",898.400082567385,0.222603610506057,0.917839952769056,0.455919769765378,0.696863949052777,"WNT"
"65","Pocillopora_acuta_HIv2___RNAseq.8053_t",NA,NA,NA,NA,27.517,"Hox six1b","cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox six1b",132.326753237859,0.172017806455331,0.943265296841766,0.475534415750162,0.711693492002271,"HOX"
"66","Pocillopora_acuta_HIv2___RNAseq.g21828.t1",NA,NA,NA,NA,60.317,"Hox notochord","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox notochord",224.23762634648,-0.165135027422217,0.974801830072435,0.482917380781115,0.716769317149107,"HOX"
"67","Pocillopora_acuta_HIv2___RNAseq.g29424.t1",NA,NA,NA,NA,48.619,"Hox Meis2","chromatin [GO:0000785]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]","DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription factor binding [GO:0008134]","Hox Meis2",2644.55053757463,-0.318980527288356,0.621429089543201,0.490693114504629,0.72269222254063,"HOX"
"68","Pocillopora_acuta_HIv2___TS.g16330.t1",NA,NA,NA,NA,46.537,"Wnt-10a","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-10a",443.389977916129,-0.0933913016254295,0.974894814722811,0.570839518626178,0.780893301685504,"WNT"
"69","Pocillopora_acuta_HIv2___TS.g24486.t2",NA,NA,NA,NA,35.907,"Retinal Hox Rx1","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Retinal Hox Rx1",105.508948480569,-0.0592820957447579,1.00795829893271,0.588364319010932,0.794009780856431,"HOX"
"70","Pocillopora_acuta_HIv2___RNAseq.g9591.t2",NA,NA,NA,NA,57.692,"Hox OTX1 B","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox OTX1 B",454.276320738628,0.210907787853241,0.87582101545591,0.598474072814924,0.800326274888597,"HOX"
"71","Pocillopora_acuta_HIv2___RNAseq.g27036.t1",NA,NA,NA,NA,41.196,"Wnt-8b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8b",437.557255866525,-0.0918337750114421,0.969541418271858,0.602700527525735,0.80263883897728,"WNT"
"72","Pocillopora_acuta_HIv2___RNAseq.g30598.t1",NA,NA,NA,NA,28.365,"2-phosphoxylose phosphatase 1","Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]","phosphatase activity [GO:0016791]","2-phosphoxylose
phosphatase 1",922.465503105289,-0.205605537176537,0.777578645029683,0.635896150463092,0.824157878162918,"HOX"
"73","Pocillopora_acuta_HIv2___RNAseq.g16993.t1",NA,NA,NA,NA,66.25,"Hox AKR","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]","Hox AKR",979.976066901975,0.225004026277652,0.697583139590334,0.637325316676618,0.825381478888013,"HOX"
"74","Pocillopora_acuta_HIv2___RNAseq.g10759.t1",NA,NA,NA,NA,65.574,"Hox EMX1","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox EMX1",64.6980286762553,-0.0250000236034058,0.986049826886881,0.6796773350451,0.851342760774316,"HOX"
"75","Pocillopora_acuta_HIv2___RNAseq.g21489.t1",NA,NA,NA,NA,46.97,"T-cell leukemia Hox 1","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]","T-cell leukemia Hox 1",366.836216865829,0.0805385183545308,0.967249293543397,0.691962490634138,0.859102614981302,"HOX"
"76","Pocillopora_acuta_HIv2___RNAseq.g16255.t1",NA,NA,NA,NA,59.459,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","extrinsic component of mitochondrial inner membrane [GO:0031314]","2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity [GO:0008425]","2-methoxy-6-polyprenyl-1,4-benzoquinol
methylase, mitochondrial",578.94269423565,-0.116877779758398,0.874391649522484,0.707970717631974,0.866995342886407,"HOX"
