"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g2586.t1a",195.667731304087,-1.12429899202533,1.26550060641215,0.0356545466000242,0.119073507740187
"Pocillopora_acuta_HIv2___RNAseq.g7023.t1",194.007331810948,-0.565067606462969,1.19634977622112,0.0356644297782646,0.119079019462793
"Pocillopora_acuta_HIv2___RNAseq.g20736.t1",86.8436607676006,-0.800020198657139,1.2229927460986,0.0356854287678996,0.119121634363928
"Pocillopora_acuta_HIv2___RNAseq.g11844.t1",1405.68497633163,0.673462454049172,1.25470566208076,0.0357190242087259,0.119179302456172
"Pocillopora_acuta_HIv2___TS.g9432.t1",270.355714438765,-0.625814866465135,1.15461572301963,0.0357212301666275,0.119179302456172
"Pocillopora_acuta_HIv2___RNAseq.g12288.t1",149.971903954585,-0.709150305660689,1.18955607279466,0.0357274236345383,0.119179302456172
"Pocillopora_acuta_HIv2___RNAseq.g24566.t1",140.85651213274,-0.304067511819702,1.0331687620541,0.0357741349338281,0.119307606106269
"Pocillopora_acuta_HIv2___RNAseq.g3089.t2",1088.48163692125,-1.13110277414392,0.75347827031746,0.0357895254958895,0.119312110213478
"Pocillopora_acuta_HIv2___TS.g24838.t1",507.010941055385,0.306303689743282,1.05905298143732,0.0357919832837584,0.119312110213478
"Pocillopora_acuta_HIv2___TS.g7953.t1",218.659574498743,1.03967200596435,1.58375486921045,0.0358423002890543,0.119449108933934
"Pocillopora_acuta_HIv2___RNAseq.g4728.t1",208.90385403167,0.451993264762463,1.10571521129973,0.0358495977518119,0.119449108933934
"Pocillopora_acuta_HIv2___RNAseq.20525_t",4924.2909354234,1.16235810480716,0.841067059640988,0.0358604538552262,0.119457762450942
"Pocillopora_acuta_HIv2___TS.g15172.t1",970.61626019358,0.713141941990225,1.17706738089367,0.0359217004407616,0.119634233289242
"Pocillopora_acuta_HIv2___RNAseq.g9271.t1",122.504731969976,-0.395948145089613,1.08660836945657,0.035936515745709,0.119656022961772
"Pocillopora_acuta_HIv2___TS.g24454.t1",387.653148061406,-0.550836348066196,1.11908355549615,0.035996294190706,0.119827479671892
"Pocillopora_acuta_HIv2___RNAseq.g21573.t1",500.974556994971,-0.493846738323196,1.09163809507837,0.0360128630270227,0.119855050810597
"Pocillopora_acuta_HIv2___RNAseq.g4803.t1",190.790617832772,-0.417325868374933,1.09570340770943,0.036031509527885,0.119889522385859
"Pocillopora_acuta_HIv2___RNAseq.g4126.t1",1528.62991919801,-1.15768797223042,0.815449067496365,0.0360860152733894,0.12004326699961
"Pocillopora_acuta_HIv2___RNAseq.g4486.t1",422.761292588236,-1.24251183135261,1.35083875543479,0.036123167394729,0.120139225844415
"Pocillopora_acuta_HIv2___RNAseq.g13032.t1",410.288923296239,-0.126887361709091,1.02147237653208,0.0361367013199226,0.120156608710658
"Pocillopora_acuta_HIv2___RNAseq.g23771.t1",3468.80350833502,-1.13450804719492,0.764108604791312,0.0361631321872659,0.120216856804554
"Pocillopora_acuta_HIv2___RNAseq.g6650.t1",105.729915401103,-0.319421506803062,1.07825236684069,0.0362085857883383,0.120340299825948
"Pocillopora_acuta_HIv2___RNAseq.g22524.t1",554.2101718107,-0.629555185217647,1.14316002419314,0.0363090539509526,0.120630842540534
"Pocillopora_acuta_HIv2___RNAseq.g1738.t3",870.050499957646,1.30762384973768,0.899970637143389,0.0363126858698483,0.120630842540534
"Pocillopora_acuta_HIv2___RNAseq.g12178.t2",470.117105047989,1.06651757940458,1.27988500309532,0.0363354622649609,0.120678789024201
"Pocillopora_acuta_HIv2___RNAseq.g15316.t1",495.45337681805,-0.442098104941367,1.08030357496288,0.0364454040555192,0.121016144228428
"Pocillopora_acuta_HIv2___TS.g375.t1",1651.87462768622,-0.557435752817403,1.128689262812,0.0364919594150182,0.121142919664637
"Pocillopora_acuta_HIv2___TS.g310.t1",781.501978528557,-0.708513566412281,1.13838684022565,0.0366949546644986,0.121788853663907
"Pocillopora_acuta_HIv2___TS.g14320.t1",268.688365250315,-0.426973658237514,1.07202910896801,0.036707016815936,0.121800938569786
"Pocillopora_acuta_HIv2___RNAseq.g25791.t1",179.639938068096,-1.17255355151972,1.25258161215458,0.0367383732473537,0.121877025378377
"Pocillopora_acuta_HIv2___RNAseq.g20348.t1",174.416587787671,-0.346752905908486,1.05300803541582,0.036749938030911,0.121887434918389
"Pocillopora_acuta_HIv2___RNAseq.g27418.t1",394.499838055165,-0.418778718715186,1.05947984758933,0.0367928004155817,0.122001619718243
"Pocillopora_acuta_HIv2___RNAseq.10922_t",788.423013433638,-0.890434857504158,1.25838332121629,0.0368294008737139,0.122077200760046
"Pocillopora_acuta_HIv2___RNAseq.g24344.t1",25.3282103277466,-0.324210891747785,1.07247599636771,0.036832474012503,0.122077200760046
"Pocillopora_acuta_HIv2___RNAseq.g28875.t1",1210.35460323469,-0.892100581740162,1.21944967988054,0.0368578911151595,0.122133456377931
"Pocillopora_acuta_HIv2___RNAseq.g3900.t1",251.54750595015,-0.379794116072849,1.0905435408104,0.0370886161077046,0.122869845025616
"Pocillopora_acuta_HIv2___RNAseq.g10546.t1",2695.40154337283,1.11197207166219,1.36823897469296,0.0372002133073606,0.123211331641324
"Pocillopora_acuta_HIv2___RNAseq.g16685.t1",11.5865442314311,0.71138884587408,1.31976048944824,0.0372395813802711,0.123313485596209
"Pocillopora_acuta_HIv2___RNAseq.g1001.t1",472.953531202122,0.0728226245583695,1.00622100109508,0.0372868333987697,0.123441693357703
"Pocillopora_acuta_HIv2___RNAseq.g24049.t1",1092.61584682525,-0.648677140624727,1.14206167627091,0.0373042557305242,0.123471110957964
"Pocillopora_acuta_HIv2___TS.g29608.t1b",190.430633757283,0.699677552842613,1.27215790861602,0.0373133976087461,0.123473114393252
"Pocillopora_acuta_HIv2___RNAseq.g7320.t1",42.8749523259795,-0.381350730538631,1.05851396749949,0.0373651306893147,0.123616022481758
"Pocillopora_acuta_HIv2___RNAseq.g8336.t1",1172.89929716119,1.2233938995745,1.0409282173192,0.0374382535545253,0.123829613403305
"Pocillopora_acuta_HIv2___RNAseq.g17182.t1",311.565875821454,-0.492649496002726,1.0953922522129,0.0374884593184621,0.123967324092875
"Pocillopora_acuta_HIv2___TS.g9885.t1",224.977400526711,0.522521246229171,1.17739226392573,0.0375191580186213,0.124040480361449
"Pocillopora_acuta_HIv2___RNAseq.g13409.t1",1248.521719897,-1.07425043156625,0.671989679348969,0.0375511840475573,0.124117990416789
"Pocillopora_acuta_HIv2___RNAseq.g1963.t1",241.486807028991,-0.101843280306415,1.01091569362099,0.0375707536403511,0.124154302182782
"Pocillopora_acuta_HIv2___TS.g7113.t1",2460.75590384971,-0.947458781066447,1.16289140160776,0.0376550069526618,0.124404298895226
"Pocillopora_acuta_HIv2___RNAseq.g14845.t1",2207.57422723687,1.06393980763788,0.653381677851556,0.0377016261697806,0.124529874610575
"Pocillopora_acuta_HIv2___RNAseq.g27961.t1",1216.44603866266,-1.16967591482258,1.28845290769718,0.0377953962651081,0.124811098533909
"Pocillopora_acuta_HIv2___RNAseq.g26488.t1",1920.93718250977,-1.08828176610142,0.696541124269047,0.0379002315127706,0.125128725998793
"Pocillopora_acuta_HIv2___RNAseq.g2272.t1",3332.28692063091,-1.10355882815552,0.725523381253056,0.0380577730097276,0.125620180012027
"Pocillopora_acuta_HIv2___RNAseq.g13565.t1",375.059993555814,-0.583196616999398,1.12069992714503,0.0381337567851929,0.125842267428937
"Pocillopora_acuta_HIv2___TS.g15872.t3",467.221250988675,-0.626640765752364,1.13929247580145,0.0383458991047595,0.126490485755184
"Pocillopora_acuta_HIv2___RNAseq.g16150.t1",2136.46246620031,1.14738191174116,0.858610555489888,0.0383551900638159,0.126490485755184
"Pocillopora_acuta_HIv2___TS.g28083.t2",1369.74811967888,-1.14663017887898,0.869657172214103,0.0383564208049112,0.126490485755184
"Pocillopora_acuta_HIv2___RNAseq.g10660.t2",884.911395876429,-0.63267221379726,1.16254104105916,0.0383842990747292,0.126553567772255
"Pocillopora_acuta_HIv2___TS.g3307.t2",2031.37098165494,-0.966481031372961,1.19243799103919,0.0384316264820661,0.126680730500593
"Pocillopora_acuta_HIv2___RNAseq.g15285.t1",143.353366352931,0.967698372230634,1.36054562579697,0.038520267993478,0.126943986388167
"Pocillopora_acuta_HIv2___TS.g8493.t1",1025.38642239835,1.16998778923798,1.35328642489014,0.0386700625213411,0.127408606904027
"Pocillopora_acuta_HIv2___RNAseq.g18663.t1",74.3761405745012,1.16535674813655,0.775689800174756,0.0386827518326712,0.127413881758832
"Pocillopora_acuta_HIv2___RNAseq.g27375.t1",1717.85519518142,1.17704636584982,1.40925744281069,0.0386892815738931,0.127413881758832
"Pocillopora_acuta_HIv2___RNAseq.g12584.t1",40.8487810322068,-0.959059230602448,1.21986080307525,0.0388091900893604,0.127760672245425
"Pocillopora_acuta_HIv2___TS.g27019.t1",217.317931985955,0.110119502229836,1.02417826452316,0.038812250680752,0.127760672245425
"Pocillopora_acuta_HIv2___RNAseq.g25754.t1",409.100229762513,0.975320691829654,1.28255641588022,0.0388318119646353,0.12779597912548
"Pocillopora_acuta_HIv2___RNAseq.g12066.t1",72.6909482706424,-1.09271745901248,1.17648713440868,0.0388678969676074,0.12788563733837
"Pocillopora_acuta_HIv2___RNAseq.g12035.t1b",6376.33135901261,1.01752897787538,0.612128910285909,0.0390062715108186,0.128311737805886
"Pocillopora_acuta_HIv2___TS.g17771.t1",565.406147799823,-0.61447404675798,1.14117694933271,0.0390286617426927,0.12835619905555
"Pocillopora_acuta_HIv2___RNAseq.g29192.t1",1140.50661724414,-0.914285128787284,1.2529307756413,0.0390912894640878,0.128532941761438
"Pocillopora_acuta_HIv2___RNAseq.g755.t1",47.2485783373715,-1.2081544705442,0.856232992497647,0.0391666912242892,0.128751595879118
"Pocillopora_acuta_HIv2___RNAseq.g9621.t1",479.492049316885,-0.361144888997096,1.04760532915502,0.0391781790254795,0.128760095756541
"Pocillopora_acuta_HIv2___RNAseq.g1554.t1",2111.43115873015,-0.540273429103962,1.12131612273044,0.0392595784991859,0.128998306090919
"Pocillopora_acuta_HIv2___RNAseq.g6317.t2",435.829380084628,-0.384376507796672,1.09245938490004,0.0393157496958389,0.129153532500707
"Pocillopora_acuta_HIv2___RNAseq.g28739.t1",130.566591626238,0.126353828822228,1.01372296261309,0.039336739976082,0.129193144190293
"Pocillopora_acuta_HIv2___TS.g27417.t1",67.600313234956,-0.537743354896618,1.11682396343937,0.0393981916388696,0.12936559452091
"Pocillopora_acuta_HIv2___RNAseq.g2989.t1",279.601652825726,-0.547499791981159,1.18959800550955,0.0395055649515944,0.129665432675921
"Pocillopora_acuta_HIv2___RNAseq.g9052.t1",518.02862321849,0.847462069878348,1.21566618132139,0.0395074365184448,0.129665432675921
"Pocillopora_acuta_HIv2___RNAseq.g17118.t1",357.54882965705,-0.22306290042216,1.02263932640861,0.0395209383179729,0.129680320288376
"Pocillopora_acuta_HIv2___RNAseq.g6985.t1",158.30255870541,-0.300327489865389,1.03115798891053,0.0395883829322262,0.129848895590914
"Pocillopora_acuta_HIv2___TS.g20625.t1",86.2308723635886,-1.48660440736933,1.21045653894167,0.039593809597825,0.129848895590914
"Pocillopora_acuta_HIv2___RNAseq.g2238.t1",4644.0601367882,-0.965739293239457,0.560935045673174,0.0395992449150664,0.129848895590914
"Pocillopora_acuta_HIv2___TS.g22359.t1",260.614404754271,1.15583392449876,0.811889327252424,0.0396207041679199,0.129889815295737
"Pocillopora_acuta_HIv2___RNAseq.g17323.t1",40.0923701414206,-1.0509302207339,1.30226326419397,0.0397682632496656,0.130344019860223
"Pocillopora_acuta_HIv2___RNAseq.g14064.t1",102.883951899992,-0.13190626050215,1.01820668872768,0.0398076203099204,0.130443457218552
"Pocillopora_acuta_HIv2___RNAseq.g29875.t1",700.203719211671,-0.457542315821527,1.07664250943627,0.0398296364002092,0.130486038707277
"Pocillopora_acuta_HIv2___RNAseq.g1752.t1",182.420495602012,-0.166722169152913,1.02212461781448,0.039843577325534,0.130502151819865
"Pocillopora_acuta_HIv2___RNAseq.g16672.t1",564.257463588381,-0.771566552536286,1.17159350099952,0.0398920897297473,0.130631466119779
"Pocillopora_acuta_HIv2___RNAseq.g6213.t1",1531.26710512181,-1.1152348097874,0.776113775974792,0.039922494929837,0.130682997422704
"Pocillopora_acuta_HIv2___RNAseq.g8055.t1",513.542099911336,-1.04968078077508,1.33720067498917,0.0399258964056229,0.130682997422704
"Pocillopora_acuta_HIv2___RNAseq.5136_t",33.5283142245265,-0.724911351446301,1.19484750321345,0.0399827109632346,0.130839350989191
"Pocillopora_acuta_HIv2___TS.g14415.t1",278.55170452392,-0.397117410096568,1.08412019674785,0.0400051793717479,0.130883264970134
"Pocillopora_acuta_HIv2___RNAseq.g30951.t1",1355.99564977053,1.11908575987041,0.984316046800263,0.0400210963751122,0.130905729979562
"Pocillopora_acuta_HIv2___RNAseq.g31317.t1",646.890328410441,-0.966919174616486,1.29591992048763,0.0400860192652228,0.131088442833412
"Pocillopora_acuta_HIv2___RNAseq.g1235.t1",173.843285732127,0.667232576202082,1.17375274036785,0.0401061161451903,0.131124517161852
"Pocillopora_acuta_HIv2___RNAseq.g8597.t1",27.1127037729058,-0.249507562785796,1.04694324765618,0.040129511628527,0.131150370758073
"Pocillopora_acuta_HIv2___RNAseq.g12625.t1",608.082505722677,-1.11196800416353,0.765827241650251,0.0401321585298141,0.131150370758073
"Pocillopora_acuta_HIv2___TS.g19165.t1",9526.34878758488,1.03671777314809,0.637470104663797,0.0401916949822066,0.13131443451838
"Pocillopora_acuta_HIv2___RNAseq.g14918.t1",227.352478210596,1.1405682920242,0.945824829382671,0.0402036733055088,0.13131443451838
"Pocillopora_acuta_HIv2___RNAseq.g26229.t1",507.404069466572,-1.12516812458962,0.97870739993048,0.0402095983463708,0.13131443451838
"Pocillopora_acuta_HIv2___RNAseq.g10917.t1",281.287117553788,-0.102683639040036,1.01376984881624,0.0402585442848166,0.131444601475302
"Pocillopora_acuta_HIv2___RNAseq.g18669.t1",160.208193687137,-0.658637136054095,1.20495193552721,0.0402885472653047,0.131512874666073
"Pocillopora_acuta_HIv2___RNAseq.g4745.t1",1036.54796452289,-1.12562132433331,0.832120993636777,0.0403971339291967,0.131837577877234
"Pocillopora_acuta_HIv2___RNAseq.g9148.t1",548.759881849897,1.29008164006842,1.10400936163768,0.040432782123877,0.131924150832339
"Pocillopora_acuta_HIv2___RNAseq.g29132.t1",1830.40032409189,-0.511226302685967,1.10174862621411,0.0404794657777825,0.132046683132577
"Pocillopora_acuta_HIv2___RNAseq.14013_t",538.212140215812,-0.58653792074548,1.12598953998922,0.0406290841589082,0.132504864323438
"Pocillopora_acuta_HIv2___RNAseq.g11681.t1",705.78116482879,-0.15432806843549,1.01770549345019,0.0406425261452597,0.132518822850549
"Pocillopora_acuta_HIv2___RNAseq.g15230.t1",474.064937930114,-1.110223293831,0.963899204017939,0.0406688213213376,0.132574674688264
"Pocillopora_acuta_HIv2___TS.g17830.t1",344.27710835986,0.770440069964719,1.24994029764544,0.0406823334369178,0.13258883975475
"Pocillopora_acuta_HIv2___TS.g13404.t1",2023.36739080948,-0.523711254244466,1.11430198273083,0.0407146992563094,0.132664431187939
"Pocillopora_acuta_HIv2___RNAseq.g1757.t1",911.6334051936,0.99785272923671,1.30487951476364,0.0407734173360025,0.1328258352135
"Pocillopora_acuta_HIv2___RNAseq.g5531.t1",98.9890790107347,-0.876458340983049,1.25390471971146,0.0408214528517544,0.132952374250794
"Pocillopora_acuta_HIv2___RNAseq.g15798.t1",696.699364355262,-1.04466683347257,1.31121554568132,0.0408752269470402,0.133097542224671
"Pocillopora_acuta_HIv2___TS.g14216.t1",838.059900627835,-0.654805397816101,1.14445982238556,0.0410171226404935,0.133529521015552
"Pocillopora_acuta_HIv2___RNAseq.g5557.t3",1365.68341268589,-1.12603327863311,0.840935726047551,0.0410265043118956,0.133530008633496
"Pocillopora_acuta_HIv2___RNAseq.g25644.t1",120.349934152886,-0.997534195844029,1.25136573141835,0.0410393013252616,0.13354160953174
"Pocillopora_acuta_HIv2___RNAseq.g10703.t1",525.923631950903,-0.778658284694436,1.21063466802758,0.0411260600363762,0.133793821944702
"Pocillopora_acuta_HIv2___RNAseq.g22047.t1",565.619700146394,-0.538527845595479,1.10067881337311,0.0411361266286942,0.133796477525845
"Pocillopora_acuta_HIv2___TS.g12313.t1",57.3850194255959,-0.825230491717742,1.17262963407925,0.0411989833882175,0.133970794902693
"Pocillopora_acuta_HIv2___RNAseq.g12181.t1c",91.9789200420992,-0.441955481998016,1.06507253499472,0.0412489250456418,0.134103046046339
"Pocillopora_acuta_HIv2___RNAseq.g11171.t1",313.419208718487,-0.221816657576248,1.03968759615271,0.0413083747406415,0.134266142078346
"Pocillopora_acuta_HIv2___RNAseq.g26048.t1",906.808354131789,1.12876000283639,0.891122094789654,0.0413390749728254,0.134335740374511
"Pocillopora_acuta_HIv2___RNAseq.g13641.t1",500.918750173275,-0.46486336154335,1.07050908468434,0.0414374482488404,0.134625168794076
"Pocillopora_acuta_HIv2___RNAseq.g9382.t1",319.176519664716,0.604632734124659,1.14138837340179,0.0414525928187264,0.134625685470325
"Pocillopora_acuta_HIv2___TS.g9854.t2",692.521059389565,-1.1125438997268,0.83966624095791,0.041456222558409,0.134625685470325
"Pocillopora_acuta_HIv2___TS.g23749.t1",163.118503472049,-0.379159375478426,1.08043107556114,0.0415103879797879,0.134771324745152
"Pocillopora_acuta_HIv2___RNAseq.g8904.t1",263.519465529419,-0.873310166589966,1.18001801975303,0.0416000663839597,0.13503217239174
"Pocillopora_acuta_HIv2___RNAseq.g29045.t1",1076.52337667198,-1.07383467824795,1.21127758181217,0.0416402216751872,0.13512131475285
"Pocillopora_acuta_HIv2___RNAseq.g17723.t1",119.019454790287,-0.518833855825204,1.08817064121234,0.0416462127466955,0.13512131475285
"Pocillopora_acuta_HIv2___RNAseq.g21254.t1",892.586206411244,-1.08993278204974,1.05381926227366,0.0417185510986984,0.13532566115532
"Pocillopora_acuta_HIv2___RNAseq.g1928.t1",458.100124057387,-0.397852481712973,1.04826805066553,0.0418578892949145,0.135747199722342
"Pocillopora_acuta_HIv2___RNAseq.g27371.t1",2755.50485617505,1.09969627722062,0.759517757664749,0.0419147052679842,0.135900985652572
"Pocillopora_acuta_HIv2___RNAseq.g12971.t1",2924.0927601783,1.08116464396212,1.35513947803229,0.0419271859042971,0.135910985414557
"Pocillopora_acuta_HIv2___TS.g16257.t1",443.820489578055,0.555407799664871,1.11723481363252,0.0419526352385093,0.135963010551154
"Pocillopora_acuta_HIv2___RNAseq.g5569.t1",309.262802463235,-0.997514908344339,1.18778267077654,0.0419834853796785,0.136014229871491
"Pocillopora_acuta_HIv2___RNAseq.3715_t",198.86220532124,-0.50375361726057,1.10715887090946,0.0419962373314401,0.136014229871491
"Pocillopora_acuta_HIv2___TS.g6456.t1",904.516687678991,1.07282120723313,1.28837567670478,0.0419966503461062,0.136014229871491
"Pocillopora_acuta_HIv2___TS.g20791.t1a",1022.69617944728,1.05426248836855,1.21511002517746,0.0421000639793314,0.136318631161193
"Pocillopora_acuta_HIv2___TS.g15396.t2",150.445302137084,0.132002186325098,1.01181566901742,0.0421312191039373,0.136367671291272
"Pocillopora_acuta_HIv2___RNAseq.g21098.t1",1283.56207922754,-1.13981376743089,0.883436060220225,0.0421340654729464,0.136367671291272
"Pocillopora_acuta_HIv2___RNAseq.g29818.t1",353.213029125441,-0.474217534582392,1.08160972011644,0.0421461740970993,0.136376344997862
"Pocillopora_acuta_HIv2___RNAseq.g12832.t1",25.4187319951749,-0.244209971269074,1.04663606097213,0.0421662077114292,0.136410652726037
"Pocillopora_acuta_HIv2___RNAseq.g12131.t1",748.873945066095,-0.978183020457099,1.24326492985808,0.0421774802140784,0.136416608635159
"Pocillopora_acuta_HIv2___RNAseq.g4475.t1",259.832674382504,0.158568685156867,1.02160747880573,0.0422275992808377,0.136548177061935
"Pocillopora_acuta_HIv2___RNAseq.g15109.t1",240.597635481858,0.288506944699736,1.02820134319292,0.042241847166138,0.136563718688203
"Pocillopora_acuta_HIv2___RNAseq.g13761.t1",916.367282159768,-1.06587949772922,0.714745769169355,0.0423559105640913,0.136901874949501
"Pocillopora_acuta_HIv2___RNAseq.g20826.t1",340.920494958736,-1.0822245342957,1.30683297300605,0.0423742543486319,0.136930566331236
"Pocillopora_acuta_HIv2___TS.g25007.t2",712.83150668421,0.681992688769556,1.15050226300989,0.0423892637075259,0.136948472250537
"Pocillopora_acuta_HIv2___RNAseq.g20329.t1",211.483968100498,-0.90247900127832,1.36320967878913,0.0424740058868261,0.137191608116805
"Pocillopora_acuta_HIv2___RNAseq.g6084.t1",1058.21971788912,-0.637896822831835,1.13049594659012,0.0424960809700574,0.137232265048205
"Pocillopora_acuta_HIv2___TS.g26181.t1",17.3109393474047,-0.623757131423515,1.18232349648109,0.0425274939031991,0.137303051744614
"Pocillopora_acuta_HIv2___RNAseq.g28362.t1",1452.86391784167,-1.08856635824053,0.757678839847663,0.0425596825687616,0.13734392202055
"Pocillopora_acuta_HIv2___RNAseq.g6952.t1",242.746622818544,-0.886911224723783,1.24007908684917,0.042561517900278,0.13734392202055
"Pocillopora_acuta_HIv2___RNAseq.g11613.t1",448.771123503735,-1.09423290793768,1.26300599583427,0.0425722574037584,0.13734392202055
"Pocillopora_acuta_HIv2___RNAseq.g8358.t2",750.656790248387,0.809350204944197,1.32978095740148,0.0425781351175432,0.13734392202055
"Pocillopora_acuta_HIv2___TS.g10637.t1",65.7582306917026,-1.15623854133427,0.82660788514128,0.0425932220757753,0.137361954092311
"Pocillopora_acuta_HIv2___RNAseq.g449.t1",163.476341026758,0.0812704165475641,1.00650206952343,0.0426380796716788,0.137475966199546
"Pocillopora_acuta_HIv2___RNAseq.g13301.t1",67.8409763829617,-0.141686287145607,1.02249655316813,0.0427486195054853,0.137799674712711
"Pocillopora_acuta_HIv2___RNAseq.g1840.t2",245.181646443372,-1.05920925819238,1.17529102116495,0.0427575318107472,0.137799674712711
"Pocillopora_acuta_HIv2___RNAseq.g28596.t1",267.458340906688,0.359681163364655,1.08133038095541,0.0429144464868633,0.138274572061927
"Pocillopora_acuta_HIv2___RNAseq.g15389.t1",72.8028056294398,-0.357816722016598,1.04593914257333,0.0429292937988573,0.138291604789905
"Pocillopora_acuta_HIv2___RNAseq.g27326.t1",147.800007026194,-0.143182323368702,1.02160211262007,0.0429798256830359,0.138423557933518
"Pocillopora_acuta_HIv2___RNAseq.g11945.t1",491.912962888346,0.68726560784731,1.17633953403024,0.0430628058358585,0.138659934018223
"Pocillopora_acuta_HIv2___RNAseq.g13346.t1",705.599088066237,-0.998576277942897,1.07372859600171,0.0431232989008626,0.138823813777449
"Pocillopora_acuta_HIv2___RNAseq.g7113.t1",28.0747639828578,-0.253291454410481,1.05056121671821,0.043137338608624,0.138838109843155
"Pocillopora_acuta_HIv2___RNAseq.g26122.t1",2206.01318405516,1.09630575397844,0.779736619341206,0.043157164423593,0.138871018069599
"Pocillopora_acuta_HIv2___RNAseq.g28194.t1b",374.409399538532,-0.521113166654027,1.09524680867857,0.0431695599488911,0.138880007807109
"Pocillopora_acuta_HIv2___RNAseq.g8016.t1",1198.38230648725,1.12940134063888,0.9193364013792,0.0432020127509307,0.138920818064471
"Pocillopora_acuta_HIv2___RNAseq.g22456.t1",228.956822438983,0.0720414256133933,1.00519702841971,0.0432068225910176,0.138920818064471
"Pocillopora_acuta_HIv2___TS.g14441.t1",1413.16348020165,0.906149436004175,0.517273826830259,0.0432110592140525,0.138920818064471
"Pocillopora_acuta_HIv2___RNAseq.13858_t",533.792203261137,-0.594425254038296,1.130519125526,0.0432235055402661,0.138929952029869
"Pocillopora_acuta_HIv2___RNAseq.g13974.t1",45.7954015693914,0.146922510132842,1.02566165937212,0.0432818043557118,0.139086429282607
"Pocillopora_acuta_HIv2___RNAseq.g9606.t1",658.388782443817,-0.649877648553554,1.11740514050598,0.0433113714288558,0.139150527842508
"Pocillopora_acuta_HIv2___TS.g28749.t2",934.186056200257,-0.529688895007479,1.0824026298274,0.0433288378064531,0.139175729520883
"Pocillopora_acuta_HIv2___RNAseq.g18612.t1",725.579515917072,-0.844620938063504,1.18795119308107,0.0433967553067279,0.139317819110767
"Pocillopora_acuta_HIv2___RNAseq.g15304.t1",540.232366358628,-1.12904815450738,0.861956377771368,0.0434005336913359,0.139317819110767
"Pocillopora_acuta_HIv2___RNAseq.g17262.t1",149.074411435329,-0.493654734218853,1.14667188147775,0.043401969919325,0.139317819110767
"Pocillopora_acuta_HIv2___RNAseq.g16782.t1",214.815484213936,-0.511575735714279,1.08631836734487,0.0434140819290176,0.139325777905771
"Pocillopora_acuta_HIv2___RNAseq.g29406.t1",403.602794393892,-1.10708557022846,0.917163144549948,0.0434397927829204,0.13937736530882
"Pocillopora_acuta_HIv2___TS.g1506.t1a",7465.51979318358,1.08909860277523,0.753918834086551,0.0434897474042549,0.139506699147293
"Pocillopora_acuta_HIv2___RNAseq.g5040.t1",2078.96348304924,-0.565663740290089,1.14078393883308,0.0435507072741717,0.139671270512998
"Pocillopora_acuta_HIv2___RNAseq.29283_t",1485.04995807773,-1.07660510072336,0.938499420637695,0.0435938645719369,0.139778687024716
"Pocillopora_acuta_HIv2___TS.g17458.t1",484.255252357092,-0.692853271949314,1.15810268961833,0.0436286323567193,0.139859161881114
"Pocillopora_acuta_HIv2___TS.g17562.t2",1060.89705691583,-0.390216527990495,1.05133351196083,0.0437550896690396,0.140205518825363
"Pocillopora_acuta_HIv2___RNAseq.g14509.t1",197.551227660719,1.02009330888893,1.1320062667754,0.0437560641577496,0.140205518825363
"Pocillopora_acuta_HIv2___RNAseq.g2399.t1",7819.99356249518,-0.972550313555356,0.590839674667586,0.0438087679000901,0.140343304298318
"Pocillopora_acuta_HIv2___RNAseq.g21128.t1",39.590555166849,-0.776045763450057,1.37822580017545,0.0438786886745185,0.140536172052311
"Pocillopora_acuta_HIv2___TS.g15039.t1",348.72152691466,0.125207600212498,1.00924806146028,0.0439126756449831,0.140613889866955
"Pocillopora_acuta_HIv2___RNAseq.g14920.t1a",1286.0907197998,-1.10755766225534,1.16868956277972,0.0441238269005456,0.141258749953407
"Pocillopora_acuta_HIv2___RNAseq.g6345.t1",17.8710468859882,-0.637594583142347,1.19215821358813,0.0441719289891526,0.141372872556526
"Pocillopora_acuta_HIv2___RNAseq.g17389.t1",89.7514807379178,-0.504238319511774,1.11272653847046,0.0441790226739143,0.141372872556526
"Pocillopora_acuta_HIv2___RNAseq.g28865.t1",271.153948684257,-0.391934874926322,1.09359406207598,0.0442201798631056,0.141467010274937
"Pocillopora_acuta_HIv2___RNAseq.g20326.t1",148.807301508887,0.46070366087933,1.1262821060622,0.0442280019678695,0.141467010274937
"Pocillopora_acuta_HIv2___RNAseq.g24651.t1",3239.38894056432,1.03325978875303,0.666900563262808,0.0442978826585234,0.141659202912422
"Pocillopora_acuta_HIv2___RNAseq.g9970.t1",133.053799028082,-0.67973527668972,1.26313516115247,0.0444831257980903,0.142220144019359
"Pocillopora_acuta_HIv2___RNAseq.g29037.t1",799.769058497391,-1.09673529931122,0.868680298941617,0.0445290414304295,0.142335481823145
"Pocillopora_acuta_HIv2___RNAseq.g9119.t1",506.987283324222,-0.28605355699992,1.05367855921765,0.0445544203033257,0.142385138150089
"Pocillopora_acuta_HIv2___RNAseq.g10913.t1",836.16147087587,-0.66900741820953,1.12384332076845,0.0446237095112507,0.142575068339017
"Pocillopora_acuta_HIv2___RNAseq.g15934.t1",346.982454716121,1.05548580444794,1.109597015403,0.0446584473126652,0.142654545479326
