chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e2_conf	LCM_4:e2e3_conf	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e2_conf	LCM_5:e2e3_conf	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e2_conf	LCM_8:e2e3_conf	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e2_conf	LCM_9:e2e3_conf	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e2_conf	LCM_15:e2e3_conf	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e2_conf	LCM_16:e2e3_conf	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e2_conf	LCM_20:e2e3_conf	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e2_conf	LCM_21:e2e3_conf	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e2_conf	LCM_26:e2e3_conf	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e2_conf	LCM_27:e2e3_conf	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000009	-	exon_skip.494	2	Pocillopora_acuta_HIv2___RNAseq.g2686.t1	2762906	2763001	2763599	2763678	2764185	2764356	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	61.9	0.0	66.2	0	0	45	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	23.9	13.0	34.3	20	15	0	1.00	67.6	38.4	64.7	53	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	-	exon_skip.496	2	Pocillopora_acuta_HIv2___RNAseq.g2735.t1	3300838	3300888	3301121	3301171	3301716	3301786	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	443.6	354.1	279.2	363	309	41	0.88	0.0	0.0	0.0	0	0	0	nan	212.6	187.9	148.6	195	153	22	0.87	0.0	0.0	0.0	0	0	0	nan	225.5	171.0	152.3	183	139	23	0.86	5.1	0.0	14.3	0	0	14	0.00	373.3	343.0	264.4	368	286	13	0.96	25.2	14.8	34.4	14	13	14	0.48
Pocillopora_acuta_HIv2___Sc0000009	-	exon_skip.497	2	Pocillopora_acuta_HIv2___RNAseq.g2756.t1	3476486	3476672	3477204	3477245	3477433	3477489	248.4	80.2	173.9	103	0	0	nan	432.2	282.9	422.3	265	269	74	0.78	311.6	127.8	100.5	166	80	0	1.00	0.0	0.0	33.6	0	0	0	nan	143.4	139.0	234.2	127	135	0	1.00	408.6	135.5	216.2	122	132	0	1.00	354.0	206.6	238.1	204	191	1	0.99	241.6	193.9	194.4	176	175	0	1.00	495.9	418.7	532.7	379	388	0	1.00	280.5	106.3	168.0	115	84	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	-	exon_skip.498	0	Pocillopora_acuta_HIv2___RNAseq.g2756.t1	3476486	3476672	3477204	3477263	3477433	3477489	248.4	58.1	173.9	103	0	0	nan	432.2	198.1	422.3	265	0	74	0.00	311.6	89.6	100.5	166	0	0	nan	0.0	0.0	33.6	0	0	0	nan	143.4	97.4	234.2	127	0	0	nan	408.6	94.8	216.2	122	0	0	nan	354.0	144.6	238.1	204	0	1	nan	241.6	135.8	194.4	176	0	0	nan	495.9	305.2	532.7	379	43	0	1.00	280.5	74.5	168.0	115	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	-	exon_skip.499	2	Pocillopora_acuta_HIv2___RNAseq.g2824.t1	4240904	4240976	4241389	4241460	4241701	4241769	0.0	0.0	0.0	0	0	0	nan	19.5	3.5	0.0	12	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	4.1	27.9	0	13	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	26.0	0.0	25.8	0	0	27	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.509	1	Pocillopora_acuta_HIv2___RNAseq.g16994.t1	3821225	3821322	3822435	3822478	3825752	3825805	73.0	0.0	80.7	0	0	75	0.00	71.6	40.6	80.9	0	0	79	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	51.2	0.0	74.0	0	0	72	0.00	70.7	0.0	66.5	0	0	57	0.00	50.0	0.0	50.6	0	0	54	0.00	0.0	0.0	0.0	0	0	0	nan	103.1	116.6	20.4	0	0	12	0.00	39.2	31.2	37.5	33	29	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.510	1	Pocillopora_acuta_HIv2___RNAseq.g16994.t1	3835011	3835068	3835168	3835268	3836140	3836238	187.6	91.3	271.8	0	0	144	0.00	52.2	21.0	26.5	27	19	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	65.5	96.7	95.3	0	0	0	nan	49.8	0.0	63.7	0	0	48	0.00	25.5	0.0	58.2	0	0	17	0.00	0.0	0.0	0.0	0	0	0	nan	5.3	1.6	27.3	4	0	0	nan	119.2	89.4	180.4	0	69	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.511	0	Pocillopora_acuta_HIv2___RNAseq.g16997.t1	3851956	3852189	3852698	3852763	3853051	3853129	0.0	0.0	0.0	0	0	0	nan	104.7	106.9	103.2	72	67	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	26.5	13.2	32.0	16	13	18	0.42	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	51.6	43.1	47.4	43	42	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.513	2	Pocillopora_acuta_HIv2___RNAseq.g17038.t1	4119440	4119517	4119607	4119666	4120453	4120559	0.0	0.0	0.0	0	0	0	nan	37.5	36.3	56.0	33	28	26	0.52	0.0	0.0	0.0	0	0	0	nan	86.5	196.9	216.9	149	219	0	1.00	15.3	0.0	32.4	0	0	23	0.00	71.3	73.0	139.0	66	80	65	0.50	0.0	0.0	0.0	0	0	0	nan	0.2	0.0	0.0	0	0	0	nan	27.7	53.0	72.1	48	58	0	1.00	30.4	79.5	85.8	60	94	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.514	2	Pocillopora_acuta_HIv2___RNAseq.g17057.t2	4244045	4244177	4244671	4244780	4244868	4244931	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.1	7.6	5.2	4	7	0	nan	53.6	0.0	48.3	0	0	59	0.00	30.2	25.4	5.2	34	11	0	1.00	0.0	0.0	0.0	0	0	0	nan	39.4	45.7	31.6	43	36	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.517	2	Pocillopora_acuta_HIv2___RNAseq.g17191.t1	5718585	5718674	5718789	5718877	5719534	5719632	0.0	0.0	0.0	0	0	0	nan	21.7	38.2	33.4	32	44	0	1.00	6.3	0.0	0.0	0	0	0	nan	213.3	242.4	240.6	226	0	0	nan	0.0	0.0	0.0	0	0	0	nan	72.8	78.4	54.7	65	77	0	1.00	55.7	40.2	48.1	45	34	22	0.61	0.0	0.0	0.0	0	0	0	nan	0.6	2.0	0.0	2	0	0	nan	62.9	66.3	52.4	56	51	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.519	0	Pocillopora_acuta_HIv2___TS.g17595.t2	5773090	5773289	5775175	5775282	5776066	5776112	106.5	0.0	114.9	0	0	123	0.00	41.5	7.1	59.1	7	4	64	0.06	73.1	0.0	140.6	0	0	142	0.00	109.8	234.4	267.2	0	266	0	nan	0.0	35.2	46.5	0	42	0	nan	0.0	43.9	46.1	0	52	0	nan	51.4	5.8	68.0	0	14	54	0.00	0.0	0.0	0.0	0	0	0	nan	111.5	33.3	242.3	0	25	227	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	exon_skip.521	2	Pocillopora_acuta_HIv2___TS.g17618.t2	5975884	5975954	5976501	5976579	5976673	5976722	95.1	102.7	110.5	94	104	0	1.00	221.6	202.3	266.3	176	212	23	0.88	86.4	91.6	88.9	91	90	0	1.00	0.0	0.0	0.0	0	0	0	nan	90.5	88.5	77.9	97	81	0	1.00	0.0	0.0	0.0	0	0	0	nan	131.3	129.4	157.5	129	143	0	1.00	92.5	82.3	112.7	89	87	0	1.00	172.0	170.6	206.3	162	179	0	1.00	18.0	34.2	57.9	22	51	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.528	1	Pocillopora_acuta_HIv2___RNAseq.g16739.t1	1129238	1129314	1130006	1130068	1130623	1130732	106.5	0.0	112.7	0	0	100	0.00	79.6	0.0	70.7	0	0	71	0.00	0.0	0.0	0.0	0	0	0	nan	42.9	0.0	0.9	0	0	5	nan	24.5	0.0	30.4	0	0	27	0.00	57.3	0.0	0.0	0	0	0	nan	78.5	0.0	82.2	0	0	80	0.00	0.0	0.0	0.0	0	0	0	nan	29.7	0.0	27.9	0	0	35	0.00	147.8	84.8	130.1	82	75	58	0.56
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.534	2	Pocillopora_acuta_HIv2___RNAseq.g16958.t1	3510726	3510757	3511405	3511458	3512795	3513127	0.0	0.0	0.0	0	0	0	nan	24.2	0.0	19.8	0	0	25	0.00	172.0	0.0	144.3	0	0	185	0.00	0.0	0.0	0.0	0	0	0	nan	92.3	22.4	79.9	17	24	80	0.18	0.0	0.0	0.0	0	0	0	nan	33.7	0.0	20.7	0	0	34	0.00	0.0	0.0	0.0	0	0	0	nan	52.5	0.0	44.8	0	0	47	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.535	2	Pocillopora_acuta_HIv2___RNAseq.g16989.t1	3782170	3782211	3782775	3782830	3783449	3783517	351.2	405.7	367.1	391	416	0	1.00	985.8	1165.9	1042.4	1113	1157	0	1.00	528.4	682.2	679.2	607	721	0	1.00	24.6	32.5	18.6	30	31	0	1.00	672.0	667.4	540.9	678	647	42	0.94	189.3	212.9	191.6	208	207	0	1.00	475.4	541.6	450.1	538	493	0	1.00	231.2	272.6	267.4	254	283	0	1.00	712.2	790.5	738.8	768	769	0	1.00	283.9	275.3	263.7	290	257	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.539	0	Pocillopora_acuta_HIv2___RNAseq.8784_t	4727865	4728005	4728567	4728656	4729317	4729481	72.9	48.8	12.5	66	34	0	1.00	84.0	75.8	86.7	76	64	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	47.2	45.9	82.2	45	47	0	1.00	31.1	25.4	26.9	37	24	0	1.00	37.9	39.5	57.2	28	36	10	0.74	0.0	0.0	0.0	0	0	0	nan	68.4	112.2	150.2	69	99	0	1.00	43.2	34.3	41.3	29	33	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.543	2	Pocillopora_acuta_HIv2___TS.g17604.t3	5836747	5836986	5837185	5837241	5837389	5837443	80.2	80.5	91.3	75	76	0	1.00	105.6	49.8	47.4	54	40	12	0.77	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	48.1	22.5	29.1	22	23	0	1.00	0.0	0.0	0.0	0	0	0	nan	2.5	0.0	0.0	0	0	0	nan	9.7	5.2	5.7	4	6	0	nan	14.0	11.9	16.8	14	14	0	1.00	51.6	45.1	52.0	53	44	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.545	2	Pocillopora_acuta_HIv2___TS.g17604.t3	5847588	5847634	5848120	5848212	5848664	5848751	0.0	0.0	0.0	0	0	0	nan	26.7	30.7	29.0	26	27	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	56.6	0.0	49.4	0	0	46	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	-	exon_skip.547	2	Pocillopora_acuta_HIv2___TS.g17630.t1	6115805	6115906	6120023	6120096	6120270	6120346	0.0	0.0	0.0	0	0	0	nan	107.5	105.8	132.9	102	105	25	0.80	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	10.3	0.0	0.0	0	0	0	nan	32.7	49.8	32.4	55	42	0	1.00	66.5	46.7	44.1	56	40	0	1.00	12.6	19.0	12.1	17	13	0	1.00	31.2	31.8	31.0	33	27	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.548	1	Pocillopora_acuta_HIv2___TS.g6737.t2b	310393	310543	311463	311554	312788	312952	159.1	115.9	87.7	120	115	0	1.00	106.3	31.3	281.8	16	30	111	0.13	0.0	0.0	85.5	0	0	0	nan	50.3	120.8	81.7	67	141	0	1.00	20.1	0.0	70.4	0	0	0	nan	51.5	29.6	169.2	26	32	0	1.00	73.9	0.0	85.0	0	0	59	0.00	52.0	0.0	87.5	0	0	5	nan	99.7	0.0	154.9	0	0	87	0.00	112.6	0.0	64.6	0	0	117	0.00
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.550	2	Pocillopora_acuta_HIv2___RNAseq.9044_t	1326108	1326459	1327910	1328038	1328963	1329091	75.2	70.7	56.0	58	86	16	0.78	1.1	16.9	17.1	5	12	2	nan	12.9	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	66.8	6.4	4.0	9	1	7	nan	0.0	24.4	24.4	0	37	0	nan	80.6	67.7	59.2	43	49	32	0.57	0.0	0.0	0.0	0	0	0	nan	33.5	6.7	18.2	3	16	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.551	2	Pocillopora_acuta_HIv2___RNAseq.9044_t	1327910	1328038	1328963	1329091	1331236	1332459	70.7	56.0	32.8	86	5	0	nan	16.9	17.1	29.1	12	10	13	0.43	0.0	0.0	69.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	6.4	4.0	12.1	1	0	0	nan	24.4	24.4	12.9	37	12	6	0.67	67.7	59.2	22.4	49	42	0	1.00	0.0	0.0	12.6	0	0	0	nan	6.7	18.2	42.4	16	21	0	1.00	0.0	0.0	6.8	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.555	0	Pocillopora_acuta_HIv2___TS.g6881.t2	1967771	1967825	1969075	1969238	1970386	1971569	0.0	0.0	74.2	0	0	0	nan	41.8	137.6	127.9	72	151	0	1.00	0.0	0.0	62.6	0	0	0	nan	31.9	109.4	9.8	57	141	0	1.00	36.3	115.2	60.6	60	161	0	1.00	21.5	44.2	31.4	31	44	0	1.00	36.3	97.4	77.6	54	121	0	1.00	0.0	12.7	48.5	0	43	0	nan	208.9	391.1	372.0	295	381	21	0.93	0.0	0.0	20.4	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.556	2	Pocillopora_acuta_HIv2___RNAseq.g21835.t1	2076169	2076224	2077432	2077483	2077929	2078380	0.0	0.0	54.3	0	0	0	nan	355.1	260.3	182.0	249	257	11	0.96	394.2	311.1	326.5	314	295	0	1.00	147.0	137.5	21.0	145	115	0	1.00	321.0	342.0	275.9	330	331	0	1.00	335.2	316.6	234.7	317	291	0	1.00	75.4	35.1	62.8	34	33	12	0.73	343.1	341.9	257.1	350	333	0	1.00	542.8	470.9	351.2	468	452	0	1.00	232.3	248.9	232.3	231	247	0	1.00
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.560	2	Pocillopora_acuta_HIv2___TS.g6989.t1	2918532	2918591	2918991	2919074	2919448	2919527	0.0	0.0	0.0	0	0	0	nan	16.6	29.2	28.0	22	28	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.3	0.0	6.5	0	0	0	nan	1.9	4.8	13.2	2	10	0	nan	31.0	46.4	66.7	35	40	0	1.00	24.5	26.8	19.6	28	16	0	1.00	0.0	0.0	0.0	0	0	0	nan	61.0	32.3	74.5	27	32	28	0.49	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.561	1	Pocillopora_acuta_HIv2___TS.g6999.t2	3022672	3022704	3023819	3023863	3026070	3027742	0.0	0.0	41.0	0	0	0	nan	0.0	0.0	174.9	0	0	0	nan	0.0	0.0	440.8	0	0	0	nan	0.0	0.0	105.0	0	0	0	nan	0.0	0.0	227.1	0	0	0	nan	0.0	0.0	233.1	0	0	0	nan	39.3	0.0	351.5	0	0	41	0.00	39.4	44.1	191.7	38	41	0	1.00	36.6	0.0	393.7	0	0	24	0.00	0.0	0.0	170.7	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.568	0	Pocillopora_acuta_HIv2___RNAseq.g22119.t1	5868464	5868524	5869215	5869269	5869609	5869681	0.0	0.0	0.0	0	0	0	nan	2.8	4.1	8.1	1	6	0	nan	87.8	68.3	67.0	64	0	10	0.00	0.0	0.0	0.0	0	0	0	nan	26.9	34.8	24.8	26	27	0	1.00	0.6	0.0	2.0	0	0	0	nan	34.5	0.0	16.2	0	0	30	0.00	0.0	0.0	1.0	0	0	0	nan	23.5	18.3	11.3	17	6	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	+	exon_skip.569	0	Pocillopora_acuta_HIv2___RNAseq.g22119.t1	5869215	5869269	5869609	5869626	5873429	5873483	0.0	0.0	0.0	0	0	0	nan	4.1	6.0	3.5	6	0	0	nan	68.3	11.4	0.7	0	0	1	nan	0.0	0.0	0.0	0	0	0	nan	34.8	29.1	32.8	27	9	9	0.50	0.0	2.0	3.7	0	0	0	nan	0.0	26.7	1.6	0	0	0	nan	0.0	0.0	1.4	0	0	0	nan	18.3	14.3	21.9	6	5	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.574	2	Pocillopora_acuta_HIv2___TS.g6820.t3c	1262755	1262835	1263086	1263166	1263414	1263494	0.0	0.0	0.0	0	0	0	nan	29.9	19.1	3.2	16	0	7	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	53.9	97.1	62.9	65	63	20	0.76	0.0	0.0	0.0	0	0	0	nan	152.7	149.9	96.7	119	72	47	0.61	0.0	0.0	0.0	0	0	0	nan	62.3	80.8	8.0	52	0	23	0.00	31.4	66.8	65.9	48	71	2	0.96
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.575	2	Pocillopora_acuta_HIv2___TS.g6820.t3c	1263086	1263166	1263414	1263494	1264248	1264328	0.0	0.0	0.0	0	0	0	nan	19.1	3.2	23.0	0	0	21	0.00	0.0	0.0	2.2	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	97.1	62.9	62.4	63	42	50	0.46	0.0	0.0	0.0	0	0	0	nan	149.9	96.7	113.6	72	77	77	0.48	0.0	0.0	0.2	0	0	0	nan	80.8	8.0	73.7	0	0	85	0.00	66.8	65.9	50.3	71	53	0	1.00
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.576	0	Pocillopora_acuta_HIv2___TS.g6820.t3c	1269078	1269148	1270092	1270146	1270882	1271081	0.0	0.0	0.0	0	0	0	nan	315.9	249.4	42.3	259	208	0	1.00	155.2	166.5	32.0	181	131	0	1.00	433.4	376.1	72.9	410	298	0	1.00	375.1	304.0	60.0	302	246	0	1.00	55.6	0.0	0.0	0	0	0	nan	349.4	327.8	57.8	366	240	0	1.00	117.2	0.0	0.0	0	0	0	nan	232.7	215.1	42.5	229	172	0	1.00	258.4	123.4	29.0	141	96	63	0.60
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.577	2	Pocillopora_acuta_HIv2___RNAseq.g21801.t1	1728814	1728885	1729114	1729188	1729972	1730037	374.2	124.5	310.6	72	87	274	0.21	314.1	127.5	367.3	95	143	238	0.29	0.0	0.0	0.0	0	0	0	nan	163.6	0.0	148.6	0	0	153	0.00	122.6	24.6	152.3	13	35	116	0.10	0.0	0.0	0.0	0	0	0	nan	46.6	0.0	52.6	0	0	51	0.00	66.1	0.0	78.4	0	0	72	0.00	90.9	0.0	97.1	0	0	105	0.00	66.1	2.3	96.6	8	0	62	0.00
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.578	2	Pocillopora_acuta_HIv2___RNAseq.g21801.t1	1735781	1735852	1736079	1736144	1736992	1737057	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	1.5	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	42.8	10.8	66.9	9	13	48	0.16	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	2.8	0	0	0	nan	13.0	22.0	21.2	19	25	0	1.00
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.581	2	Pocillopora_acuta_HIv2___RNAseq.g22046.t1	4686893	4688041	4689028	4689076	4690061	4690271	36.0	0.0	0.0	0	0	0	nan	103.9	32.0	134.1	26	40	109	0.19	50.1	0.0	0.0	0	0	0	nan	83.0	0.0	0.0	0	0	0	nan	38.7	0.0	0.0	0	0	0	nan	41.8	0.0	0.0	0	0	0	nan	118.3	0.0	168.2	0	0	143	0.00	57.2	0.0	0.0	0	0	0	nan	106.4	47.3	117.0	47	43	84	0.34	95.1	92.9	137.5	107	90	54	0.62
Pocillopora_acuta_HIv2___Sc0000011	-	exon_skip.583	2	Pocillopora_acuta_HIv2___TS.g7156.t2	5678605	5678706	5678962	5679103	5679235	5679301	52.5	38.5	32.2	46	30	0	1.00	27.8	24.0	29.9	24	29	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	62.0	0.0	77.9	0	0	79	0.00
Pocillopora_acuta_HIv2___Sc0000012	+	exon_skip.584	2	Pocillopora_acuta_HIv2___RNAseq.g23527.t1	131089	131181	131351	131407	131887	131898	50.9	65.5	59.5	61	64	0	1.00	116.0	153.2	179.4	124	162	0	1.00	50.8	92.4	121.8	70	118	0	1.00	13.4	0.0	0.0	0	0	0	nan	48.7	49.1	61.1	53	46	15	0.75	3.8	2.0	0.0	1	0	0	nan	1.5	17.8	34.0	0	31	0	nan	1.8	2.0	0.0	2	0	0	nan	11.5	5.7	13.0	0	8	0	nan	30.2	41.3	45.7	40	44	0	1.00
Pocillopora_acuta_HIv2___Sc0000012	+	exon_skip.586	2	Pocillopora_acuta_HIv2___RNAseq.g23626.t1	3212513	3212722	3213659	3213727	3214295	3214498	0.0	63.2	6.8	0	51	0	nan	53.9	101.8	106.4	84	108	0	1.00	86.6	106.4	103.7	108	109	0	1.00	0.0	0.0	0.0	0	0	0	nan	64.6	102.7	68.3	112	52	0	1.00	54.9	88.5	2.9	77	35	0	1.00	18.8	0.0	11.1	0	0	9	nan	49.9	101.7	83.9	60	71	0	1.00	0.0	0.0	0.0	0	0	0	nan	71.0	125.4	4.3	81	53	0	1.00
Pocillopora_acuta_HIv2___Sc0000012	-	exon_skip.587	2	Pocillopora_acuta_HIv2___RNAseq.g23618.t1	2618090	2618107	2619127	2619234	2619696	2619818	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	40.3	9.5	6.4	20	0	15	0.00	0.0	0.0	0.0	0	0	0	nan	58.5	22.5	2.4	51	8	0	nan	66.3	27.6	0.0	64	0	0	nan	41.2	8.2	9.9	22	0	15	0.00	0.0	1.1	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000013	+	exon_skip.591	1	Pocillopora_acuta_HIv2___RNAseq.g11465.t1	557953	558220	558310	558365	559549	560970	118.9	0.0	482.0	0	0	96	0.00	104.3	62.1	161.1	28	47	33	0.46	10.5	20.2	12.6	0	0	0	nan	220.8	112.5	350.9	0	0	0	nan	146.7	115.2	309.2	84	87	0	1.00	4.3	51.3	313.7	9	47	0	nan	0.0	0.0	181.9	0	0	0	nan	276.4	159.5	551.3	74	74	0	1.00	118.8	87.4	275.4	46	38	24	0.61	300.6	247.0	476.9	216	205	94	0.69
Pocillopora_acuta_HIv2___Sc0000013	+	exon_skip.593	2	Pocillopora_acuta_HIv2___RNAseq.g11508.t1	942518	942634	943211	943345	944207	944312	0.0	0.0	0.0	0	0	0	nan	73.0	67.4	90.3	75	83	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	67.4	95.7	143.5	82	123	11	0.88	44.2	71.1	60.9	67	66	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.6	20.7	0	4	0	nan	3.7	26.5	27.9	16	31	0	1.00	62.5	75.7	82.1	70	80	0	1.00
Pocillopora_acuta_HIv2___Sc0000013	+	exon_skip.595	2	Pocillopora_acuta_HIv2___RNAseq.g11659.t1	2553829	2553924	2554436	2554552	2555427	2555552	0.0	0.0	0.0	0	0	0	nan	80.2	104.8	99.3	94	99	0	1.00	1.6	1.2	6.1	2	0	0	nan	0.0	0.0	0.0	0	0	0	nan	158.9	175.9	254.4	178	205	26	0.87	0.0	0.0	0.0	0	0	0	nan	89.9	57.4	148.9	64	85	33	0.66	0.0	0.0	0.0	0	0	0	nan	115.2	146.2	230.2	103	175	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000013	+	exon_skip.605	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200650	3200715	3200881	3200979	3201772	3201837	325.2	79.1	649.5	0	87	0	nan	442.7	95.1	710.2	81	0	13	0.00	81.8	3.4	65.2	8	0	2	nan	5.1	1.0	76.3	0	0	0	nan	229.0	31.1	435.5	21	0	9	nan	159.5	31.8	630.8	18	0	0	nan	234.4	53.7	434.9	0	0	0	nan	78.4	24.1	521.1	0	2	8	nan	281.2	46.3	716.3	0	39	4	nan	251.7	43.0	382.1	34	23	8	0.74
