chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	e4_start	e4_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e4_cov	LCM_4:e1e2_conf	LCM_4:e1e3_conf	LCM_4:e2e4_conf	LCM_4:e3e4_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e4_cov	LCM_5:e1e2_conf	LCM_5:e1e3_conf	LCM_5:e2e4_conf	LCM_5:e3e4_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e4_cov	LCM_8:e1e2_conf	LCM_8:e1e3_conf	LCM_8:e2e4_conf	LCM_8:e3e4_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e4_cov	LCM_9:e1e2_conf	LCM_9:e1e3_conf	LCM_9:e2e4_conf	LCM_9:e3e4_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e4_cov	LCM_15:e1e2_conf	LCM_15:e1e3_conf	LCM_15:e2e4_conf	LCM_15:e3e4_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e4_cov	LCM_16:e1e2_conf	LCM_16:e1e3_conf	LCM_16:e2e4_conf	LCM_16:e3e4_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e4_cov	LCM_20:e1e2_conf	LCM_20:e1e3_conf	LCM_20:e2e4_conf	LCM_20:e3e4_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e4_cov	LCM_21:e1e2_conf	LCM_21:e1e3_conf	LCM_21:e2e4_conf	LCM_21:e3e4_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e4_cov	LCM_26:e1e2_conf	LCM_26:e1e3_conf	LCM_26:e2e4_conf	LCM_26:e3e4_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e4_cov	LCM_27:e1e2_conf	LCM_27:e1e3_conf	LCM_27:e2e4_conf	LCM_27:e3e4_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000031	+	mutex_exons.59	0	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	355116	355158	354968	355084	355856	355954	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.9	0.0	0.0	0.0	0	0	0	0	nan	141.1	40.2	31.9	152.8	40	39	37	47	0.53	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	1.4	0.0	0.0	15.9	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	39.5	0.0	0.0	32.2	0	0	0	0	nan	50.6	0.0	0.0	44.1	0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000031	+	mutex_exons.60	0	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	354968	355084	355116	355232	355856	355954	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.9	0.0	0.0	0.0	0	0	0	0	nan	141.1	31.9	27.7	152.8	39	40	47	34	0.46	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	1.4	0.0	0.0	15.9	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	39.5	0.0	0.0	32.2	0	0	0	0	nan	50.6	0.0	0.0	44.1	0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000036	-	mutex_exons.63	0	Pocillopora_acuta_HIv2___RNAseq.g31350.t1	801451	801524	802400	802464	802135	802270	802976	803013	0.0	0.0	0.0	0.0	0	0	0	0	nan	127.6	129.8	36.2	105.1	87	0	0	0	0.00	188.7	182.9	0.0	150.1	177	0	0	0	0.00	0.0	0.0	0.0	0.0	0	0	0	0	nan	52.9	56.4	0.0	47.3	59	0	0	0	0.00	68.4	30.4	0.0	0.0	47	0	0	0	0.00	86.8	38.4	32.8	59.7	40	48	0	17	0.62	69.1	75.2	0.0	68.6	68	0	69	0	0.00	260.9	146.8	14.0	134.5	159	0	0	0	0.00	71.6	60.4	0.0	55.7	67	0	0	0	0.00
Pocillopora_acuta_HIv2___Sc0000036	-	mutex_exons.64	2	Pocillopora_acuta_HIv2___RNAseq.g31350.t1	801451	801524	802400	802479	802135	802270	802976	803008	0.0	0.0	0.0	0.0	0	0	0	0	nan	127.6	131.2	36.2	104.6	87	0	105	0	0.00	188.7	177.1	0.0	150.8	177	0	146	0	0.00	0.0	0.0	0.0	0.0	0	0	0	0	nan	52.9	55.5	0.0	47.9	59	0	45	0	0.00	68.4	26.6	0.0	0.0	47	0	0	0	0.00	86.8	37.8	32.8	63.2	40	48	34	17	0.47	69.1	61.2	0.0	69.4	68	0	0	0	0.00	260.9	145.5	14.0	136.3	159	0	135	0	0.00	71.6	59.5	0.0	56.0	67	0	51	0	0.00
Pocillopora_acuta_HIv2___xfSc0000000	+	mutex_exons.65	0	Pocillopora_acuta_HIv2___TS.g24494.t1a	6097371	6097400	6097859	6097921	6097982	6098044	6099259	6099334	102.0	0.0	67.1	11.9	0	92	0	35	1.00	72.5	33.6	19.1	13.8	39	27	20	6	0.36	0.0	1.7	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	2.8	0	0	0	0	nan	73.8	58.7	33.1	7.5	0	0	0	21	1.00	23.8	0.0	20.9	5.9	0	21	0	15	1.00	0.0	0.0	0.0	0.0	0	0	0	0	nan	55.3	12.9	25.7	7.7	16	35	2	17	0.74	0.0	0.0	0.0	0.0	0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000000	-	mutex_exons.67	1	Pocillopora_acuta_HIv2___RNAseq.g23050.t1	6176149	6176304	6176912	6176956	6183316	6183360	6183721	6183833	416.4	339.4	477.3	716.5	336	321	315	451	0.54	469.5	376.2	511.9	888.5	379	371	341	463	0.54	142.2	118.8	129.9	191.5	115	109	118	114	0.49	264.9	217.4	302.4	429.3	215	211	198	274	0.54	130.8	91.3	167.8	203.3	83	96	87	143	0.58	152.4	75.7	131.0	180.9	96	123	65	132	0.61	19.5	12.5	13.4	8.7	20	10	5	12	0.47	49.9	31.8	50.1	84.0	33	33	36	50	0.55	175.0	107.6	174.0	260.7	123	138	95	164	0.58	90.9	78.0	109.5	160.9	71	69	76	106	0.54
Pocillopora_acuta_HIv2___xfSc0000003	+	mutex_exons.76	0	Pocillopora_acuta_HIv2___TS.g18469.t2	2060026	2060068	2073745	2073814	2060245	2060370	2079486	2080782	0.0	63.9	0.0	203.3	0	0	67	0	0.00	85.3	60.4	42.9	121.9	0	16	63	0	0.20	0.0	7.7	0.0	54.1	0	0	11	0	0.00	0.0	102.1	0.0	24.2	0	0	99	0	0.00	48.1	0.0	43.3	36.1	0	37	0	51	1.00	65.7	84.1	0.0	85.4	81	0	77	0	0.00	53.2	72.2	11.6	172.4	19	0	64	0	0.00	0.0	0.0	0.0	81.8	0	0	0	0	nan	42.1	12.4	42.1	36.4	0	0	13	0	0.00	24.3	61.0	0.0	235.7	0	0	79	0	0.00
Pocillopora_acuta_HIv2___xfSc0000013	-	mutex_exons.83	1	Pocillopora_acuta_HIv2___RNAseq.g18333.t1	694154	694397	694961	694993	694842	694902	695836	695958	120.3	0.0	429.8	342.1	0	205	0	401	1.00	193.3	25.6	336.4	350.1	27	339	25	329	0.93	194.6	0.0	392.4	217.0	0	419	0	300	1.00	69.7	0.0	204.0	181.0	0	195	0	207	1.00	63.8	0.0	69.1	69.4	0	68	0	73	1.00	129.9	19.6	274.1	146.7	0	272	0	226	1.00	162.7	0.0	178.3	190.3	0	178	0	198	1.00	65.6	0.0	144.6	115.6	0	127	0	139	1.00	169.3	11.7	162.9	238.7	17	168	8	177	0.93	73.0	21.1	101.3	99.3	0	107	0	57	1.00
Pocillopora_acuta_HIv2___xfSc0000024	-	mutex_exons.86	0	Pocillopora_acuta_HIv2___RNAseq.g20832.t1	2037711	2038108	2039179	2039228	2038598	2038651	2041477	2041641	828.7	283.9	0.0	1044.3	291	0	272	0	0.00	392.9	162.1	0.0	452.1	164	0	163	0	0.00	504.4	69.6	0.0	376.1	75	0	67	0	0.00	761.4	186.2	0.0	697.1	153	0	210	0	0.00	454.9	23.4	48.6	457.3	32	45	18	46	0.65	1161.3	25.2	57.8	686.0	34	71	26	51	0.67	285.4	20.6	0.0	210.0	0	0	0	0	nan	1032.4	277.4	0.0	1022.1	280	0	270	0	0.00	351.1	0.0	19.2	365.5	0	21	0	19	1.00	733.1	36.8	71.0	627.8	51	68	34	62	0.60
Pocillopora_acuta_HIv2___xfSc0000033	+	mutex_exons.89	0	Pocillopora_acuta_HIv2___RNAseq.g24413.t1	772333	772392	772623	772668	778245	778290	778961	778996	275.2	62.7	114.3	100.4	89	135	43	83	0.62	93.7	48.6	7.1	22.3	56	12	27	3	0.15	105.2	70.4	0.0	32.4	97	0	49	0	0.00	48.8	28.3	0.0	15.3	33	0	21	0	0.00	10.4	13.2	2.0	11.4	15	0	11	2	0.07	232.1	74.2	76.2	69.8	95	101	57	43	0.49	0.0	0.0	0.0	0.0	0	0	0	0	nan	294.6	85.3	134.3	120.9	114	155	69	99	0.58	6.5	5.5	0.5	4.4	6	1	5	0	0.08	406.4	122.8	163.8	139.2	126	207	69	98	0.61
Pocillopora_acuta_HIv2___xfSc0000034	+	mutex_exons.90	0	Pocillopora_acuta_HIv2___RNAseq.g14951.t1	78314	78352	78938	79380	86228	86670	87352	87511	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	91.7	17.8	15.2	6.7	32	28	14	16	0.49	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	2.6	21.2	2.0	0	0	0	11	1.00	0.0	0.0	0.0	0.0	0	0	0	0	nan	2.0	3.5	8.3	6.4	1	1	0	19	0.95	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	12.3	34.2	9.0	0	0	12	17	0.59	0.0	0.0	0.0	0.0	0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000034	+	mutex_exons.91	0	Pocillopora_acuta_HIv2___RNAseq.g14951.t1	78938	79380	80063	80222	87352	87511	88391	88564	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	17.8	10.8	6.7	0.0	11	14	0	0	0.56	0.0	0.0	0.0	0.0	0	0	0	0	nan	2.6	0.0	2.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	3.5	13.2	6.4	1.7	9	0	10	0	0.00	0.0	0.0	0.0	0.0	0	0	0	0	nan	12.3	12.1	9.0	31.4	17	12	22	7	0.33	0.0	0.0	0.0	0.0	0	0	0	0	nan
Pocillopora_acuta_HIv2___xfSc0000036	+	mutex_exons.93	2	Pocillopora_acuta_HIv2___RNAseq.g14491.t1a	896187	896292	896774	896822	896658	896720	897329	897480	113.5	99.5	0.0	49.8	102	0	88	0	0.00	109.0	123.1	8.0	59.5	125	9	105	0	0.04	27.3	1.1	0.0	0.0	6	0	0	0	nan	3.0	0.0	0.0	0.0	0	0	0	0	nan	76.6	72.8	0.0	37.0	85	0	60	0	0.00	10.7	0.0	0.0	0.0	0	0	0	0	nan	127.5	82.1	0.0	39.5	103	0	76	0	0.00	4.7	0.4	0.0	0.0	1	0	0	0	nan	202.1	69.2	48.3	30.6	121	33	44	24	0.26	4.7	0.0	0.0	0.0	0	0	0	0	nan
Pocillopora_acuta_HIv2___xpSc0000387	-	mutex_exons.98	0	Pocillopora_acuta_HIv2___TS.g27281.t1	9328255	9328332	9328583	9328711	9329441	9329569	9329969	9330052	0.0	0.0	0.0	0.0	0	0	0	0	nan	16.8	11.2	5.8	34.1	5	2	16	13	0.42	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	0.0	0.0	0.0	0.0	0	0	0	0	nan	16.6	14.2	8.8	45.6	8	7	0	0	0.47	0.0	0.0	0.0	0.0	0	0	0	0	nan	5.8	6.7	10.4	38.2	0	0	12	21	0.64	66.8	51.2	14.4	47.4	26	28	62	0	0.24
