chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000008	+	intron_retention.696	2	Pocillopora_acuta_HIv2___RNAseq.g26124.t1	7167885	7167912	7167913	7168114	7168115	7168270	0.0	0.0	0.0	0	nan	0.0	1.5	18.4	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	40.1	24.4	69.9	20	0.55	0.0	0.0	0.0	0	nan	36.3	35.6	32.5	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	+	intron_retention.698	3	Pocillopora_acuta_HIv2___RNAseq.g26129.t1	7202716	7202808	7202809	7203038	7203039	7203114	0.0	0.0	0.0	0	nan	55.1	0.0	154.9	109	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	11.8	0.1	30.8	19	0.00	20.2	0.0	50.4	41	0.00	12.8	0.0	59.6	36	0.00	104.1	71.4	241.0	134	0.35	58.3	0.0	171.2	134	0.00	5.5	0.0	22.7	13	0.00
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.700	3	Pocillopora_acuta_HIv2___RNAseq.g25685.t2	926327	926446	926447	926533	926534	926648	0.0	0.0	0.0	0	nan	68.5	0.0	35.1	55	0.00	71.6	0.0	110.3	121	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	27.9	29.5	39.9	0	1.00	170.3	0.0	165.5	171	0.00	0.0	0.0	0.0	0	nan	111.3	0.0	99.2	103	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.701	2	Pocillopora_acuta_HIv2___RNAseq.g25755.t1	1841524	1842013	1842014	1843663	1843664	1843806	246.1	5.6	0.0	0	nan	204.9	54.9	96.5	73	0.43	126.3	0.0	18.7	72	0.00	5.8	0.0	0.0	0	nan	96.4	3.8	0.0	0	nan	150.1	14.1	0.0	0	1.00	60.5	0.8	0.0	0	nan	130.6	28.6	0.0	0	1.00	80.2	17.4	23.2	0	1.00	112.3	12.8	0.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.704	3	Pocillopora_acuta_HIv2___RNAseq.g25834.t1	2931886	2931920	2931921	2932121	2932122	2932238	0.0	0.0	0.0	0	nan	45.5	47.1	36.1	0	1.00	167.7	170.7	82.4	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	67.7	45.3	29.9	0	1.00	60.1	0.0	38.0	58	0.00	76.6	0.0	35.9	70	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.705	2	Pocillopora_acuta_HIv2___RNAseq.g25834.t1	2931886	2931943	2931944	2932121	2932122	2932238	0.0	0.0	0.0	0	nan	46.4	47.0	36.1	0	1.00	174.8	168.7	82.4	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	67.1	42.6	29.9	19	0.69	36.3	0.0	38.0	0	nan	46.3	0.0	35.9	0	nan	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.706	3	Pocillopora_acuta_HIv2___RNAseq.g25860.t1	3233620	3233661	3233662	3233949	3233950	3234026	99.0	0.0	106.2	96	0.00	66.9	0.0	60.5	58	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	57.6	0.0	68.8	54	0.00	0.0	0.0	0.0	0	nan	92.0	0.0	86.8	84	0.00	89.6	0.0	52.6	69	0.00	55.1	41.5	56.8	16	0.72	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.708	2	Pocillopora_acuta_HIv2___RNAseq.g26027.t1	6059488	6060017	6060018	6060053	6060054	6060100	282.8	127.8	116.3	0	1.00	579.2	410.1	465.3	0	1.00	264.8	387.0	423.7	0	1.00	487.5	206.2	152.0	0	1.00	1126.7	665.2	743.0	30	0.96	665.4	325.6	411.7	29	0.92	991.4	509.2	634.5	41	0.93	325.3	100.5	94.7	0	1.00	1051.9	597.8	708.1	0	1.00	691.6	456.5	505.8	0	1.00
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.710	2	Pocillopora_acuta_HIv2___RNAseq.g26031.t1a	6106088	6106535	6106536	6107531	6107532	6107953	0.7	0.2	0.0	0	nan	203.6	140.0	167.6	4	0.97	932.6	960.5	898.8	0	1.00	79.7	57.3	53.1	0	1.00	738.9	707.6	796.8	0	1.00	130.2	96.7	49.6	0	1.00	635.8	584.9	717.3	0	1.00	8.5	10.4	21.2	0	1.00	920.5	663.6	756.0	0	1.00	0.7	0.4	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.711	2	Pocillopora_acuta_HIv2___RNAseq.g26031.t1a	6106088	6107905	6107906	6107932	6107933	6107953	0.3	0.0	0.0	0	nan	160.2	194.6	229.9	0	1.00	945.3	730.9	738.7	0	1.00	63.3	0.9	0.0	0	nan	735.5	691.4	773.0	0	1.00	95.3	45.1	53.0	0	1.00	628.0	579.4	608.9	13	0.98	12.7	0.0	0.0	0	nan	747.8	668.2	704.0	0	1.00	0.4	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.712	2	Pocillopora_acuta_HIv2___RNAseq.g26031.t1a	6110573	6110603	6110604	6110653	6110654	6110791	0.0	0.0	0.0	0	nan	278.6	248.4	561.8	0	1.00	724.4	759.7	1901.2	0	1.00	16.0	7.9	0.0	0	nan	908.8	916.7	1226.0	0	1.00	8.6	23.6	99.8	0	1.00	592.8	649.4	1049.8	0	1.00	0.0	0.0	0.0	0	nan	1146.8	1010.5	1524.5	22	0.98	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.713	2	Pocillopora_acuta_HIv2___RNAseq.g26031.t1a	6111015	6111176	6111177	6111320	6111321	6111479	0.0	0.5	0.5	0	nan	606.2	526.2	410.2	0	1.00	1979.5	992.2	392.6	0	1.00	0.6	0.7	0.6	0	nan	1017.1	699.9	558.1	0	1.00	102.0	68.3	66.5	0	1.00	1002.3	760.2	384.1	134	0.85	0.0	0.0	0.0	0	nan	1351.8	835.8	547.2	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.717	2	Pocillopora_acuta_HIv2___RNAseq.g26097.t1	6828158	6828238	6828239	6828328	6828329	6828439	0.0	0.0	0.0	0	nan	237.2	254.3	244.7	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	29.8	38.3	46.8	0	1.00	0.0	0.0	0.0	0	nan	155.0	73.1	118.1	58	0.56	80.3	81.1	86.2	0	1.00	203.0	186.7	186.5	0	1.00	117.8	122.2	69.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000008	-	intron_retention.718	2	Pocillopora_acuta_HIv2___RNAseq.g26106.t1	6935288	6936843	6936844	6937771	6937772	6938058	82.9	462.8	240.9	0	1.00	112.0	270.1	171.8	0	1.00	44.9	5.0	1.3	0	nan	139.2	146.7	0.0	0	1.00	64.7	188.6	16.9	0	1.00	132.4	232.3	30.7	0	1.00	76.3	194.4	71.8	23	0.89	133.9	267.4	7.6	0	1.00	108.3	375.3	238.2	0	1.00	135.9	578.9	183.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.719	3	Pocillopora_acuta_HIv2___RNAseq.g2522.t2	655844	655904	655905	656006	656007	656093	1.0	0.0	1.2	2	nan	24.3	0.0	20.0	21	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	148.8	31.5	155.8	110	0.22	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	58.2	0.0	67.3	65	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.720	3	Pocillopora_acuta_HIv2___RNAseq.g2522.t2	657068	657109	657110	657195	657196	657254	0.0	0.0	0.0	0	nan	18.2	0.0	18.4	16	0.00	45.4	74.2	59.4	0	1.00	0.0	0.0	0.0	0	nan	158.5	91.8	141.2	67	0.58	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	110.7	84.2	87.9	15	0.85	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.721	3	Pocillopora_acuta_HIv2___RNAseq.7857_t	741564	741960	741961	742284	742285	742370	0.0	0.0	0.0	0	nan	8.0	14.5	30.8	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	14.2	35.0	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	89.0	79.6	123.8	53	0.60	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.722	2	Pocillopora_acuta_HIv2___RNAseq.g2565.t1	1173787	1174079	1174080	1174444	1174445	1174949	317.9	361.1	384.3	0	1.00	18.8	24.1	34.5	0	1.00	0.5	0.0	97.7	0	nan	1.5	9.7	271.8	0	nan	0.0	0.1	37.1	0	nan	82.3	222.9	320.2	15	0.94	37.1	64.0	70.3	0	1.00	0.0	23.9	225.6	0	1.00	0.0	0.0	0.6	0	nan	234.4	383.9	369.9	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.724	3	Pocillopora_acuta_HIv2___RNAseq.g2730.t1	3252852	3252862	3252863	3252983	3252984	3253027	114.8	0.1	111.5	118	0.00	26.3	0.0	28.8	27	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	57.8	42.4	73.1	25	0.63	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.725	2	Pocillopora_acuta_HIv2___RNAseq.g2747.t1	3421753	3423053	3423054	3423268	3423269	3423524	13.3	1.1	31.5	0	nan	0.0	21.5	44.0	0	1.00	0.3	15.4	183.2	11	0.58	152.4	29.0	247.7	0	1.00	75.0	98.3	140.6	0	1.00	9.4	6.0	41.8	0	nan	26.4	107.8	201.6	0	1.00	86.2	14.6	43.6	0	1.00	31.7	168.2	212.5	32	0.84	96.9	210.4	141.6	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.726	2	Pocillopora_acuta_HIv2___RNAseq.g2801.t1	3980685	3980787	3980788	3980810	3980811	3980889	6731.8	3377.3	668.2	0	1.00	12543.5	6712.3	1322.6	0	1.00	8890.5	4505.5	925.9	0	1.00	4385.1	2452.0	502.9	0	1.00	9656.8	5845.2	1193.9	0	1.00	7675.7	4579.2	940.3	0	1.00	6246.6	3747.0	795.2	4	1.00	5321.1	3258.3	665.8	0	1.00	11404.4	6452.4	1342.5	0	1.00	7299.0	4193.9	874.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.728	2	Pocillopora_acuta_HIv2___RNAseq.g2816.t1	4166962	4167986	4167987	4168085	4168086	4168268	8.0	87.2	55.2	0	1.00	43.0	73.4	61.3	10	0.88	7.9	1.6	24.4	0	nan	6.0	134.5	94.7	0	1.00	124.1	175.9	155.5	31	0.85	66.1	121.8	80.7	0	1.00	103.3	250.2	158.3	0	1.00	0.1	23.0	11.2	0	1.00	38.4	120.5	68.7	0	1.00	119.8	128.0	152.9	78	0.62
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.729	2	Pocillopora_acuta_HIv2___RNAseq.g2816.t1	4166962	4167988	4167989	4168088	4168089	4168268	8.2	86.3	55.0	0	1.00	43.1	73.2	61.1	12	0.86	8.1	0.2	24.8	55	0.00	6.1	135.4	93.9	0	1.00	124.3	174.8	155.1	32	0.85	66.2	121.6	80.2	18	0.87	103.6	248.5	157.1	28	0.90	0.1	23.5	11.0	0	1.00	38.6	119.7	68.1	8	0.94	119.8	130.0	152.0	36	0.78
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.731	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4372869	4372870	4373392	4373393	4373947	0.0	0.0	0.3	0	nan	453.2	208.9	220.4	125	0.63	1528.1	1003.2	1629.2	137	0.88	154.6	160.6	97.1	0	1.00	1267.5	856.4	840.0	1	1.00	126.1	265.7	296.2	0	1.00	2131.5	1287.3	1699.2	417	0.76	0.5	6.7	14.6	0	nan	2275.8	1471.7	1759.8	280	0.84	0.1	0.0	0.5	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.732	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4372916	4372917	4373392	4373393	4373947	0.0	0.0	0.3	0	nan	442.9	198.2	220.4	0	1.00	1497.7	991.3	1629.2	0	1.00	152.4	164.0	97.1	0	1.00	1264.4	819.9	840.0	0	1.00	131.7	272.0	296.2	0	1.00	2106.4	1236.9	1699.2	0	1.00	0.6	7.2	14.6	0	nan	2240.0	1439.2	1759.8	223	0.87	0.1	0.0	0.5	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.734	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4372945	4372946	4373374	4373375	4373388	0.0	0.0	0.0	0	nan	432.4	193.5	297.8	0	1.00	1462.6	963.8	2103.8	0	1.00	148.5	171.4	143.0	0	1.00	1242.7	786.5	1689.2	0	1.00	131.3	273.3	480.3	0	1.00	2067.0	1194.2	2279.1	0	1.00	0.7	6.3	37.1	0	nan	2192.6	1387.8	3105.7	29	0.98	0.1	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.735	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373206	4373207	4373393	4373394	4373947	0.0	0.0	0.3	0	nan	369.5	178.8	220.0	0	1.00	1281.8	1267.9	1628.2	13	0.99	173.5	78.8	96.9	0	1.00	1095.6	960.1	838.5	0	1.00	176.4	272.5	295.9	0	1.00	1822.0	1288.2	1696.7	0	1.00	0.5	18.0	14.5	0	1.00	1914.9	1796.1	1757.1	68	0.96	0.1	0.0	0.5	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.736	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373235	4373236	4373282	4373283	4373361	0.0	0.0	0.0	0	nan	363.5	97.7	182.4	0	1.00	1271.7	651.4	1422.7	258	0.72	174.9	66.3	12.9	0	1.00	1080.3	435.5	1120.3	0	1.00	178.5	137.0	281.3	0	1.00	1795.9	599.3	1415.3	0	1.00	0.5	4.2	25.6	0	nan	1889.2	869.8	2091.5	0	1.00	0.1	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.737	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373328	4373329	4373374	4373375	4373672	0.0	0.0	0.0	0	nan	341.8	245.5	170.4	0	1.00	1240.7	1808.6	1368.4	0	1.00	162.3	51.9	89.1	0	1.00	1044.5	1453.0	795.1	16	0.99	178.7	387.1	319.0	0	1.00	1713.5	1888.6	1472.7	0	1.00	1.6	31.3	12.5	0	1.00	1836.1	2717.2	1604.2	0	1.00	0.1	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.738	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373345	4373346	4373629	4373630	4373947	0.0	0.0	0.6	0	nan	339.8	190.6	255.1	0	1.00	1246.5	1469.2	1826.6	0	1.00	159.7	100.2	95.7	0	1.00	1048.4	923.9	877.6	0	1.00	181.0	344.0	276.2	0	1.00	1711.9	1603.5	1849.5	38	0.98	2.1	16.0	16.1	0	1.00	1845.9	1816.5	1886.6	63	0.97	0.1	0.0	0.9	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.739	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373361	4373362	4373598	4373599	4373947	0.0	0.0	0.5	0	nan	338.4	193.9	244.6	0	1.00	1255.6	1464.6	1780.3	5	1.00	158.2	114.8	88.1	0	1.00	1054.9	934.2	849.2	0	1.00	184.2	346.4	278.1	5	0.99	1715.2	1621.2	1800.6	0	1.00	2.5	17.0	14.9	0	1.00	1859.3	1816.5	1837.7	0	1.00	0.1	0.0	0.8	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.740	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373368	4373369	4373605	4373606	4373947	0.0	0.0	0.6	0	nan	338.0	189.8	246.8	0	1.00	1260.4	1444.5	1789.8	0	1.00	157.8	112.1	89.7	0	1.00	1058.6	902.8	855.1	0	1.00	186.0	342.3	277.3	0	1.00	1718.2	1595.8	1810.4	19	0.99	2.7	16.1	15.1	0	1.00	1866.9	1768.4	1846.8	0	1.00	0.1	0.0	0.9	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.741	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373388	4373389	4373436	4373437	4373947	0.0	0.0	0.4	0	nan	337.2	324.5	211.3	0	1.00	1275.5	2028.1	1595.5	0	1.00	157.4	191.7	88.7	0	1.00	1069.9	1570.4	777.9	0	1.00	191.3	498.9	278.8	0	1.00	1728.1	2478.0	1630.6	0	1.00	3.3	29.3	13.4	0	1.00	1889.3	2873.6	1665.2	10	1.00	0.1	0.0	0.6	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.742	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4373375	4373392	4373393	4373629	4373630	4373947	0.0	0.0	0.6	0	nan	298.9	173.9	255.1	0	1.00	2105.1	1364.3	1826.6	0	1.00	148.7	98.8	95.7	0	1.00	1685.9	789.5	877.6	0	1.00	485.6	323.1	276.2	0	1.00	2281.1	1497.6	1849.5	0	1.00	36.7	12.5	16.1	0	1.00	3092.2	1589.7	1886.6	253	0.86	0.0	0.0	0.9	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.743	2	Pocillopora_acuta_HIv2___TS.g9513.t1	4372293	4373672	4373673	4373704	4373705	4373947	0.0	1.2	0.6	0	nan	301.6	145.5	297.4	0	1.00	1287.2	1239.6	2035.6	0	1.00	142.8	52.9	116.4	0	1.00	1004.2	531.0	998.3	24	0.96	215.9	164.4	299.7	0	1.00	1667.4	1147.6	2092.7	0	1.00	5.0	12.4	19.0	0	1.00	1815.4	1104.5	2135.6	0	1.00	0.1	0.0	1.2	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.744	2	Pocillopora_acuta_HIv2___TS.g9570.t1	5045608	5045793	5045794	5046151	5046152	5048148	2912.8	904.2	13.1	0	1.00	0.2	0.0	0.0	0	nan	1.4	0.1	0.0	0	nan	1121.0	327.7	11.5	0	1.00	131.6	77.7	1.0	0	1.00	4586.4	1271.0	36.2	0	1.00	234.0	117.2	1.7	0	1.00	1601.9	600.3	6.3	0	1.00	23.0	6.8	0.0	0	nan	3250.8	779.6	26.6	195	0.80
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.745	2	Pocillopora_acuta_HIv2___RNAseq.g2905.t1	5186077	5186121	5186122	5186190	5186191	5186223	23.1	63.3	88.0	0	1.00	13.8	37.8	48.7	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	20.3	71.5	128.8	0	1.00	13.6	38.4	58.3	0	1.00	19.0	73.6	140.5	0	1.00	2.8	26.9	52.8	0	1.00	20.8	52.5	71.5	0	1.00	21.4	41.0	94.4	14	0.75
Pocillopora_acuta_HIv2___Sc0000009	+	intron_retention.746	2	Pocillopora_acuta_HIv2___TS.g9621.t1	5860853	5861163	5861164	5862803	5862804	5863009	50.6	54.6	25.5	0	1.00	7.9	99.3	99.7	0	1.00	154.9	211.8	464.2	0	1.00	0.0	251.0	542.5	0	1.00	85.3	237.2	422.3	0	1.00	0.7	36.2	243.3	0	1.00	43.1	249.3	458.6	11	0.96	0.0	70.2	257.4	0	1.00	68.1	157.4	295.0	0	1.00	11.2	120.2	198.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	-	intron_retention.750	3	Pocillopora_acuta_HIv2___RNAseq.g2607.t1	1607789	1607897	1607898	1607989	1607990	1608151	0.0	0.0	0.0	0	nan	16.2	0.0	22.0	16	0.00	113.4	0.0	133.8	150	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	23.3	29.1	31.5	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	52.2	66.5	70.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	-	intron_retention.751	3	Pocillopora_acuta_HIv2___RNAseq.g2686.t1	2763599	2763678	2763679	2764184	2764185	2764356	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	66.2	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	13.0	0.0	34.3	15	0.00	38.4	40.1	64.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000009	-	intron_retention.752	2	Pocillopora_acuta_HIv2___TS.g9370.t1	2833680	2833947	2833948	2836312	2836313	2836560	426.8	143.2	0.0	0	1.00	193.6	88.6	54.0	25	0.78	33.3	0.2	7.8	37	0.01	173.0	165.1	0.0	0	1.00	44.5	27.3	0.0	0	1.00	672.6	146.2	33.5	10	0.94	9.9	7.6	0.0	0	nan	279.4	130.6	33.4	0	1.00	40.8	43.4	0.2	0	1.00	370.0	336.4	103.9	16	0.95
Pocillopora_acuta_HIv2___Sc0000009	-	intron_retention.763	3	Pocillopora_acuta_HIv2___RNAseq.g2995.t1	6340449	6340544	6340545	6340651	6340652	6340687	0.0	0.0	0.0	0	nan	120.8	0.0	112.8	117	0.00	116.1	0.0	86.6	106	0.00	0.0	0.0	0.0	0	nan	159.3	41.0	132.8	130	0.24	0.0	0.0	0.0	0	nan	97.0	40.2	66.0	53	0.43	0.0	0.0	0.0	0	nan	148.1	16.1	108.3	106	0.13	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	-	intron_retention.764	3	Pocillopora_acuta_HIv2___RNAseq.g3000.t1	6400521	6400549	6400550	6400690	6400691	6400802	41.1	0.0	47.1	48	0.00	125.3	64.1	98.4	62	0.51	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	17.5	0.0	10.8	19	0.00	0.0	0.0	0.0	0	nan	27.2	0.0	17.8	28	0.00	0.0	0.0	0.0	0	nan	17.7	0.0	17.7	16	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.768	2	Pocillopora_acuta_HIv2___RNAseq.g16806.t1	1808023	1810426	1810427	1810636	1810637	1811950	0.0	0.0	0.0	0	nan	1.4	43.3	28.8	0	1.00	0.0	0.0	82.3	0	nan	0.0	0.0	83.4	0	nan	8.7	35.9	70.4	0	1.00	2.8	0.0	32.4	26	0.00	23.4	0.0	9.2	0	nan	0.0	0.0	0.0	0	nan	6.7	0.0	0.2	0	nan	9.6	0.0	0.2	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.769	2	Pocillopora_acuta_HIv2___TS.g17199.t1	1908985	1909062	1909063	1910339	1910340	1911044	191.2	108.1	200.3	0	1.00	30.6	11.6	0.0	0	1.00	0.0	7.4	26.1	0	nan	1.6	102.8	30.4	0	1.00	0.0	4.7	9.5	0	nan	14.6	93.0	43.8	0	1.00	76.9	26.5	25.6	0	1.00	34.7	43.0	73.8	0	1.00	58.2	104.4	92.5	0	1.00	184.9	115.8	149.4	3	0.97
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.770	2	Pocillopora_acuta_HIv2___TS.g17199.t1	1908985	1909426	1909427	1910403	1910404	1911044	186.1	72.3	220.3	0	1.00	31.8	3.2	0.0	0	nan	0.0	9.6	28.7	0	nan	2.9	145.4	14.9	0	1.00	0.6	5.9	10.5	0	nan	104.9	80.2	40.7	0	1.00	72.0	8.2	28.1	0	nan	102.4	14.9	77.7	34	0.30	97.4	107.8	85.4	0	1.00	207.0	80.9	151.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.771	2	Pocillopora_acuta_HIv2___RNAseq.g16838.t1	2092969	2093190	2093191	2093214	2093215	2094206	8.0	0.0	0.0	0	nan	38.9	55.8	38.2	0	1.00	0.0	0.0	20.8	0	nan	0.6	0.0	0.0	0	nan	89.9	34.5	104.4	144	0.19	4.5	0.0	1.8	7	nan	37.6	17.5	15.8	62	0.22	3.8	1.2	1.7	0	nan	104.5	47.3	46.4	111	0.30	0.0	0.3	0.2	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.778	3	Pocillopora_acuta_HIv2___RNAseq.g16994.t1	3828660	3828731	3828732	3828832	3828833	3828888	86.5	0.0	76.7	87	0.00	59.1	0.0	63.9	64	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	15.1	0	nan	97.9	0.0	96.7	98	0.00	91.3	78.9	57.2	0	1.00	71.6	101.9	52.8	0	1.00	0.0	0.0	0.0	0	nan	80.2	47.6	90.4	48	0.50	97.5	72.7	106.4	41	0.64
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.779	2	Pocillopora_acuta_HIv2___RNAseq.g16994.t1	3835011	3835068	3835069	3835167	3835168	3835268	187.6	71.5	91.3	0	1.00	52.2	8.1	21.0	27	0.23	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	65.5	87.6	96.7	0	1.00	49.8	0.0	0.0	0	nan	25.5	0.1	0.0	0	nan	0.0	0.0	0.0	0	nan	5.3	0.0	1.6	4	nan	119.2	130.2	89.4	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	intron_retention.781	3	Pocillopora_acuta_HIv2___TS.g17421.t1	4089123	4089186	4089187	4089383	4089384	4089462	0.0	0.0	0.0	0	nan	57.7	36.3	76.0	50	0.42	0.0	0.0	11.8	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	40.7	0.1	61.7	49	0.00	162.0	54.4	102.8	94	0.37	131.8	0.0	100.8	117	0.00	69.4	0.0	68.6	70	0.00
