"","gene_id_spA","cluster","source_sp","protein_id_spA","Standardized_Name_spA","protein_id_spB"
"796","LOC113681285","Cluster0","Pdam","XP_027054166.1","epidermis","Pocillopora_acuta_HIv2___TS.g11587.t1a"
"797","LOC113681285","Cluster0","Pdam","XP_027054166.1","epidermis","Porites_compressa_HIv1___RNAseq.g16024.t1"
"798","LOC113672233","Cluster0","Pdam","XP_027044322.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g19090.t1"
"799","LOC113672233","Cluster0","Pdam","XP_027044322.1","epidermis","evm.model.Ap6.1330"
"800","LOC113665435","Cluster0","Pdam","XP_027036920.1","epidermis","XP_057290104.1"
"801","LOC113665435","Cluster0","Pdam","XP_027036920.1","epidermis","QW917_013182"
"802","LOC113665435","Cluster0","Pdam","XP_027036920.1","epidermis","Porites_compressa_HIv1___TS.g22412.t1"
"803","LOC113665435","Cluster0","Pdam","XP_027036920.1","epidermis","XP_022778500.1"
"804","LOC113665435","Cluster0","Pdam","XP_027036920.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g7588.t2"
"805","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","XP_022782041.1"
"806","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","Porites_compressa_HIv1___RNAseq.g8653.t1"
"807","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","XP_057307533.1"
"808","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g11543.t1"
"809","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","QW917_005298"
"810","LOC113682139","Cluster0","Pdam","XP_027055094.1","epidermis","evm.model.Ap6.3232"
"811","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","Porites_compressa_HIv1___TS.g34764.t1"
"812","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","XP_022778233.1"
"813","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","XP_022804248.1"
"814","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","XP_022798553.1"
"815","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","QW917_036331"
"816","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap7.2927"
"817","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","QW917_016859"
"818","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap7.2921"
"819","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap8.2731"
"820","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap7.2925"
"821","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","QW917_036332"
"822","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap7.2935"
"823","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap7.2926"
"824","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","evm.model.Ap8.1373"
"825","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","Porites_compressa_HIv1___RNAseq.g21513.t1"
"826","LOC113678314","Cluster0","Pdam","XP_027051006.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g26160.t1"
"827","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","QW917_020636"
"828","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","Porites_compressa_HIv1___RNAseq.g27869.t1"
"829","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27972.t1"
"830","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g4949.t2"
"831","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g754.t1"
"832","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","evm.model.Ap5.1111"
"833","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","XP_022785726.1"
"834","LOC113680360","Cluster0","Pdam","XP_027053184.1","epidermis","XP_022785727.1"
"835","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","XP_057312610.1"
"836","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","evm.model.Ap7.1372"
"837","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","Porites_compressa_HIv1___TS.g5969.t1"
"838","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","XP_022806054.1"
"839","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","XP_022806060.1"
"840","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","QW917_021225"
"841","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","evm.model.Ap5.1352.1.5f15e50d"
"842","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","evm.model.Ap5.1352"
"843","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27673.t1"
"844","LOC113664562","Cluster0","Pdam","XP_027035981.1","epidermis","Porites_compressa_HIv1___TS.g637.t1"
"845","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","XP_057312610.1"
"846","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","evm.model.Ap7.1372"
"847","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","Porites_compressa_HIv1___TS.g5969.t1"
"848","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","XP_022806054.1"
"849","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","XP_022806060.1"
"850","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","QW917_021225"
"851","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","evm.model.Ap5.1352.1.5f15e50d"
"852","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","evm.model.Ap5.1352"
"853","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27673.t1"
"854","LOC113664562","Cluster0","Pdam","XP_027035980.1","epidermis","Porites_compressa_HIv1___TS.g637.t1"
"855","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","XP_057312610.1"
"856","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","evm.model.Ap7.1372"
"857","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","Porites_compressa_HIv1___TS.g5969.t1"
"858","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","XP_022806054.1"
"859","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","XP_022806060.1"
"860","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","QW917_021225"
"861","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","evm.model.Ap5.1352.1.5f15e50d"
"862","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","evm.model.Ap5.1352"
"863","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27673.t1"
"864","LOC113664562","Cluster0","Pdam","XP_027035978.1","epidermis","Porites_compressa_HIv1___TS.g637.t1"
"865","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","XP_057312610.1"
"866","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","evm.model.Ap7.1372"
"867","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","Porites_compressa_HIv1___TS.g5969.t1"
"868","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","XP_022806054.1"
"869","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","XP_022806060.1"
"870","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","QW917_021225"
"871","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","evm.model.Ap5.1352.1.5f15e50d"
"872","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","evm.model.Ap5.1352"
"873","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27673.t1"
"874","LOC113664562","Cluster0","Pdam","XP_027035979.1","epidermis","Porites_compressa_HIv1___TS.g637.t1"
"875","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","XP_022792157.1"
"876","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","evm.model.Ap5.17"
"877","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","Porites_compressa_HIv1___RNAseq.g4168.t1"
"878","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","XP_057313515.1"
"879","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g28107.t1"
"880","LOC113684021","Cluster0","Pdam","XP_027057157.1","epidermis","QW917_019284"
"881","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","Porites_compressa_HIv1___RNAseq.g30507.t1"
"882","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","XP_057297190.1"
"883","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g21528.t1"
"884","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","XP_022797366.1"
"885","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","XP_022797367.1"
"886","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","QW917_032664"
"887","LOC113686641","Cluster0","Pdam","XP_027060089.1","epidermis","evm.model.Ap10.212"
"888","LOC113665005","Cluster0","Pdam","XP_027036456.1","epidermis","XP_022788937.1"
"889","LOC113665005","Cluster0","Pdam","XP_027036456.1","epidermis","Porites_compressa_HIv1___RNAseq.g11629.t1"
"890","LOC113665005","Cluster0","Pdam","XP_027036456.1","epidermis","XP_057314017.1"
"891","LOC113665005","Cluster0","Pdam","XP_027036456.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g2516.t1"
"892","LOC113665005","Cluster0","Pdam","XP_027036456.1","epidermis","QW917_011241"
"893","LOC113676738","Cluster0","Pdam","XP_027049239.1","epidermis","Porites_compressa_HIv1___RNAseq.g9051.t1"
"894","LOC113676738","Cluster0","Pdam","XP_027049239.1","epidermis","evm.model.Ap8.1471"
"895","LOC113676738","Cluster0","Pdam","XP_027049239.1","epidermis","QW917_018620"
"896","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","XP_057291178.1"
"897","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","QW917_026396"
"898","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","QW917_026394"
"899","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","Porites_compressa_HIv1___RNAseq.g18015.t1"
"900","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","Pocillopora_acuta_HIv2___TS.g17823.t1"
"901","LOC113669143","Cluster0","Pdam","XP_027040950.1","epidermis","XP_022791093.1"
"902","LOC113677377","Cluster0","Pdam","XP_027049997.1","epidermis","evm.model.Ap9.2598"
"903","LOC113677377","Cluster0","Pdam","XP_027049997.1","epidermis","Porites_compressa_HIv1___RNAseq.g9651.t1"
"904","LOC113677377","Cluster0","Pdam","XP_027049997.1","epidermis","XP_022785111.1"
"905","LOC113677377","Cluster0","Pdam","XP_027049997.1","epidermis","QW917_010126"
"906","LOC113677377","Cluster0","Pdam","XP_027049997.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27084.t1c"
"907","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g30194.t1"
"908","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","XP_022800695.1"
"909","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","evm.model.Ap5.203"
"910","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","QW917_019611"
"911","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","Porites_compressa_HIv1___RNAseq.g22077.t1"
"912","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","XP_057312504.1"
"913","LOC113678126","Cluster0","Pdam","XP_027050795.1","epidermis","XP_057312505.1"
"914","LOC113674200","Cluster0","Pdam","XP_027046474.1","epidermis","XP_022788423.1"
"915","LOC113674200","Cluster0","Pdam","XP_027046474.1","epidermis","XP_022788422.1"
"916","LOC113674200","Cluster0","Pdam","XP_027046474.1","epidermis","Porites_compressa_HIv1___TS.g25072.t1"
"917","LOC113674200","Cluster0","Pdam","XP_027046474.1","epidermis","Porites_compressa_HIv1___RNAseq.g20304.t1"
"918","LOC113674200","Cluster0","Pdam","XP_027046474.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g20678.t1b"
"919","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007875"
"920","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007872"
"921","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","evm.model.Ap13.228"
"922","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007879"
"923","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007874"
"924","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007878"
"925","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","QW917_007876"
"926","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g14231.t1"
"927","LOC113674178","Cluster0","Pdam","XP_027046451.1","epidermis","XP_022798607.1"
"928","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007875"
"929","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007872"
"930","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","evm.model.Ap13.228"
"931","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007879"
"932","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007874"
"933","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007878"
"934","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","QW917_007876"
"935","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g14231.t1"
"936","LOC113674178","Cluster0","Pdam","XP_027046450.1","epidermis","XP_022798607.1"
"937","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","QW917_031564"
"938","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g41397.t1"
"939","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g22948.t1"
"940","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g2478.t1"
"941","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___TS.g28901.t1"
"942","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g2480.t1"
"943","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g22950.t1"
"944","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Porites_compressa_HIv1___RNAseq.g41387.t1"
"945","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g4371.t1"
"946","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","XP_022794656.1"
"947","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","XP_022794652.1"
"948","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","XP_022794653.1"
"949","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","QW917_031566"
"950","LOC113668824","Cluster0","Pdam","XP_027040580.1","epidermis","XP_022794666.1"
"951","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_057311870.1"
"952","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_057311871.1"
"953","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_057311874.1"
"954","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_057311873.1"
"955","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_057311872.1"
"956","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","XP_022780268.1"
"957","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","QW917_014545"
"958","LOC113680444","Cluster0","Pdam","XP_027053283.1","epidermis","evm.model.Ap12.507"
"959","LOC113670835","Cluster0","Pdam","XP_027042821.1","epidermis","XP_022783537.1"
"960","LOC113670835","Cluster0","Pdam","XP_027042821.1","epidermis","Porites_compressa_HIv1___RNAseq.g21622.t1a"
"961","LOC113670835","Cluster0","Pdam","XP_027042821.1","epidermis","XP_057307041.1"
"962","LOC113670835","Cluster0","Pdam","XP_027042821.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.12371_t"
"963","LOC113670835","Cluster0","Pdam","XP_027042821.1","epidermis","QW917_002823"
"964","LOC113673415","Cluster0","Pdam","XP_027045613.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g28253.t1"
"965","LOC113673415","Cluster0","Pdam","XP_027045613.1","epidermis","XP_022786526.1"
"966","LOC113673415","Cluster0","Pdam","XP_027045613.1","epidermis","XP_022786527.1"
"967","LOC113673415","Cluster0","Pdam","XP_027045613.1","epidermis","QW917_002182"
"968","LOC113673415","Cluster0","Pdam","XP_027045613.1","epidermis","Porites_compressa_HIv1___RNAseq.g18238.t1"
"969","LOC113673415","Cluster0","Pdam","XP_027045612.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g28253.t1"
"970","LOC113673415","Cluster0","Pdam","XP_027045612.1","epidermis","XP_022786526.1"
"971","LOC113673415","Cluster0","Pdam","XP_027045612.1","epidermis","XP_022786527.1"
"972","LOC113673415","Cluster0","Pdam","XP_027045612.1","epidermis","QW917_002182"
"973","LOC113673415","Cluster0","Pdam","XP_027045612.1","epidermis","Porites_compressa_HIv1___RNAseq.g18238.t1"
"974","LOC113671467","Cluster0","Pdam","XP_027043473.1","epidermis","XP_057311024.1"
"975","LOC113671467","Cluster0","Pdam","XP_027043473.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g15148.t1"
"976","LOC113671467","Cluster0","Pdam","XP_027043473.1","epidermis","XP_022799145.1"
"977","LOC113671467","Cluster0","Pdam","XP_027043473.1","epidermis","QW917_014631"
"978","LOC113671467","Cluster0","Pdam","XP_027043473.1","epidermis","Porites_compressa_HIv1___RNAseq.g1201.t1"
"979","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022783685.1"
"980","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022806321.1"
"981","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_057299482.1"
"982","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022806369.1"
"983","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022778997.1"
"984","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022791551.1"
"985","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022806357.1"
"986","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_057299483.1"
"987","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_057310011.1"
"988","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_057308123.1"
"989","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","XP_022808808.1"
"990","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","evm.model.Ap6.2156"
"991","LOC113668278","Cluster0","Pdam","XP_027039964.1","epidermis","Porites_compressa_HIv1___RNAseq.g33390.t1"
"992","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","XP_022786219.1"
"993","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","XP_022786220.1"
"994","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","Porites_compressa_HIv1___RNAseq.g29593.t1"
"995","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","evm.model.Ap13.1632"
"996","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","QW917_006921"
"997","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","XP_057302104.1"
"998","LOC113685384","Cluster0","Pdam","XP_027058693.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g14345.t2a"
"999","LOC113671010","Cluster0","Pdam","XP_027043019.1","epidermis","QW917_029427"
"1000","LOC113671010","Cluster0","Pdam","XP_027043019.1","epidermis","Porites_compressa_HIv1___RNAseq.g24418.t1"
"1001","LOC113671010","Cluster0","Pdam","XP_027043019.1","epidermis","XP_057308555.1"
"1002","LOC113671010","Cluster0","Pdam","XP_027043019.1","epidermis","Pocillopora_acuta_HIv2___TS.g23121.t2"
"1003","LOC113671010","Cluster0","Pdam","XP_027043019.1","epidermis","XP_022787104.1"
"1004","LOC113676705","Cluster0","Pdam","XP_027049192.1","epidermis","XP_022792098.1"
"1005","LOC113676705","Cluster0","Pdam","XP_027049192.1","epidermis","Porites_compressa_HIv1___RNAseq.g10722.t1"
"1006","LOC113676705","Cluster0","Pdam","XP_027049192.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g26345.t1"
"1007","LOC113676705","Cluster0","Pdam","XP_027049192.1","epidermis","QW917_023014"
"1008","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27213.t1"
"1009","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","XP_022784558.1"
"1010","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","XP_022784559.1"
"1011","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","QW917_032030"
"1012","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","Porites_compressa_HIv1___RNAseq.g6323.t1"
"1013","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","XP_057311915.1"
"1014","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","XP_057290446.1"
"1015","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","XP_057290447.1"
"1016","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","QW917_029961"
"1017","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","Porites_compressa_HIv1___RNAseq.g37568.t1"
"1018","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","XP_022790580.1"
"1019","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","Pocillopora_acuta_HIv2___TS.g15348.t1"
"1020","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","XP_057297827.1"
"1021","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","XP_057297828.1"
"1022","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","XP_057297829.1"
"1023","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","XP_022790103.1"
"1024","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","Porites_compressa_HIv1___RNAseq.g13419.t2"
"1025","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","QW917_011527"
"1026","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","QW917_011527"
"1027","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","QW917_011527"
"1028","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g2804.t1"
"1029","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g2807.t2"
"1030","LOC113683647","Cluster0","Pdam","XP_027056701.1","epidermis","QW917_013838"
"1031","LOC113683647","Cluster0","Pdam","XP_027056701.1","epidermis","evm.model.Ap12.1335"
"1032","LOC113683647","Cluster0","Pdam","XP_027056701.1","epidermis","XP_022782393.1"
"1033","LOC113683647","Cluster0","Pdam","XP_027056701.1","epidermis","Porites_compressa_HIv1___RNAseq.g36871.t1"
"1034","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","XP_057303984.1"
"1035","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","QW917_033534"
"1036","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","Porites_compressa_HIv1___RNAseq.g38747.t1"
"1037","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g15584.t1"
"1038","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","XP_022800238.1"
"1039","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","XP_022800239.1"
"1040","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_057306156.1"
"1041","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_057306157.1"
"1042","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_057306152.1"
"1043","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_057306153.1"
"1044","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g11550.t1"
"1045","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_022781886.1"
"1046","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","XP_022781894.1"
"1047","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","QW917_005296"
"1048","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","evm.model.Ap6.3229"
"1049","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","Porites_compressa_HIv1___TS.g29980.t1a"
"1050","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057315961.1"
"1051","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057315962.1"
"1052","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057290281.1"
"1053","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057317449.1"
"1054","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057315960.1"
"1055","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057289364.1"
"1056","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_057289365.1"
"1057","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_022786481.1"
"1058","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","XP_022786480.1"
"1059","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","QW917_034286"
"1060","LOC113681689","Cluster0","Pdam","XP_027054601.1","epidermis","Porites_compressa_HIv1___RNAseq.g25677.t1"
"1061","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","XP_022793420.1"
"1062","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","XP_022793421.1"
"1063","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","XP_022793422.1"
"1064","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","Porites_compressa_HIv1___RNAseq.g10334.t1"
"1065","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g16715.t1"
"1066","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","QW917_023314"
"1067","LOC113675085","Cluster1","Pdam","XP_027047420.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30053.t1"
"1068","LOC113675085","Cluster1","Pdam","XP_027047420.1","gastrodermis","XP_022785952.1"
"1069","LOC113675085","Cluster1","Pdam","XP_027047420.1","gastrodermis","QW917_019787"
