"","gene_id_spA","cluster","source_sp","protein_id_spA","Standardized_Name_spA","protein_id_spB"
"671","LOC113671484","Cluster2","Pdam","XP_027043497.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9589.t2"
"672","LOC113671484","Cluster2","Pdam","XP_027043498.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9589.t2"
"673","LOC113671484","Cluster2","Pdam","XP_027043499.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9589.t2"
"674","LOC113668934","Cluster2","Pdam","XP_027040713.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9188.t1"
"675","LOC113674958","Cluster2","Pdam","XP_027047255.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g2275.t1"
"676","LOC113681267","Cluster2","Pdam","XP_027054149.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16728.t1"
"677","LOC113669115","Cluster2","Pdam","XP_027040911.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.16666_t"
"678","LOC113671945","Cluster2","Pdam","XP_027044015.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g27338.t1"
"679","LOC113681951","Cluster2","Pdam","XP_027054895.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3080.t1"
"680","LOC113670738","Cluster2","Pdam","XP_027042722.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g11181.t1"
"681","LOC113670738","Cluster2","Pdam","XP_027042720.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g11181.t1"
"682","LOC113670738","Cluster2","Pdam","XP_027042721.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g11181.t1"
"683","LOC113671841","Cluster2","Pdam","XP_027043901.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11843.t1"
"684","LOC113665020","Cluster2","Pdam","XP_027036474.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g2330.t1c"
"685","LOC113670838","Cluster2","Pdam","XP_027042825.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g26750.t1a"
"686","LOC113671272","Cluster2","Pdam","XP_027043281.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g6432.t1"
"687","LOC113671272","Cluster2","Pdam","XP_027043279.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g6432.t1"
"688","LOC113671272","Cluster2","Pdam","XP_027043280.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g6432.t1"
"689","LOC113682771","Cluster2","Pdam","XP_027055760.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g15494.t1"
"690","LOC113674641","Cluster2","Pdam","XP_027046930.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g20662.t1"
"691","LOC113683251","Cluster2","Pdam","XP_027056274.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g27218.t1"
"692","LOC113667507","Cluster2","Pdam","XP_027039129.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5059.t1"
"693","LOC113685463","Cluster2","Pdam","XP_027058777.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21938.t1"
"694","LOC113673068","Cluster2","Pdam","XP_027045224.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5900.t1"
"695","LOC113681851","Cluster2","Pdam","XP_027054776.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3709.t1"
"696","LOC113681851","Cluster2","Pdam","XP_027054774.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3709.t1"
"697","LOC113681851","Cluster2","Pdam","XP_027054775.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3709.t1"
"698","LOC113681851","Cluster2","Pdam","XP_027054777.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3709.t1"
"699","LOC113681851","Cluster2","Pdam","XP_027054778.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3709.t1"
"700","LOC113683815","Cluster2","Pdam","XP_027056894.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28054.t1"
"701","LOC113679514","Cluster2","Pdam","XP_027052286.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g19793.t1"
"702","LOC113670201","Cluster2","Pdam","XP_027042100.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28855.t1"
"703","LOC113678365","Cluster2","Pdam","XP_027051049.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.30017_t"
"704","LOC113672131","Cluster2","Pdam","XP_027044213.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g14033.t2c"
"705","LOC113672131","Cluster2","Pdam","XP_027044212.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g14033.t2c"
"706","LOC113681651","Cluster2","Pdam","XP_027054560.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g28915.t1"
"707","LOC113671074","Cluster2","Pdam","XP_027043092.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"708","LOC113671074","Cluster2","Pdam","XP_027043088.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"709","LOC113671074","Cluster2","Pdam","XP_027043085.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"710","LOC113671074","Cluster2","Pdam","XP_027043091.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"711","LOC113671074","Cluster2","Pdam","XP_027043089.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"712","LOC113671074","Cluster2","Pdam","XP_027043086.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"713","LOC113671074","Cluster2","Pdam","XP_027043090.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g4179.t1"
"714","LOC113666882","Cluster2","Pdam","XP_027038483.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25701.t1"
"715","LOC113666882","Cluster2","Pdam","XP_027038481.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25701.t1"
"716","LOC113666882","Cluster2","Pdam","XP_027038480.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25701.t1"
"717","LOC113671283","Cluster2","Pdam","XP_027043294.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7805.t1"
"718","LOC113666763","Cluster2","Pdam","XP_027038352.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g1026.t1"
"719","LOC113668655","Cluster2","Pdam","XP_027040396.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9334.t1"
"720","LOC113668655","Cluster2","Pdam","XP_027040397.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9334.t1"
"721","LOC113674417","Cluster2","Pdam","XP_027046694.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g24761.t1"
"722","LOC113674417","Cluster2","Pdam","XP_027046695.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g24761.t1"
"723","LOC113674417","Cluster2","Pdam","XP_027046696.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g24761.t1"
"724","LOC113674417","Cluster2","Pdam","XP_027046697.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g24761.t1"
"725","LOC113667543","Cluster2","Pdam","XP_027039187.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5039.t1"
"726","LOC113667543","Cluster2","Pdam","XP_027039188.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5039.t1"
"727","LOC113675900","Cluster2","Pdam","XP_027048307.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g26232.t1"
"728","LOC113665905","Cluster2","Pdam","XP_027037436.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8026.t1"
"729","LOC113681878","Cluster2","Pdam","XP_027054807.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g3726.t1a"
"730","LOC113685630","Cluster2","Pdam","XP_027058960.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7085.t1"
"731","LOC113668613","Cluster2","Pdam","XP_027040353.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11698.t1"
"732","LOC113672543","Cluster2","Pdam","XP_027044641.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28345.t1b"
"733","LOC113672543","Cluster2","Pdam","XP_027044643.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28345.t1b"
"734","LOC113672543","Cluster2","Pdam","XP_027044640.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28345.t1b"
"735","LOC113672543","Cluster2","Pdam","XP_027044639.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28345.t1b"
"736","LOC113664527","Cluster2","Pdam","XP_027035935.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g26859.t1"
"737","LOC113664527","Cluster2","Pdam","XP_027035936.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g26859.t1"
"738","LOC113684499","Cluster2","Pdam","XP_027057677.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11076.t1"
"739","LOC113684499","Cluster2","Pdam","XP_027057675.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11076.t1"
"740","LOC113672664","Cluster2","Pdam","XP_027044790.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8146.t1"
"741","LOC113669139","Cluster2","Pdam","XP_027040943.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g18013.t1"
"742","LOC113680377","Cluster2","Pdam","XP_027053201.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g27945.t1"
"743","LOC113673069","Cluster2","Pdam","XP_027045226.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5896.t1"
"744","LOC113666489","Cluster2","Pdam","XP_027038081.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g23064.t1"
"745","LOC113668054","Cluster2","Pdam","XP_027039740.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21859.t1"
"746","LOC113684555","Cluster2","Pdam","XP_027057755.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g16420.t1"
"747","LOC113667073","Cluster2","Pdam","XP_027038674.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"748","LOC113667073","Cluster2","Pdam","XP_027038675.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"749","LOC113667073","Cluster2","Pdam","XP_027038673.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"750","LOC113667073","Cluster2","Pdam","XP_027038677.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"751","LOC113667073","Cluster2","Pdam","XP_027038678.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"752","LOC113667073","Cluster2","Pdam","XP_027038676.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"753","LOC113667073","Cluster2","Pdam","XP_027038672.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8264.t1"
"754","LOC113685906","Cluster2","Pdam","XP_027059289.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g17071.t1"
"755","LOC113674634","Cluster2","Pdam","XP_027046922.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g20655.t1"
"756","LOC113674634","Cluster2","Pdam","XP_027046921.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g20655.t1"
"757","LOC113677364","Cluster2","Pdam","XP_027049984.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g472.t1"
"758","LOC113677364","Cluster2","Pdam","XP_027049984.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.17575_t"
"759","LOC113680784","Cluster2","Pdam","XP_027053636.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g9768.t1"
"760","LOC113683410","Cluster2","Pdam","XP_027056457.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12950.t1b"
"761","LOC113683410","Cluster2","Pdam","XP_027056456.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12950.t1b"
"762","LOC113683410","Cluster2","Pdam","XP_027056455.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12950.t1b"
"763","LOC113673341","Cluster2","Pdam","XP_027045540.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7127.t1"
"764","LOC113666778","Cluster2","Pdam","XP_027038371.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11781.t1"
"765","LOC113669185","Cluster2","Pdam","XP_027040990.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g18117.t1"
"766","LOC113676785","Cluster2","Pdam","XP_027049296.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g775.t1"
"767","LOC113675593","Cluster2","Pdam","XP_027047984.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12799.t1"
"768","LOC113675593","Cluster2","Pdam","XP_027047983.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12799.t1"
"769","LOC113678862","Cluster2","Pdam","XP_027051580.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11633.t1"
"770","LOC113678862","Cluster2","Pdam","XP_027051579.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11633.t1"
"771","LOC113665173","Cluster2","Pdam","XP_027036632.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16289.t1"
"772","LOC113665173","Cluster2","Pdam","XP_027036631.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16289.t1"
"773","LOC113686616","Cluster2","Pdam","XP_027060056.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g2442.t1"
"774","LOC113686616","Cluster2","Pdam","XP_027060055.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g2442.t1"
"775","LOC113686616","Cluster2","Pdam","XP_027060053.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g2442.t1"
"776","LOC113686616","Cluster2","Pdam","XP_027060054.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g2442.t1"
"777","LOC113676655","Cluster2","Pdam","XP_027049135.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21204.t1"
"778","LOC113676655","Cluster2","Pdam","XP_027049136.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21204.t1"
"779","LOC113676655","Cluster2","Pdam","XP_027049138.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21204.t1"
"780","LOC113676655","Cluster2","Pdam","XP_027049137.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g21204.t1"
"781","LOC113673332","Cluster2","Pdam","XP_027045526.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7133.t1"
"782","LOC113673332","Cluster2","Pdam","XP_027045525.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7133.t1"
"783","LOC113669000","Cluster2","Pdam","XP_027040790.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g10435.t2"
"784","LOC113685665","Cluster2","Pdam","XP_027058998.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11951.t1"
"785","LOC113675611","Cluster2","Pdam","XP_027048005.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"786","LOC113675611","Cluster2","Pdam","XP_027048008.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"787","LOC113675611","Cluster2","Pdam","XP_027048004.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"788","LOC113675611","Cluster2","Pdam","XP_027048009.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"789","LOC113675611","Cluster2","Pdam","XP_027048010.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"790","LOC113675611","Cluster2","Pdam","XP_027048007.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"791","LOC113675611","Cluster2","Pdam","XP_027048006.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5286.t1"
"792","LOC113685997","Cluster2","Pdam","XP_027059394.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g18210.t1"
"793","LOC113685997","Cluster2","Pdam","XP_027059393.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g18210.t1"
"794","LOC113676646","Cluster2","Pdam","XP_027049128.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.13956_t"
"795","LOC113670382","Cluster2","Pdam","XP_027042325.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g26744.t1"
"796","LOC113671870","Cluster2","Pdam","XP_027043927.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g20912.t1a"
"797","LOC113673825","Cluster2","Pdam","XP_027046075.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g6945.t1"
"798","LOC113686661","Cluster2","Pdam","XP_027060109.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8902.t1"
"799","LOC113684496","Cluster2","Pdam","XP_027057676.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g17570.t1b"
"800","LOC113679225","Cluster2","Pdam","XP_027051977.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8106.t2"
"801","LOC113679225","Cluster2","Pdam","XP_027051979.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8106.t2"
"802","LOC113679225","Cluster2","Pdam","XP_027051978.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8106.t2"
"803","LOC113666499","Cluster2","Pdam","XP_027038121.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g10324.t1"
"804","LOC113682564","Cluster2","Pdam","XP_027055527.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g19233.t1"
"805","LOC113682564","Cluster2","Pdam","XP_027055526.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g19233.t1"
"806","LOC113664245","Cluster2","Pdam","XP_027035643.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g30596.t1"
"807","LOC113680135","Cluster2","Pdam","XP_027052930.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g26418.t1"
"808","LOC113680135","Cluster2","Pdam","XP_027052929.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g26418.t1"
"809","LOC113681028","Cluster2","Pdam","XP_027053887.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16131.t1"
"810","LOC113679370","Cluster2","Pdam","XP_027052122.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g14651.t1"
"811","LOC113672150","Cluster2","Pdam","XP_027044231.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.20930_t"
"812","LOC113672150","Cluster2","Pdam","XP_027044230.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.20930_t"
"813","LOC113672150","Cluster2","Pdam","XP_027044232.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.20930_t"
"814","LOC113681495","Cluster2","Pdam","XP_027054388.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25237.t1"
"815","LOC113681495","Cluster2","Pdam","XP_027054387.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25237.t1"
"816","LOC113679221","Cluster2","Pdam","XP_027051974.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8111.t1"
"817","LOC113673442","Cluster2","Pdam","XP_027045660.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g28292.t1"
"818","LOC113669890","Cluster2","Pdam","XP_027041782.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25903.t1"
"819","LOC113669890","Cluster2","Pdam","XP_027041781.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25903.t1"
"820","LOC113669890","Cluster2","Pdam","XP_027041780.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25903.t1"
"821","LOC113669890","Cluster2","Pdam","XP_027041779.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25903.t1"
"822","LOC113670502","Cluster2","Pdam","XP_027042459.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g4677.t1"
"823","LOC113667065","Cluster2","Pdam","XP_027038664.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g5149.t1"
"824","LOC113678916","Cluster2","Pdam","XP_027051634.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11610.t1"
"825","LOC113678373","Cluster2","Pdam","XP_027051056.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g13206.t1"
"826","LOC113670112","Cluster2","Pdam","XP_027042009.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g7207.t2"
"827","LOC113684749","Cluster2","Pdam","XP_027057943.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g22412.t2"
"828","LOC113684749","Cluster2","Pdam","XP_027057944.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g22412.t2"
"829","LOC113671717","Cluster2","Pdam","XP_027043767.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12302.t1"
"830","LOC113681521","Cluster2","Pdam","XP_027054419.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16944.t1"
"831","LOC113681521","Cluster2","Pdam","XP_027054418.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g16944.t1"
"832","LOC113676307","Cluster2","Pdam","XP_027048758.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g23720.t1"
"833","LOC113665369","Cluster2","Pdam","XP_027036841.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g28751.t1"
"834","LOC113686069","Cluster2","Pdam","XP_027059462.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8229.t1"
"835","LOC113686069","Cluster2","Pdam","XP_027059461.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8229.t1"
"836","LOC113686069","Cluster2","Pdam","XP_027059460.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g8229.t1"
"837","LOC113685193","Cluster2","Pdam","XP_027058482.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g17105.t1"
"838","LOC113676997","Cluster2","Pdam","XP_027049548.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12608.t1"
"839","LOC113672437","Cluster2","Pdam","XP_027044517.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g160.t1"
"840","LOC113675407","Cluster2","Pdam","XP_027047779.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g11496.t1"
"841","LOC113670577","Cluster2","Pdam","XP_027042543.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g14084.t2"
"842","LOC113670577","Cluster2","Pdam","XP_027042542.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g14084.t2"
"843","LOC113677014","Cluster2","Pdam","XP_027049560.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12567.t1"
"844","LOC113677014","Cluster2","Pdam","XP_027049561.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12567.t1"
"845","LOC113677014","Cluster2","Pdam","XP_027049563.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12567.t1"
"846","LOC113677014","Cluster2","Pdam","XP_027049562.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g12567.t1"
"847","LOC113680383","Cluster2","Pdam","XP_027053211.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g27977.t1"
"848","LOC113667542","Cluster2","Pdam","XP_027039186.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___TS.g8157.t1"
"849","LOC113680870","Cluster2","Pdam","XP_027053719.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g31023.t1"
"850","LOC113669893","Cluster2","Pdam","XP_027041784.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g25904.t1"
"851","LOC113677274","Cluster2","Pdam","XP_027049862.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g10976.t1"
"852","LOC113682808","Cluster2","Pdam","XP_027055795.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g84.t1"
"853","LOC113683294","Cluster2","Pdam","XP_027056671.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g10291.t1"
"854","LOC113664984","Cluster2","Pdam","XP_027036436.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g2512.t1"
"855","LOC113669396","Cluster2","Pdam","XP_027041216.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g6153.t1"
"856","LOC113678634","Cluster2","Pdam","XP_027051332.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g24938.t1"
"857","LOC113678153","Cluster2","Pdam","XP_027050829.1","gastrodermis_symbiont_containing","Pocillopora_acuta_HIv2___RNAseq.g30177.t1"
