"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.639657336060432 2 6 "GO:0007527" "adult somatic muscle development" 1
0 0.553835033530841 4 90 "GO:0007528" "neuromuscular junction development" 1
0 0.0717195804067671 2 44 "GO:0007530" "sex determination" 1
0 0.0380643991466391 3 17 "GO:0007538;GO:0007542" "primary sex determination" 1
0 0.958207410825432 2 364 "GO:0007548;GO:0048608;GO:0061458" "reproductive system development" 1
0 0.26640194804613 5 28 "GO:0007549" "sex-chromosome dosage compensation" 1
0 0.982177881881054 3 286 "GO:0007560;GO:0035220;GO:0048563" "obsolete post-embryonic animal organ morphogenesis" 1
0 0.639657336060432 2 6 "GO:0007563" "regulation of eclosion" 1
0 0.880516391346296 2 93 "GO:0007565;GO:0044706" "multi-multicellular organism process" 1
0 0.423582833563841 2 15 "GO:0007566" "embryo implantation" 1
0 1 2 8 "GO:0007567" "parturition" 1
0 0.743718279196963 -1 351 "GO:0007568" "obsolete aging" 1
0 0.355983195705141 -1 43 "GO:0007569" "obsolete cell aging" 1
0 0.711461186658328 2 174 "GO:0007584" "response to nutrient" 1
0 0.84348275610023 2 20 "GO:0007585" "respiratory gaseous exchange by respiratory system" 1
0 0.985878017267771 2 25 "GO:0007586" "digestion" 1
0 0.890540996861703 2 56 "GO:0007588" "excretion" 1
0 0.324595918353139 3 30 "GO:0007589;GO:0007595" "body fluid secretion" 1
0 0.530807385230064 3 37 "GO:0007591" "molting cycle, chitin-based cuticle" 1
0 0.968328843466492 2 102 "GO:0007596;GO:0007599;GO:0050817" "hemostasis" 1
0 0.00374976556684762 4 265 "GO:0007600" "sensory perception" 0.791350525227522
0 0.533093222725347 6 63 "GO:0007601;GO:0050953" "sensory perception of light stimulus" 1
0 0.212001718876243 2 37 "GO:0007602" "phototransduction" 1
0 0.922211916616511 5 15 "GO:0007603" "phototransduction, visible light" 1
0 0.00689856257898202 3 133 "GO:0007605;GO:0050954" "sensory perception of mechanical stimulus" 0.822303630368155
0 0.132659255054522 2 49 "GO:0007606" "sensory perception of chemical stimulus" 1
0 0.26640194804613 2 28 "GO:0007608" "sensory perception of smell" 1
0 0.593277449644706 2 592 "GO:0007610" "behavior" 1
0 0.490093058899708 3 246 "GO:0007611;GO:0050890" "cognition" 1
0 0.929717317743372 4 123 "GO:0007612" "learning" 1
0 0.859095600087744 2 134 "GO:0007613" "memory" 1
0 0.211275882097109 5 26 "GO:0007614" "short-term memory" 1
0 1 5 6 "GO:0007615" "anesthesia-resistant memory" 1
0 0.275898470691573 5 69 "GO:0007616" "long-term memory" 1
0 0.0565477389347088 2 68 "GO:0007617;GO:0007618" "mating" 1
0 0.000613159810898002 3 36 "GO:0007619;GO:0008049" "courtship behavior" 0.404378895287232
0 0.956067099575016 2 39 "GO:0007622;GO:0048512;GO:0045475" "rhythmic behavior" 1
0 0.914575607866565 2 90 "GO:0007623" "circadian rhythm" 1
0 0.652879805661588 3 202 "GO:0007626" "locomotory behavior" 1
0 0.908400452517545 2 24 "GO:0007628;GO:0090659" "walking behavior" 1
0 0.532018911491297 2 11 "GO:0007629" "flight behavior" 1
0 0.639657336060432 2 6 "GO:0007630" "jump response" 1
0 0.705732887767717 3 58 "GO:0007631" "feeding behavior" 1
0 0.705311112775499 4 51 "GO:0007632" "visual behavior" 1
0 0.0593049370520439 3 79 "GO:0007635" "chemosensory behavior" 1
0 0.301248573404143 3 7 "GO:0007637;GO:0051780;GO:0048047;GO:1903818" "behavioral response to nutrient" 1
0 0.345090070280596 3 19 "GO:0007638" "mechanosensory behavior" 1
0 0.770975755378342 4 76 "GO:0008016" "regulation of heart contraction" 1
0 0.909364178492007 5 66 "GO:0008033" "tRNA processing" 1
0 0.91632849508647 2 113 "GO:0008037;GO:0008038" "cell recognition" 1
0 0.56448241925031 3 25 "GO:0008039" "synaptic target recognition" 1
0 0.521024821072884 4 56 "GO:0008045" "motor neuron axon guidance" 1
0 0.532018911491297 3 11 "GO:0008052;GO:0010160;GO:0016360;GO:0060582" "cell fate determination involved in pattern specification" 1
0 0.332314923481001 2 13 "GO:0008053" "mitochondrial fusion" 1
0 0.696058796503147 2 7 "GO:0008056" "ocellus development" 1
0 1 2 11 "GO:0008057" "eye pigment granule organization" 1
0 1 2 10 "GO:0008063" "Toll signaling pathway" 1
0 0.988435343326635 4 113 "GO:0008064;GO:0030832;GO:0030833;GO:0032271" "regulation of protein polymerization" 1
0 0.696058796503147 3 7 "GO:0008069" "dorsal/ventral axis specification, ovarian follicular epithelium" 1
0 0.736903813093035 5 31 "GO:0008078" "mesodermal cell migration" 1
0 0.996537628455898 3 58 "GO:0008088" "axo-dendritic transport" 1
0 0.748348809417731 2 24 "GO:0008089" "anterograde axonal transport" 1
0 0.922211916616511 7 15 "GO:0008090" "retrograde axonal transport" 1
0 0.966843600268547 3 20 "GO:0008103;GO:0016325" "oocyte microtubule cytoskeleton organization" 1
0 0.836546678112405 2 28 "GO:0008154" "actin polymerization or depolymerization" 1
0 0.836546678112405 2 28 "GO:0008156" "negative regulation of DNA replication" 1
0 0.669436242146562 5 117 "GO:0008202" "steroid metabolic process" 1
0 0.933399539109204 3 53 "GO:0008203;GO:0016125" "sterol metabolic process" 1
0 0.639657336060432 2 6 "GO:0008207;GO:0006700" "C21-steroid hormone metabolic process" 1
0 0.301248573404143 4 7 "GO:0008209" "androgen metabolic process" 1
0 0.383286992546019 4 20 "GO:0008210" "estrogen metabolic process" 1
0 0.00260316729315404 6 5 "GO:0008216" "spermidine metabolic process" 0.639325106735448
0 0.885640876018492 3 71 "GO:0008217" "regulation of blood pressure" 1
0 1 2 18 "GO:0008258" "head involution" 1
0 0.572802388675576 -1 5 "GO:0008272" "obsolete sulfate transport" 1
0 0.610491369496428 2 80 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 1
0 0.519590716339525 2 441 "GO:0008283" "cell population proliferation" 1
0 0.435005636712343 2 355 "GO:0008284" "positive regulation of cell population proliferation" 1
0 0.993891644583652 2 348 "GO:0008285" "negative regulation of cell population proliferation" 1
0 0.977982910574991 2 54 "GO:0008286" "insulin receptor signaling pathway" 1
0 0.870292747801318 7 12 "GO:0008293" "torso signaling pathway" 1
0 0.746716114020238 2 46 "GO:0008298" "intracellular mRNA localization" 1
0 0.532018911491297 2 11 "GO:0008299" "isoprenoid biosynthetic process" 1
0 0.842857444160849 2 89 "GO:0008306" "associative learning" 1
0 0.995658916580588 2 45 "GO:0008333" "endosome to lysosome transport" 1
0 0.253244641650691 7 22 "GO:0008334" "histone mRNA metabolic process" 1
0 0.850302944126588 2 224 "GO:0008340;GO:0010259" "obsolete multicellular organism aging" 1
0 0.154609545260449 2 9 "GO:0008343" "adult feeding behavior" 1
0 0.544500893474816 4 83 "GO:0008344" "adult locomotory behavior" 1
0 0.423582833563841 2 15 "GO:0008345" "larval locomotory behavior" 1
0 0.995424933290856 2 56 "GO:0008347" "glial cell migration" 1
0 0.866910304782342 4 46 "GO:0008354" "germ cell migration" 1
0 0.514915218864652 3 30 "GO:0008355" "olfactory learning" 1
0 0.926969354258172 2 92 "GO:0008356" "asymmetric cell division" 1
0 0.996825622374236 4 108 "GO:0008360" "regulation of cell shape" 1
0 0.946425164553564 2 194 "GO:0008361" "regulation of cell size" 1
0 0.870292747801318 2 12 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 1
0 0.625736466963101 6 20 "GO:0008363;GO:0042337;GO:0035293" "larval chitin-based cuticle development" 1
0 0.988903907431543 3 210 "GO:0008406;GO:0045137" "development of primary sexual characteristics" 1
0 0.185359566033865 2 25 "GO:0008407" "chaeta morphogenesis" 1
0 0.550798681244758 5 18 "GO:0008535;GO:0033617" "respiratory chain complex IV assembly" 1
0 0.977732274995589 3 34 "GO:0008542" "visual learning" 1
0 0.944258041956645 2 186 "GO:0008544" "epidermis development" 1
0 0.619468994241074 3 140 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 1
0 0.818364084570657 2 65 "GO:0008584;GO:0046546" "development of primary male sexual characteristics" 1
0 0.725932825436085 4 80 "GO:0008585;GO:0046545;GO:0046660" "female sex differentiation" 1
0 0.414212147346251 2 33 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 1
0 0.790595862580393 2 41 "GO:0008587" "imaginal disc-derived wing margin morphogenesis" 1
0 0.981201106223069 2 91 "GO:0008589" "regulation of smoothened signaling pathway" 1
0 1 2 8 "GO:0008592;GO:0045751" "regulation of Toll signaling pathway" 1
0 0.728692346465662 5 135 "GO:0008593" "regulation of Notch signaling pathway" 1
0 0.0910849821898594 2 16 "GO:0008594" "photoreceptor cell morphogenesis" 1
0 0.70535718320709 2 15 "GO:0008608" "attachment of spindle microtubules to kinetochore" 1
0 0.205574900682314 4 334 "GO:0008610" "lipid biosynthetic process" 1
0 0.301248573404143 5 7 "GO:0008611;GO:0046504;GO:1901503" "glycerol ether biosynthetic process" 1
0 0.572802388675576 3 5 "GO:0008616;GO:0046116" "queuosine biosynthetic process" 1
0 0.62643307829045 3 13 "GO:0008625" "extrinsic apoptotic signaling pathway via death domain receptors" 1
0 0.636568785246725 4 41 "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" 1
0 1 3 11 "GO:0008631;GO:0036473" "obsolete cell death in response to oxidative stress" 1
0 0.696058796503147 -1 7 "GO:0008635" "obsolete activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c" 1
0 0.162146379024556 4 40 "GO:0008637" "apoptotic mitochondrial changes" 1
0 0.269323014453451 4 17 "GO:0008643;GO:0015749;GO:0034219" "carbohydrate transport" 1
0 0.846200363100932 2 11 "GO:0008645" "hexose transmembrane transport" 1
0 0.00514749877867191 2 76 "GO:0008652" "amino acid biosynthetic process" 0.822303630368155
0 1 3 9 "GO:0008655;GO:0043097;GO:0043174" "nucleoside salvage" 1
0 0.532018911491297 6 11 "GO:0009047" "dosage compensation by hyperactivation of X chromosome" 1
0 0.240643372319419 2 11 "GO:0009048" "dosage compensation by inactivation of X chromosome" 1
0 0.176584756798344 2 5 "GO:0009052" "pentose-phosphate shunt, non-oxidative branch" 1
0 0.965897786813904 2 125 "GO:0009060;GO:0045333" "cellular respiration" 1
0 0.301657754727986 4 35 "GO:0009064" "glutamine family amino acid metabolic process" 1
0 0.934405114011891 2 16 "GO:0009065" "glutamine family amino acid catabolic process" 1
0 0.0717195804067671 2 44 "GO:0009066" "aspartate family amino acid metabolic process" 1
0 0.00552537895503991 2 23 "GO:0009067" "aspartate family amino acid biosynthetic process" 0.822303630368155
0 0.581184131396689 3 12 "GO:0009068" "aspartate family amino acid catabolic process" 1
0 0.530807385230064 2 37 "GO:0009069" "serine family amino acid metabolic process" 1
0 0.550798681244758 2 18 "GO:0009070" "serine family amino acid biosynthetic process" 1
0 0.817638412954602 3 10 "GO:0009071" "serine family amino acid catabolic process" 1
0 0.908250439716229 5 33 "GO:0009072" "aromatic amino acid metabolic process" 1
0 0.879935746521134 4 22 "GO:0009074" "aromatic amino acid family catabolic process" 1
0 0.0187799168302175 2 11 "GO:0009078" "pyruvate family amino acid metabolic process" 1
0 0.572802388675576 3 5 "GO:0009080" "pyruvate family amino acid catabolic process" 1
0 0.132452440242127 3 13 "GO:0009081;GO:0009083" "branched-chain amino acid metabolic process" 1
0 0.581184131396689 2 12 "GO:0009084" "glutamine family amino acid biosynthetic process" 1
0 0.453134484447822 2 192 "GO:0009100" "glycoprotein metabolic process" 1
0 0.0834021964117582 -1 155 "GO:0009108;GO:0051188" "obsolete cofactor biosynthetic process" 1
0 0.422528972620731 -1 9 "GO:0009109" "obsolete coenzyme catabolic process" 1
0 0.510160510442314 5 17 "GO:0009110" "vitamin biosynthetic process" 1
0 0.176584756798344 2 5 "GO:0009111" "vitamin catabolic process" 1
0 0.759932363991525 2 32 "GO:0009112" "nucleobase metabolic process" 1
0 0.116020327327898 5 8 "GO:0009113" "purine nucleobase biosynthetic process" 1
0 0.693621648993778 2 78 "GO:0009116;GO:0009119" "nucleoside metabolic process" 1
0 0.140479071882393 2 378 "GO:0009117;GO:0006163;GO:0072521" "nucleotide metabolic process" 1
0 0.639657336060432 3 6 "GO:0009120" "deoxyribonucleoside metabolic process" 1
0 0.054921020717557 2 73 "GO:0009124;GO:0009127;GO:0009156;GO:0009168" "nucleoside monophosphate biosynthetic process" 1
0 0.817638412954602 3 10 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 1
0 0.0535269237642688 2 47 "GO:0009132" "nucleoside diphosphate metabolic process" 1
0 0.0297702860665015 2 5 "GO:0009133" "nucleoside diphosphate biosynthetic process" 1
0 0.288983702288107 2 203 "GO:0009141;GO:0046034;GO:0009205;GO:0009144;GO:0009199;GO:0009123;GO:0009126;GO:0009161;GO:0009167" "nucleoside monophosphate metabolic process" 1
0 0.362991322096224 3 8 "GO:0009143" "nucleoside triphosphate catabolic process" 1
0 0.301248573404143 3 7 "GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 1
0 0.238527651751297 4 6 "GO:0009148;GO:0009208" "pyrimidine ribonucleoside triphosphate metabolic process" 1
0 0.167488763419514 3 280 "GO:0009150;GO:0009259;GO:0019693" "ribose phosphate metabolic process" 1
0 0.422528972620731 2 9 "GO:0009151;GO:0009215;GO:0046060" "purine deoxyribonucleotide metabolic process" 1
0 0.0705358204713721 3 49 "GO:0009154;GO:0006195;GO:0009261;GO:0072523" "purine-containing compound catabolic process" 1
0 0.696058796503147 4 7 "GO:0009158;GO:0009125" "nucleoside monophosphate catabolic process" 1
0 1 3 5 "GO:0009162" "deoxyribonucleoside monophosphate metabolic process" 1
0 0.71224445228995 3 30 "GO:0009163;GO:1901659" "glycosyl compound biosynthetic process" 1
0 0.467659775856044 3 16 "GO:0009164;GO:0042454" "nucleoside catabolic process" 1
0 0.281936872875707 2 184 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 1
0 0.572802388675576 5 5 "GO:0009169;GO:0009128" "purine ribonucleoside monophosphate catabolic process" 1
0 0.0270114865445107 3 38 "GO:0009179;GO:0009135;GO:0009185" "ribonucleoside diphosphate metabolic process" 1
0 0.589369045800538 3 19 "GO:0009187;GO:0052652" "cyclic nucleotide metabolic process" 1
0 0.532018911491297 2 11 "GO:0009200" "deoxyribonucleoside triphosphate metabolic process" 1
0 0.232582750297628 2 16 "GO:0009218;GO:0046131" "pyrimidine ribonucleoside metabolic process" 1
0 0.0187799168302175 2 11 "GO:0009219" "pyrimidine deoxyribonucleotide metabolic process" 1
0 0.532018911491297 2 11 "GO:0009220;GO:0046132" "pyrimidine ribonucleoside biosynthetic process" 1
0 0.696058796503147 3 7 "GO:0009221;GO:0009265;GO:0046385" "2'-deoxyribonucleotide biosynthetic process" 1
0 0.989964579040677 2 27 "GO:0009225" "nucleotide-sugar metabolic process" 1
0 0.944688699363575 2 17 "GO:0009226" "nucleotide-sugar biosynthetic process" 1
0 0.013986811514704 3 14 "GO:0009235" "cobalamin metabolic process" 1
0 0.743639864275565 2 8 "GO:0009249;GO:0018065" "obsolete protein-cofactor linkage" 1
0 0.479041540732774 3 10 "GO:0009263" "deoxyribonucleotide biosynthetic process" 1
0 0.0187799168302175 3 11 "GO:0009264;GO:0046386" "deoxyribonucleotide catabolic process" 1
0 0.059039982829114 3 184 "GO:0009266" "response to temperature stimulus" 1
0 0.999970716471565 2 126 "GO:0009267" "cellular response to starvation" 1
0 0.746716114020238 3 46 "GO:0009268" "response to pH" 1
0 0.667787269921323 2 14 "GO:0009299" "mRNA transcription" 1
0 0.444693978239867 5 59 "GO:0009301;GO:0042795;GO:0098781" "obsolete ncRNA transcription" 1
0 0.870292747801318 2 12 "GO:0009303" "rRNA transcription" 1
0 1 2 5 "GO:0009304" "tRNA transcription" 1
0 0.0845050653225754 2 30 "GO:0009310;GO:0042402" "amine catabolic process" 1
0 0.976431179918062 2 22 "GO:0009311" "oligosaccharide metabolic process" 1
0 0.783778725732419 3 9 "GO:0009312" "oligosaccharide biosynthetic process" 1
0 0.33702230829601 3 338 "GO:0009314" "response to radiation" 1
0 0.0248181303490258 4 24 "GO:0009394;GO:0009262;GO:0019692" "deoxyribonucleotide metabolic process" 1
0 0.332314923481001 2 13 "GO:0009395;GO:0046475" "phospholipid catabolic process" 1
0 0.0526989668924373 2 6 "GO:0009396" "folic acid-containing compound biosynthetic process" 1
0 0.332314923481001 4 13 "GO:0009404" "toxin metabolic process" 1
0 0.0594214707931262 3 128 "GO:0009408" "response to heat" 1
0 0.545793766869128 3 31 "GO:0009409" "response to cold" 1
0 0.491429350437246 2 144 "GO:0009410" "response to xenobiotic stimulus" 1
0 0.0329974486396078 5 116 "GO:0009411" "response to UV" 1
0 0.572802388675576 2 5 "GO:0009414" "response to water deprivation" 1
0 0.0787062411142695 2 11 "GO:0009415" "response to water" 1
0 0.122394060491327 2 249 "GO:0009416" "response to light stimulus" 1
0 0.597185046978286 4 26 "GO:0009435" "NAD biosynthetic process" 1
0 0.176584756798344 2 5 "GO:0009438" "methylglyoxal metabolic process" 1
0 0.347456335324854 4 85 "GO:0009451" "RNA modification" 1
0 0.783778725732419 4 9 "GO:0009453;GO:0042331" "phototaxis" 1
0 0.181014727859413 2 69 "GO:0009566;GO:0007338" "fertilization" 1
0 0.109733243046035 3 91 "GO:0009581;GO:0009582" "detection of abiotic stimulus" 1
0 0.179446791075198 2 52 "GO:0009583" "detection of light stimulus" 1
0 0.736903813093035 2 31 "GO:0009584" "detection of visible light" 1
0 0.0686208169329229 3 24 "GO:0009593" "detection of chemical stimulus" 1
0 0.783778725732419 3 9 "GO:0009595" "detection of biotic stimulus" 1
0 0.976350841628181 2 622 "GO:0009607;GO:0051707;GO:0043207;GO:0044419" "biological process involved in interspecies interaction between organisms" 1
0 0.959827881339868 3 315 "GO:0009611;GO:0042060" "response to wounding" 1
0 0.11738562579006 2 143 "GO:0009612" "response to mechanical stimulus" 1
0 0.959588698277794 4 83 "GO:0009615" "response to virus" 1
0 0.728776589981294 4 276 "GO:0009617" "response to bacterium" 1
0 0.609302738260162 2 60 "GO:0009620" "response to fungus" 1
0 0.972045023854565 2 21 "GO:0009629" "response to gravity" 1
0 0.532018911491297 3 11 "GO:0009635" "response to herbicide" 1
0 0.379691464510947 2 349 "GO:0009636" "response to toxic substance" 1
0 0.423582833563841 3 15 "GO:0009642" "response to light intensity" 1
0 0.572802388675576 4 5 "GO:0009644" "response to high light intensity" 1
0 1 3 9 "GO:0009648;GO:0043153" "photoperiodism" 1
0 1 3 13 "GO:0009649" "entrainment of circadian clock" 1
0 0.944688699363575 2 17 "GO:0009650" "UV protection" 1
0 0.155949890590969 2 29 "GO:0009651" "response to salt stress" 1
0 0.981837909788292 2 509 "GO:0009725" "response to hormone" 1
0 0.882371995805574 2 108 "GO:0009743;GO:0009746;GO:0034284;GO:0009749" "response to carbohydrate" 1
0 0.362991322096224 4 8 "GO:0009744;GO:0034285" "response to sucrose" 1
0 0.696058796503147 2 7 "GO:0009750" "response to fructose" 1
0 0.743639864275565 3 8 "GO:0009786" "regulation of asymmetric cell division" 1
0 0.99880262780233 2 582 "GO:0009791" "post-embryonic development" 1
0 0.73931395568581 6 16 "GO:0009794" "regulation of mitotic cell cycle, embryonic" 1
0 0.741017795056151 3 197 "GO:0009798" "axis specification" 1
0 0.071454296226504 3 15 "GO:0009812" "flavonoid metabolic process" 1
0 0.930448493702406 2 26 "GO:0009826" "unidimensional cell growth" 1
0 1 2 6 "GO:0009838" "abscission" 1
0 0.685119322128492 3 185 "GO:0009880;GO:0007350" "embryonic pattern specification" 1
0 0.999529311907259 3 627 "GO:0009894;GO:0031329" "regulation of catabolic process" 1
0 0.912026543854415 2 171 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 1
0 0.987313681641053 3 358 "GO:0009896" "positive regulation of catabolic process" 1
0 0.572802388675576 2 5 "GO:0009912;GO:0060120" "auditory receptor cell fate commitment" 1
0 0.932052311619886 2 131 "GO:0009913" "epidermal cell differentiation" 1
0 0.866553126972538 2 38 "GO:0009914" "hormone transport" 1
0 0.639657336060432 2 6 "GO:0009946;GO:0010085" "proximal/distal axis specification" 1
0 0.607437565215787 2 126 "GO:0009948" "anterior/posterior axis specification" 1
0 0.532018911491297 2 11 "GO:0009949" "polarity specification of anterior/posterior axis" 1
0 0.909364178492007 2 66 "GO:0009950" "dorsal/ventral axis specification" 1
0 0.856408006169583 2 218 "GO:0009952" "anterior/posterior pattern specification" 1
0 0.88365638964605 4 166 "GO:0009953" "dorsal/ventral pattern formation" 1
0 0.458528255011167 2 22 "GO:0009954" "proximal/distal pattern formation" 1
0 0.301248573404143 4 7 "GO:0009957" "epidermal cell fate specification" 1
0 0.667787269921323 2 14 "GO:0009988" "cell-cell recognition" 1
0 0.740615529742038 2 136 "GO:0009994;GO:0048599" "oocyte differentiation" 1
0 0.961289640856622 4 40 "GO:0009996;GO:0010454" "negative regulation of cell fate commitment" 1
0 0.428188809404919 2 102 "GO:0010001" "glial cell differentiation" 1
0 0.908400452517545 5 24 "GO:0010002" "cardioblast differentiation" 1
0 0.743639864275565 2 8 "GO:0010032" "meiotic chromosome condensation" 1
0 0.0957934595265949 -1 303 "GO:0010035" "obsolete response to inorganic substance" 1
0 0.301248573404143 2 7 "GO:0010037" "response to carbon dioxide" 1
0 0.10753010408986 2 217 "GO:0010038" "response to metal ion" 1
0 0.185359566033865 2 25 "GO:0010039" "response to iron ion" 1
0 0.362991322096224 5 8 "GO:0010040" "response to iron(II) ion" 1
0 0.972045023854565 2 21 "GO:0010042" "response to manganese ion" 1
0 0.414212147346251 4 33 "GO:0010043" "response to zinc ion" 1
0 1 2 6 "GO:0010044" "response to aluminum ion" 1
0 0.301248573404143 2 7 "GO:0010046" "response to mycotoxin" 1
0 0.983248406690045 2 24 "GO:0010092" "specification of animal organ identity" 1
0 1 3 5 "GO:0010119;GO:1902456" "regulation of stomatal opening" 1
0 0.238527651751297 3 6 "GO:0010155" "regulation of proton transport" 1
0 0.817413457197463 3 27 "GO:0010165" "response to X-ray" 1
0 0.951477129632622 2 81 "GO:0010171" "body morphogenesis" 1
0 0.751768337225999 2 39 "GO:0010172" "embryonic body morphogenesis" 1
0 0.734372843062484 2 115 "GO:0010212" "response to ionizing radiation" 1
0 0.0817253476191834 2 7 "GO:0010224" "response to UV-B" 1
0 0.581184131396689 2 12 "GO:0010225" "response to UV-C" 1
0 0.37830792850521 3 14 "GO:0010226" "response to lithium ion" 1
0 0.910429095466871 -1 620 "GO:0010243;GO:1901698" "response to nitrogen compound" 1
0 0.817638412954602 2 10 "GO:0010248" "establishment or maintenance of transmembrane electrochemical gradient" 1
0 0.992125877670122 2 299 "GO:0010256" "endomembrane system organization" 1
0 0.790595862580393 4 41 "GO:0010257;GO:0032981" "NADH dehydrogenase complex assembly" 1
0 1 2 5 "GO:0010265" "SCF complex assembly" 1
0 1 2 8 "GO:0010269" "response to selenium ion" 1
0 1 2 8 "GO:0010286" "heat acclimation" 1
0 0.116383662917462 2 22 "GO:0010288" "response to lead ion" 1
0 1 2 7 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 1
0 0.281533638442578 3 40 "GO:0010332" "response to gamma radiation" 1
0 0.301248573404143 2 7 "GO:0010383;GO:0044036;GO:0071554" "cell wall macromolecule metabolic process" 1
0 0.440293910000447 2 109 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 1
0 0.318098273580953 -1 24 "GO:0010390" "obsolete histone monoubiquitination" 1
0 0.696058796503147 2 7 "GO:0010446" "response to alkaline pH" 1
0 0.696058796503147 2 7 "GO:0010447;GO:0071468" "response to acidic pH" 1
0 0.532018911491297 -1 11 "GO:0010452" "obsolete histone H3-K36 methylation" 1
0 0.998051449399003 4 73 "GO:0010453;GO:0042659" "regulation of cell fate commitment" 1
0 0.572802388675576 2 5 "GO:0010455" "positive regulation of cell fate commitment" 1
0 0.639657336060432 2 6 "GO:0010457" "centriole-centriole cohesion" 1
0 0.532018911491297 2 11 "GO:0010458" "exit from mitosis" 1
0 0.572802388675576 2 5 "GO:0010460" "positive regulation of heart rate" 1
0 1 2 23 "GO:0010463" "mesenchymal cell proliferation" 1
0 0.332077039928101 6 48 "GO:0010466;GO:0010951" "negative regulation of peptidase activity" 1
0 0.988634780233826 3 96 "GO:0010469" "regulation of signaling receptor activity" 1
0 0.997248230771344 2 48 "GO:0010470" "regulation of gastrulation" 1
0 0.986812700205467 2 223 "GO:0010498;GO:0043161" "proteasomal protein catabolic process" 1
0 0.291476107446192 3 58 "GO:0010501" "RNA secondary structure unwinding" 1
0 0.999951703491619 2 229 "GO:0010506" "regulation of autophagy" 1
0 0.988087055003807 2 59 "GO:0010507" "negative regulation of autophagy" 1
0 0.988403568270951 2 87 "GO:0010508" "positive regulation of autophagy" 1
0 1 6 5 "GO:0010510;GO:0050812" "regulation of acyl-CoA biosynthetic process" 1
0 1 2 18 "GO:0010511;GO:0071072" "regulation of phosphatidylinositol biosynthetic process" 1
0 1 5 13 "GO:0010512;GO:1902646;GO:1902647;GO:1905749;GO:1905751" "regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process" 1
0 0.869667368624195 3 30 "GO:0010517;GO:0010518" "regulation of phospholipase activity" 1
0 0.783332888070335 4 48 "GO:0010522;GO:0051279" "regulation of calcium ion transport into cytosol" 1
0 1 2 8 "GO:0010523;GO:0051280;GO:0051284" "negative regulation of calcium ion transport into cytosol" 1
0 0.84348275610023 5 20 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 1
0 0.907754934389216 -1 14 "GO:0010528;GO:0010529" "obsolete regulation of transposition" 1
0 1 5 6 "GO:0010543;GO:0090330" "regulation of platelet activation" 1
0 0.821708127186517 2 19 "GO:0010559;GO:1903018" "regulation of glycoprotein metabolic process" 1
0 0.783778725732419 2 9 "GO:0010560;GO:1903020" "positive regulation of glycoprotein metabolic process" 1
0 1 8 5 "GO:0010561;GO:1903019" "negative regulation of glycoprotein metabolic process" 1
0 0.993020827608183 3 514 "GO:0010564" "regulation of cell cycle process" 1
0 0.991666780816665 2 99 "GO:0010565" "regulation of ketone metabolic process" 1
0 0.0497814148568007 4 18 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 1
0 1 3 11 "GO:0010574;GO:0010575" "regulation of vascular endothelial growth factor production" 1
0 0.972045023854565 2 21 "GO:0010586" "miRNA metabolic process" 1
0 0.696058796503147 2 7 "GO:0010587" "miRNA catabolic process" 1
0 0.965657826291116 2 31 "GO:0010591;GO:1902743" "regulation of lamellipodium organization" 1
0 0.960675558060131 2 19 "GO:0010592;GO:1902745" "positive regulation of lamellipodium organization" 1
0 0.986070543738206 3 94 "GO:0010594;GO:0010595;GO:0010634" "regulation of endothelial cell migration" 1
0 0.467659775856044 2 16 "GO:0010596" "negative regulation of endothelial cell migration" 1
0 0.362991322096224 3 8 "GO:0010603;GO:0010606" "regulation of cytoplasmic mRNA processing body assembly" 1
0 0.724565403396914 2 322 "GO:0010608" "post-transcriptional regulation of gene expression" 1
0 0.890097927951124 6 48 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle adaptation" 1
0 0.639657336060432 2 6 "GO:0010612;GO:0010616;GO:0014745;GO:1903242" "regulation of cardiac muscle adaptation" 1
0 0.691608948818533 3 22 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 1
0 0.907754934389216 2 14 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 1
0 0.977442413202348 2 63 "GO:0010623" "programmed cell death involved in cell development" 1
0 0.99956680154553 5 172 "GO:0010631;GO:0090130;GO:0090132" "tissue migration" 1
0 0.9964772928327 3 125 "GO:0010632" "regulation of epithelial cell migration" 1
