chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000006	+	intron_retention.288	2	Pocillopora_acuta_HIv2___TS.g28160.t1	6954590	6956006	6956007	6956641	6956642	6961286	0.5	0.0	0.0	0	nan	20.7	51.3	14.1	4	0.93	0.5	0.0	19.0	0	nan	0.0	0.0	0.0	0	nan	56.9	27.0	3.5	0	1.00	12.2	27.6	2.5	0	1.00	63.5	27.6	3.2	0	1.00	0.1	0.0	0.0	0	nan	54.2	0.0	0.8	0	nan	22.9	13.1	1.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	+	intron_retention.290	3	Pocillopora_acuta_HIv2___RNAseq.g15621.t1	7363027	7363126	7363127	7363639	7363640	7363814	0.0	0.0	0.0	0	nan	88.6	22.4	88.8	74	0.23	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	35.5	0.0	3.7	25	0.00	35.8	0.0	30.8	31	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	44.9	19.3	69.3	48	0.29	77.9	0.0	69.3	84	0.00
Pocillopora_acuta_HIv2___Sc0000006	+	intron_retention.291	3	Pocillopora_acuta_HIv2___RNAseq.6765_t	7688398	7688469	7688470	7688828	7688829	7688957	50.8	0.0	51.2	52	0.00	41.9	1.2	65.7	47	0.03	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	65.8	0.0	95.6	75	0.00	82.9	37.1	87.9	42	0.47	70.0	0.0	62.0	58	0.00	45.5	18.5	62.8	44	0.30	54.5	41.7	31.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	+	intron_retention.292	2	Pocillopora_acuta_HIv2___RNAseq.g15656.t1	7763811	7764081	7764082	7764391	7764392	7764444	181.4	139.1	154.9	60	0.70	5.5	5.5	7.0	0	nan	45.5	31.2	155.6	0	1.00	209.9	234.9	177.1	0	1.00	6.4	6.7	15.1	0	nan	31.9	67.6	69.9	0	1.00	63.0	89.3	90.8	0	1.00	108.4	157.6	126.9	0	1.00	24.6	23.3	24.2	0	1.00	63.1	3.7	0.2	0	nan
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.293	3	Pocillopora_acuta_HIv2___RNAseq.g15190.t1	154492	154532	154533	154631	154632	154721	121.1	0.0	122.2	121	0.00	28.7	0.0	39.6	22	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	74.0	0.0	74.7	76	0.00	0.0	0.0	0.0	0	nan	67.0	0.0	77.2	72	0.00	0.0	0.0	0.0	0	nan	21.6	21.5	24.8	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.294	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926121	1926122	1927051	1927052	1927109	22.5	13.4	1.5	0	1.00	5958.1	4377.0	1758.0	5	1.00	79118.3	35094.5	7237.6	22	1.00	1931.6	444.1	15.7	0	1.00	55785.3	26952.9	9781.1	52	1.00	9780.3	3412.0	551.0	0	1.00	64497.0	29201.3	6129.3	0	1.00	1014.7	382.0	123.7	0	1.00	111742.9	69228.3	31170.8	194	1.00	248.2	82.9	34.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.295	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926129	1926130	1927062	1927063	1927109	27.5	13.0	1.8	0	1.00	6214.5	4323.4	1774.8	0	1.00	82575.1	34260.2	7579.4	0	1.00	1959.7	425.3	17.1	0	1.00	57307.3	26426.0	10343.7	54	1.00	9951.7	3317.6	561.8	0	1.00	66978.0	28529.9	6465.7	0	1.00	1029.2	372.9	126.3	0	1.00	116979.5	68153.3	33025.4	0	1.00	242.4	81.2	33.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.296	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926141	1926142	1927073	1927074	1927109	35.1	12.3	2.0	0	1.00	6616.2	4249.8	1802.9	0	1.00	85919.0	33164.9	7776.1	0	1.00	1999.7	398.8	20.7	0	1.00	59858.4	25703.7	10859.1	36	1.00	10255.7	3185.4	577.4	0	1.00	69723.9	27640.3	6734.6	28	1.00	1060.0	360.0	129.8	0	1.00	121774.5	66834.5	34564.1	0	1.00	234.1	78.9	32.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.297	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926142	1926143	1927072	1927073	1927109	35.8	12.3	2.0	0	1.00	6649.4	4248.4	1801.5	0	1.00	86202.0	33122.4	7777.1	0	1.00	2001.7	397.4	20.4	0	1.00	60078.5	25673.8	10832.9	120	1.00	10280.0	3179.5	576.5	0	1.00	69956.5	27607.1	6726.2	0	1.00	1062.7	359.4	129.5	0	1.00	122247.2	66790.9	34497.0	0	1.00	233.2	78.9	32.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.298	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926144	1926145	1926456	1926457	1926609	37.1	33.3	5.8	0	1.00	6712.8	7459.5	5264.0	0	1.00	86746.1	66634.5	39062.1	7	1.00	2005.5	947.0	328.3	0	1.00	60479.5	51510.4	29145.0	81	1.00	10321.9	6995.2	3657.9	15	1.00	70395.8	55881.0	32597.9	0	1.00	1067.3	699.7	416.4	0	1.00	123140.4	120477.8	82700.4	14	1.00	231.5	153.6	75.8	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.299	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926157	1926158	1927075	1927076	1927109	44.3	11.3	2.0	0	1.00	7158.8	4168.9	1804.2	0	1.00	90520.5	31899.5	7773.4	0	1.00	2033.7	367.9	21.3	0	1.00	63313.4	24856.1	10904.8	0	1.00	10653.8	3031.3	578.3	0	1.00	73643.6	26613.2	6745.9	0	1.00	1096.2	345.0	130.5	0	1.00	129890.0	65289.5	34682.2	78	1.00	224.6	76.7	32.4	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.300	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926165	1926166	1927047	1927048	1927109	43.9	11.4	1.4	0	1.00	7018.1	4230.7	1757.1	0	1.00	89027.8	32287.8	7170.8	0	1.00	1966.2	369.3	15.7	0	1.00	62465.2	25102.3	9642.9	520	0.98	10449.2	3057.4	549.1	0	1.00	72558.0	26947.2	6054.8	0	1.00	1062.4	348.1	123.2	0	1.00	128264.2	66060.6	30931.4	0	1.00	214.1	77.4	35.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.301	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926189	1926190	1926370	1926371	1926963	34.1	16.7	11.6	0	1.00	5539.0	8155.1	3323.8	0	1.00	75290.1	65646.8	24387.1	64	1.00	1579.6	889.3	245.5	3	1.00	53344.1	54289.7	17729.9	75	1.00	8790.2	6919.9	2140.9	0	1.00	61515.5	56009.1	20236.0	42	1.00	844.9	670.3	272.8	0	1.00	108265.5	123953.9	51640.0	103	1.00	170.8	154.0	57.3	2	0.99
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.302	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926396	1926397	1927092	1927093	1927109	28.0	6.7	2.0	0	nan	8125.3	2673.3	1753.1	0	1.00	76176.2	17306.3	7574.7	0	1.00	1181.6	151.0	20.8	0	1.00	58726.7	13255.9	11344.2	3423	0.79	8242.8	1383.0	565.0	0	1.00	64186.2	14016.4	6640.6	0	1.00	802.5	207.1	132.3	0	1.00	134256.3	40501.1	34453.4	2477	0.94	172.5	47.1	31.4	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.303	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926429	1926430	1927047	1927048	1927109	32.9	3.4	1.4	0	nan	7763.8	2641.8	1757.1	0	1.00	72791.4	16719.3	7170.8	0	1.00	1138.0	129.3	15.7	0	1.00	55653.4	12778.8	9642.9	0	1.00	7846.7	1289.4	549.1	0	1.00	61029.6	13618.9	6054.8	0	1.00	779.3	194.1	123.2	0	1.00	127735.8	39770.3	30931.4	1387	0.97	170.5	42.3	35.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.304	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926457	1926609	1926610	1927047	1927048	1927109	5.8	0.0	1.4	0	nan	5264.0	1734.9	1757.1	0	1.00	39062.1	8410.2	7170.8	0	1.00	328.3	44.6	15.7	0	1.00	29145.0	6874.3	9642.9	0	1.00	3657.9	410.0	549.1	0	1.00	32597.9	6771.9	6054.8	0	1.00	416.4	107.5	123.2	0	1.00	82700.4	24993.8	30931.4	7769	0.76	75.8	28.5	35.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.305	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926963	1926964	1927047	1927048	1927109	15.0	0.0	1.4	0	nan	4566.7	2965.4	1757.1	0	1.00	38333.0	14690.0	7170.8	1496	0.91	519.3	80.5	15.7	0	1.00	29098.7	13353.6	9642.9	0	1.00	3834.7	869.8	549.1	0	1.00	32030.1	10502.7	6054.8	0	1.00	415.7	214.0	123.2	0	1.00	72687.6	46771.0	30931.4	0	1.00	89.4	61.8	35.0	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.306	2	Pocillopora_acuta_HIv2___TS.g27848.t1	1926100	1926982	1926983	1927066	1927067	1927109	14.7	0.0	2.0	0	nan	4546.2	2530.4	1786.4	0	1.00	38028.3	10534.2	7777.0	2108	0.83	510.6	56.8	18.5	0	1.00	28849.9	11060.0	10634.7	2104	0.84	3774.7	748.2	567.6	0	1.00	31657.1	8247.3	6642.0	1461	0.85	412.4	179.9	127.5	0	1.00	72570.2	36988.3	34001.2	7793	0.83	89.0	54.9	32.8	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.309	3	Pocillopora_acuta_HIv2___TS.g28051.t1	5184847	5184943	5184944	5185052	5185053	5185152	0.0	0.0	0.0	0	nan	70.5	142.6	140.8	24	0.86	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	12.4	0.0	8.6	15	0.00	18.5	47.6	27.7	0	1.00	0.0	0.5	16.1	0	nan	96.1	170.6	144.2	0	1.00	33.8	62.3	61.9	0	1.00	12.2	40.3	18.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.312	3	Pocillopora_acuta_HIv2___RNAseq.g15649.t1	7639887	7639940	7639941	7640030	7640031	7640083	0.0	0.0	0.0	0	nan	98.2	25.3	109.2	67	0.27	69.8	0.0	56.9	64	0.00	0.0	0.0	0.0	0	nan	11.9	3.9	3.3	0	nan	0.0	0.0	0.0	0	nan	73.7	6.4	41.7	49	0.12	0.0	0.0	0.0	0	nan	88.6	20.1	50.2	48	0.29	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000006	-	intron_retention.313	3	Pocillopora_acuta_HIv2___RNAseq.g15649.t1	7649106	7649216	7649217	7649303	7649304	7649384	0.0	0.0	0.0	0	nan	112.0	1.3	82.0	96	0.01	0.0	0.0	0.0	0	nan	0.8	2.0	0.3	0	nan	53.9	0.0	38.8	40	0.00	0.0	0.0	0.0	0	nan	82.1	34.9	63.9	35	0.50	11.5	33.2	40.4	0	1.00	63.7	0.0	54.6	73	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.314	3	Pocillopora_acuta_HIv2___RNAseq.g17391.t1	62662	62756	62757	62838	62839	62924	0.0	0.0	0.0	0	nan	8.9	0.2	30.4	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	45.3	0.0	28.5	40	0.00	27.6	0.0	27.6	30	0.00	0.0	0.0	0.0	0	nan	12.1	0.4	22.2	13	0.03	131.4	89.1	136.1	62	0.59
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.315	3	Pocillopora_acuta_HIv2___RNAseq.g17391.t1	65309	65389	65390	65606	65607	65660	0.0	0.0	0.0	0	nan	71.4	0.5	81.2	75	0.01	0.0	0.0	3.3	0	nan	0.0	0.0	1.2	0	nan	0.0	0.0	11.3	0	nan	0.0	0.0	0.0	0	nan	84.5	46.3	113.4	53	0.47	111.0	0.0	100.7	111	0.00	73.4	0.0	107.5	97	0.00	229.5	0.0	227.3	245	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.318	2	Pocillopora_acuta_HIv2___TS.g22619.t2	72856	72954	72955	73637	73638	73743	0.0	0.0	0.0	0	nan	40.9	0.2	12.6	30	0.01	0.0	6.4	69.0	0	nan	0.0	0.0	0.0	0	nan	98.2	0.0	105.6	111	0.00	0.0	0.0	0.0	0	nan	30.1	32.1	40.6	0	1.00	0.0	0.0	0.0	0	nan	66.6	0.0	72.6	76	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.320	3	Pocillopora_acuta_HIv2___RNAseq.g17394.t1	82145	82230	82231	82757	82758	82878	0.0	0.0	0.0	0	nan	47.2	0.0	43.1	50	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	56.8	0.0	85.8	65	0.00	17.6	18.6	27.2	0	1.00	0.0	0.0	0.0	0	nan	37.1	0.0	50.2	44	0.00	0.0	0.0	3.2	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.321	3	Pocillopora_acuta_HIv2___RNAseq.g17394.t1	82145	82878	82879	83326	83327	83407	0.0	0.0	0.0	0	nan	12.6	0.0	43.0	37	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	20.8	0.0	128.2	102	0.00	19.9	24.2	22.6	0	1.00	0.0	0.0	0.0	0	nan	12.6	0.0	68.1	59	0.00	0.5	0.0	38.4	21	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.324	3	Pocillopora_acuta_HIv2___TS.g22622.t1	125190	125437	125438	125625	125626	126204	0.0	0.0	0.0	0	nan	42.0	14.7	40.4	29	0.34	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.8	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	11.7	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.325	3	Pocillopora_acuta_HIv2___TS.g22622.t1	145453	145615	145616	145723	145724	146401	86.4	0.0	3.5	49	0.00	195.1	0.0	122.3	159	0.00	270.9	0.0	23.4	224	0.00	217.6	0.0	16.6	117	0.00	404.9	0.0	118.7	400	0.00	212.1	0.0	72.0	178	0.00	372.0	0.0	173.2	354	0.00	99.7	0.0	41.6	65	0.00	204.6	35.3	100.0	149	0.19	129.5	0.0	55.3	133	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.326	3	Pocillopora_acuta_HIv2___RNAseq.g17399.t1	157369	157464	157465	157533	157534	157636	60.9	0.0	96.4	102	0.00	131.8	0.0	199.2	209	0.00	225.3	0.0	323.6	345	0.00	45.8	0.0	68.8	73	0.00	154.5	62.9	217.2	176	0.26	90.0	90.3	150.1	49	0.65	36.1	0.0	52.8	58	0.00	199.8	0.0	238.3	276	0.00	155.7	0.1	194.3	222	0.00	133.1	0.0	183.9	191	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.327	3	Pocillopora_acuta_HIv2___RNAseq.g17399.t1	157369	157636	157637	157790	157791	157910	58.9	0.0	15.4	59	0.00	123.8	0.0	120.8	137	0.00	205.1	0.0	64.3	217	0.00	42.8	0.1	12.0	39	0.00	155.0	43.0	103.3	135	0.24	113.2	51.8	21.8	34	0.60	33.2	0.0	38.5	49	0.00	163.1	0.0	126.3	165	0.00	130.5	22.4	99.5	118	0.16	118.3	0.0	139.4	148	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.328	3	Pocillopora_acuta_HIv2___RNAseq.g17399.t1	158851	158939	158940	159125	159126	159150	0.0	0.0	0.0	0	nan	162.5	2.3	171.9	143	0.02	32.2	0.0	89.8	77	0.00	0.0	4.8	39.8	0	nan	118.9	1.3	138.2	133	0.01	3.0	0.0	0.0	0	nan	69.9	2.1	91.8	72	0.03	142.5	72.5	211.0	139	0.34	80.7	2.6	95.6	66	0.04	131.3	0.0	139.7	136	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.329	3	Pocillopora_acuta_HIv2___RNAseq.6830_t	173845	173872	173873	173970	173971	174021	0.0	0.0	0.0	0	nan	142.0	0.0	132.2	133	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	39.4	34.4	28.9	0	1.00	0.0	0.0	0.0	0	nan	127.2	0.0	140.7	129	0.00	0.0	0.0	0.0	0	nan	71.0	0.0	95.6	69	0.00	32.5	0.0	25.8	28	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.330	3	Pocillopora_acuta_HIv2___RNAseq.6830_t	174550	174602	174603	174937	174938	175068	11.1	0.0	44.6	21	0.00	191.8	0.0	194.3	190	0.00	12.2	0.0	112.7	37	0.00	0.0	0.0	0.3	0	nan	65.2	43.4	131.2	65	0.40	23.4	0.0	44.3	32	0.00	133.0	0.0	137.5	115	0.00	0.0	0.0	11.1	0	nan	194.1	0.0	154.8	172	0.00	45.2	0.0	36.2	41	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.332	2	Pocillopora_acuta_HIv2___RNAseq.6830_t	174550	175068	175069	175221	175222	175341	12.4	0.0	34.4	48	0.00	68.6	69.2	227.6	159	0.30	29.7	0.0	191.5	171	0.00	0.1	62.5	38.9	0	1.00	67.8	76.8	187.3	73	0.51	13.6	0.0	51.2	44	0.00	48.3	75.7	236.1	102	0.43	2.8	0.0	42.6	19	0.00	58.9	0.0	211.4	164	0.00	13.8	31.0	42.4	0	1.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.333	3	Pocillopora_acuta_HIv2___RNAseq.g17404.t1	249187	249371	249372	249739	249740	250025	65.3	0.0	66.4	55	0.00	180.0	0.0	326.7	208	0.00	34.4	0.0	23.5	10	0.00	177.7	0.0	283.0	212	0.00	96.0	0.0	299.7	105	0.00	192.3	0.0	244.5	149	0.00	314.2	0.0	332.1	283	0.00	137.5	0.0	334.1	137	0.00	256.5	0.0	496.3	282	0.00	192.9	60.3	200.5	103	0.37
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.334	2	Pocillopora_acuta_HIv2___RNAseq.g17404.t1	256174	256276	256277	256308	256309	256331	112.3	98.0	68.7	0	1.00	122.2	162.0	171.2	0	1.00	0.0	0.0	0.0	0	nan	0.0	2.0	4.0	0	nan	129.1	141.9	155.1	3	0.98	62.9	68.4	68.3	0	1.00	45.5	47.8	54.4	0	1.00	14.6	10.2	5.7	0	1.00	204.2	270.0	280.1	0	1.00	162.2	136.2	121.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.335	3	Pocillopora_acuta_HIv2___RNAseq.g17418.t1	355048	355200	355201	355318	355319	355490	295.5	5.4	261.2	293	0.02	60.6	17.3	38.6	40	0.30	0.0	0.0	0.0	0	nan	15.7	0.0	1.9	11	0.00	0.0	0.0	0.0	0	nan	76.4	24.9	102.9	82	0.23	0.0	0.0	0.0	0	nan	167.0	0.0	270.7	260	0.00	27.2	0.0	3.5	19	0.00	48.4	0.0	3.6	24	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.336	3	Pocillopora_acuta_HIv2___RNAseq.g17420.t1	366998	367059	367060	367581	367582	367747	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	31.6	17.3	22.8	10	0.63	0.0	0.0	0.0	0	nan	21.0	0.0	17.5	8	nan	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.337	2	Pocillopora_acuta_HIv2___RNAseq.g17590.t1	1744567	1744807	1744808	1744921	1744922	1745728	0.0	8.3	5.0	0	nan	17.1	0.0	6.3	12	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	47.1	0	nan	0.5	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	30.9	41.1	41.2	0	1.00	12.0	0.0	47.0	0	nan	29.2	26.9	4.3	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.338	3	Pocillopora_acuta_HIv2___RNAseq.g17595.t1	1790614	1790683	1790684	1790777	1790778	1790893	0.0	0.0	0.0	0	nan	29.5	0.0	18.4	33	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	10.2	0.0	11.2	14	0.00	7.6	0.0	20.6	13	0.00	20.8	0.0	22.3	30	0.00	39.7	28.9	26.5	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.339	3	Pocillopora_acuta_HIv2___RNAseq.g17597.t1	1824279	1824348	1824349	1824442	1824443	1824558	0.0	0.0	0.0	0	nan	2.2	0.0	3.2	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	6.2	0.0	8.6	6	nan	19.6	0.0	16.6	22	0.00	5.6	0.0	5.9	0	nan	18.4	21.9	26.2	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.342	2	Pocillopora_acuta_HIv2___RNAseq.g17695.t1	3948858	3949512	3949513	3950268	3950269	3950699	0.0	0.0	0.0	0	nan	11.4	6.2	57.1	43	0.13	1.5	0.0	0.7	0	nan	0.1	0.0	0.0	0	nan	0.1	0.2	3.9	0	nan	0.0	0.9	0.1	0	nan	0.3	2.7	43.0	0	nan	0.8	0.0	0.0	0	nan	1.1	10.6	76.8	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.343	2	Pocillopora_acuta_HIv2___RNAseq.g17695.t1	3948858	3949848	3949849	3950268	3950269	3950699	0.0	0.0	0.0	0	nan	10.2	4.8	57.1	14	0.25	1.0	0.0	0.7	0	nan	0.1	0.0	0.0	0	nan	0.2	0.0	3.9	0	nan	0.4	0.7	0.1	0	nan	0.4	4.3	43.0	0	nan	0.5	0.0	0.0	0	nan	3.2	13.4	76.8	25	0.35	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	intron_retention.344	2	Pocillopora_acuta_HIv2___RNAseq.g17695.t1	3948858	3950184	3950185	3950268	3950269	3950699	0.0	0.0	0.0	0	nan	8.9	3.4	57.1	0	nan	0.8	0.0	0.7	0	nan	0.0	0.0	0.0	0	nan	0.2	0.2	3.9	0	nan	0.5	0.0	0.1	0	nan	1.1	8.4	43.0	0	nan	0.4	0.0	0.0	0	nan	5.7	14.0	76.8	50	0.22	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.345	3	Pocillopora_acuta_HIv2___RNAseq.g17398.t1	155415	155537	155538	155629	155630	155707	0.0	0.0	0.0	0	nan	173.4	7.4	154.8	140	0.05	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	55.8	0.0	36.4	45	0.00	74.5	0.0	71.2	72	0.00	18.1	1.5	0.0	0	nan	66.3	72.7	57.3	0	1.00	58.6	18.8	53.6	37	0.34	130.6	93.7	181.5	76	0.55
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.346	3	Pocillopora_acuta_HIv2___RNAseq.g17400.t1	161444	161533	161534	161842	161843	161981	0.0	0.0	0.0	0	nan	32.3	31.1	28.5	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	7.8	0	nan	0.0	0.0	3.2	0	nan	1.6	0.3	24.3	0	nan	3.5	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	38.6	0.0	40.1	33	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.347	3	Pocillopora_acuta_HIv2___RNAseq.g17400.t1	161444	161981	161982	162102	162103	162204	0.0	0.0	0.0	0	nan	30.6	22.5	46.3	0	1.00	0.0	0.0	0.0	0	nan	2.0	0.0	80.2	43	0.00	0.8	27.6	50.3	0	1.00	6.7	45.6	31.4	0	1.00	0.6	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	16.8	3.7	54.3	26	0.12	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.348	3	Pocillopora_acuta_HIv2___RNAseq.g17409.t1	291229	291294	291295	291818	291819	292033	0.0	0.0	59.1	0	nan	69.5	38.4	111.1	38	0.50	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	11.2	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	43.4	0.0	41.2	53	0.00	54.6	0.0	68.0	53	0.00
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.349	3	Pocillopora_acuta_HIv2___RNAseq.g17409.t1	294413	294499	294500	294869	294870	295025	198.0	0.0	173.0	211	0.00	83.3	0.0	86.6	84	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	47.1	0.0	34.8	43	0.00	0.0	0.0	0.0	0	nan	30.2	30.1	21.9	0	1.00	0.0	0.0	1.0	0	nan	15.5	0.0	17.5	12	0.00	101.9	0.0	105.1	97	0.00
Pocillopora_acuta_HIv2___Sc0000007	-	intron_retention.351	3	Pocillopora_acuta_HIv2___RNAseq.g17414.t1	316123	316219	316220	316498	316499	316596	0.0	0.0	0.0	0	nan	111.8	0.0	114.0	93	0.00	0.0	0.0	0.0	0	nan	1.4	0.0	0.8	2	nan	109.7	0.0	95.8	102	0.00	0.0	0.0	0.0	0	nan	27.7	19.5	41.0	12	0.62	0.0	0.0	0.0	0	nan	127.1	0.0	99.5	121	0.00	46.4	0.0	41.8	45	0.00
