chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_starts	e2_ends	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e2_conf	LCM_4:sum_e2_conf	LCM_4:num_e2	LCM_4:e2e3_conf	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e2_conf	LCM_5:sum_e2_conf	LCM_5:num_e2	LCM_5:e2e3_conf	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e2_conf	LCM_8:sum_e2_conf	LCM_8:num_e2	LCM_8:e2e3_conf	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e2_conf	LCM_9:sum_e2_conf	LCM_9:num_e2	LCM_9:e2e3_conf	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e2_conf	LCM_15:sum_e2_conf	LCM_15:num_e2	LCM_15:e2e3_conf	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e2_conf	LCM_16:sum_e2_conf	LCM_16:num_e2	LCM_16:e2e3_conf	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e2_conf	LCM_20:sum_e2_conf	LCM_20:num_e2	LCM_20:e2e3_conf	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e2_conf	LCM_21:sum_e2_conf	LCM_21:num_e2	LCM_21:e2e3_conf	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e2_conf	LCM_26:sum_e2_conf	LCM_26:num_e2	LCM_26:e2e3_conf	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e2_conf	LCM_27:sum_e2_conf	LCM_27:num_e2	LCM_27:e2e3_conf	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000008	+	mult_exon_skip.89	2	Pocillopora_acuta_HIv2___RNAseq.g25984.t1	5475308	5475399	5475488:5475847	5475548:5475898	5476009	5476073	0.0	0.0	0.0	0	0	2	0	0	nan	283.1	184.9	112.3	248	183	2	66	24	0.87	0.0	0.0	42.3	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	145.3	132.7	127.1	150	121	2	119	0	1.00	1.0	0.9	1.3	0	0	2	2	0	nan	43.8	62.0	78.7	56	61	2	70	0	1.00	27.7	23.2	0.8	37	17	2	2	0	1.00	154.2	116.0	68.5	138	119	2	79	0	1.00	90.7	117.4	49.9	98	116	2	31	0	1.00
Pocillopora_acuta_HIv2___Sc0000010	-	mult_exon_skip.97	2	Pocillopora_acuta_HIv2___RNAseq.g17246.t1	6214174	6214419	6214992:6215826	6215019:6215856	6215937	6216061	0.0	2.7	0.0	0	0	2	0	0	nan	85.5	116.8	128.9	110	112	2	132	16	0.88	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.2	0.0	0.0	0	0	2	0	0	nan	5.8	7.9	30.2	0	0	2	0	0	nan	36.3	0.0	29.0	0	0	2	0	39	0.00	64.4	33.9	145.1	0	0	2	66	59	0.27	8.2	11.9	9.3	12	10	2	10	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000011	-	mult_exon_skip.105	0	Pocillopora_acuta_HIv2___TS.g6820.t3c	1256159	1256236	1257109:1257480:1257773:1260844:1261509	1257177:1257548:1257853:1260924:1261586	1262416	1262466	0.0	0.5	0.0	0	2	5	0	0	nan	3.7	11.4	28.8	0	14	5	19	0	1.00	17.5	5.7	0.0	19	7	5	0	0	1.00	113.0	58.8	0.0	116	195	5	0	0	1.00	3.9	35.2	19.8	11	108	5	0	0	1.00	8.3	4.6	0.0	6	11	5	0	0	1.00	50.0	67.2	98.3	29	193	5	81	10	0.83	2.8	11.5	0.0	6	25	5	0	0	1.00	18.8	44.2	38.8	10	63	5	37	0	1.00	5.8	81.8	51.5	17	280	5	75	0	1.00
Pocillopora_acuta_HIv2___Sc0000011	-	mult_exon_skip.107	0	Pocillopora_acuta_HIv2___TS.g6820.t3c	1260844	1260924	1261509:1262755:1263086:1264248	1261586:1262835:1263166:1264328	1264904	1264981	0.0	0.0	0.0	0	0	4	0	0	nan	28.7	23.7	91.2	12	37	4	21	19	0.42	10.6	0.6	25.0	0	0	4	0	11	0.00	36.2	0.0	156.5	0	0	4	0	74	0.00	51.8	57.9	165.9	12	115	4	39	67	0.33	1.0	0.0	0.0	0	0	4	0	0	nan	113.0	128.3	202.6	90	196	4	66	86	0.45	12.0	0.1	0.0	1	0	4	0	0	nan	66.0	64.3	141.9	29	137	4	55	52	0.46	107.5	70.4	77.6	117	48	4	39	23	0.64
Pocillopora_acuta_HIv2___Sc0000011	-	mult_exon_skip.108	0	Pocillopora_acuta_HIv2___TS.g6820.t3c	1260844	1260924	1264904:1266322	1264981:1266402	1266984	1267061	0.0	0.0	0.0	0	0	2	0	0	nan	28.7	131.9	194.0	19	148	2	136	58	0.64	10.6	25.4	93.8	11	22	2	26	24	0.45	36.2	172.8	208.3	74	196	2	140	51	0.73	51.8	186.7	229.9	67	203	2	153	66	0.68	1.0	0.0	10.4	0	0	2	0	0	nan	113.0	221.9	248.0	86	232	2	180	54	0.75	12.0	0.0	67.6	0	0	2	0	53	0.00	66.0	161.7	226.0	52	173	2	143	78	0.61	107.5	97.3	169.8	23	103	2	106	48	0.62
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.109	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200221	3200319	3200386:3200947	3200517:3200979	3201772	3201837	426.9	220.1	649.5	3	13	2	87	0	1.00	175.6	95.0	710.2	0	21	2	0	3	0.70	0.2	14.3	65.2	0	2	2	0	0	nan	22.8	2.9	76.3	0	0	2	0	0	nan	62.8	71.7	435.5	0	0	2	0	0	nan	204.4	58.6	630.8	3	11	2	0	0	1.00	136.0	84.6	434.9	0	5	2	0	0	nan	130.3	69.1	521.1	0	3	2	2	0	nan	204.1	109.5	716.3	0	12	2	39	0	1.00	297.0	86.8	382.1	0	9	2	23	0	1.00
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.113	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200221	3200715	3200881:3201508:3201855	3201111:3201557:3201903	3202069	3206536	324.7	280.3	29.2	0	499	3	176	0	1.00	193.8	178.2	7.2	81	29	3	86	2	0.96	31.3	15.8	22.2	8	6	3	0	2	0.64	8.8	39.2	0.8	0	22	3	0	0	1.00	112.4	114.7	5.9	21	18	3	0	5	0.66	131.9	144.7	19.7	18	26	3	68	0	1.00	147.6	133.9	20.5	0	32	3	61	1	0.96	100.9	145.8	7.0	0	12	3	48	0	1.00	185.0	133.7	13.1	0	15	3	77	2	0.92	191.7	97.6	28.1	34	18	3	71	1	0.97
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.114	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200452	3200715	3201673:3201871	3201837:3201903	3202069	3206536	343.9	459.1	29.2	6	0	2	176	0	1.00	258.2	496.8	7.2	23	194	2	86	2	0.98	56.8	43.3	22.2	4	0	2	0	2	0.40	6.1	57.2	0.8	0	0	2	0	0	nan	163.4	302.4	5.9	8	0	2	0	5	0.35	121.6	407.8	19.7	0	0	2	68	0	1.00	194.2	314.3	20.5	11	2	2	61	1	0.96	99.8	362.1	7.0	4	2	2	48	0	1.00	217.6	441.7	13.1	13	25	2	77	2	0.95	180.8	262.3	28.1	7	0	2	71	1	0.96
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.115	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200221	3200847	3200881:3201508	3201111:3201837	3201871	3201903	280.7	211.2	854.7	39	107	2	0	6	0.89	207.4	186.8	742.6	0	29	2	194	0	1.00	31.8	16.0	65.8	0	6	2	0	0	nan	7.1	40.3	85.4	0	22	2	0	0	1.00	113.8	127.8	424.9	0	18	2	0	0	1.00	119.8	163.6	554.0	0	26	2	0	0	1.00	150.7	130.8	487.6	63	32	2	2	0	1.00	87.6	133.4	646.7	8	12	2	2	0	1.00	174.7	173.6	503.7	5	15	2	25	0	1.00	178.3	103.7	367.8	0	18	2	0	10	0.38
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.116	0	Pocillopora_acuta_HIv2___TS.g314.t3a	3200765	3200847	3201673:3201871	3201837:3201903	3202069	3206536	94.4	459.1	29.2	22	0	2	176	0	1.00	268.9	496.8	7.2	64	194	2	86	13	0.90	31.6	43.3	22.2	7	0	2	0	12	0.16	0.8	57.2	0.8	0	0	2	0	0	nan	116.1	302.4	5.9	17	0	2	0	10	0.36	72.3	407.8	19.7	0	0	2	68	0	1.00	154.2	314.3	20.5	38	2	2	61	0	1.00	36.3	362.1	7.0	1	2	2	48	0	1.00	126.1	441.7	13.1	43	25	2	77	6	0.89	132.0	262.3	28.1	23	0	2	71	0	1.00
Pocillopora_acuta_HIv2___Sc0000013	+	mult_exon_skip.117	2	Pocillopora_acuta_HIv2___RNAseq.g11872.t3	4738497	4738532	4740099:4740723	4740242:4740848	4741788	4741841	139.1	55.0	86.9	128	0	2	0	0	1.00	147.6	70.7	236.1	0	23	2	41	122	0.15	0.0	0.3	0.0	0	0	2	0	0	nan	0.0	19.7	162.6	0	0	2	0	0	nan	70.5	38.2	95.6	25	31	2	17	52	0.32	80.6	0.0	56.3	0	0	2	0	76	0.00	291.7	50.0	267.4	89	28	2	27	193	0.20	0.0	0.0	0.0	0	0	2	0	0	nan	197.5	36.4	252.1	30	41	2	42	162	0.19	61.6	17.0	57.9	0	0	2	0	58	0.00
Pocillopora_acuta_HIv2___Sc0000013	-	mult_exon_skip.118	1	Pocillopora_acuta_HIv2___RNAseq.g11482.t1	680827	681077	681969:682721	682068:682869	684211	684421	0.0	0.0	0.0	0	0	2	0	0	nan	19.8	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	198.8	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	61.0	0.0	57.3	0	0	2	0	46	0.00	0.0	0.0	0.0	0	0	2	0	0	nan	19.7	0.0	0.0	0	0	2	0	0	nan	69.5	44.6	38.0	42	46	2	36	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000015	-	mult_exon_skip.131	2	Pocillopora_acuta_HIv2___RNAseq.g4506.t1	3040298	3040354	3040755:3041115	3040819:3041190	3041618	3041727	25.8	55.9	55.7	10	0	2	99	0	1.00	22.1	32.6	9.0	18	26	2	32	0	1.00	0.0	3.4	9.3	0	0	2	12	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	3.0	11.9	29.6	3	0	2	45	0	1.00	1.0	32.5	53.9	1	0	2	71	0	1.00	51.8	0.0	6.5	0	0	2	0	28	0.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	38.1	39.7	0	0	2	69	0	1.00
Pocillopora_acuta_HIv2___Sc0000016	-	mult_exon_skip.133	2	Pocillopora_acuta_HIv2___RNAseq.g24327.t1	3883938	3884127	3884672:3885162	3884737:3885309	3888055	3888984	0.0	0.0	0.0	0	0	2	0	0	nan	24.2	0.0	0.7	0	0	2	0	12	0.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	25.1	28.8	23.2	25	38	2	31	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	26.3	0.0	0.0	0	0	2	0	0	nan	29.9	38.0	26.4	41	40	2	41	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000017	-	mult_exon_skip.134	0	Pocillopora_acuta_HIv2___RNAseq.g21532.t1	2403526	2403626	2405079:2405682:2406365	2405211:2405830:2406518	2407776	2407876	64.2	30.0	0.0	74	0	3	0	0	1.00	173.0	214.9	191.7	149	233	3	197	0	1.00	398.5	116.0	0.0	366	33	3	0	0	1.00	118.3	43.7	0.0	113	32	3	0	0	1.00	84.4	89.6	46.4	92	95	3	49	0	1.00	91.3	43.2	0.0	73	29	3	0	0	1.00	327.3	324.4	238.1	311	393	3	283	0	1.00	217.4	174.8	92.4	172	228	3	103	28	0.82	491.9	424.0	282.8	496	412	3	300	0	1.00	78.6	21.9	0.0	93	14	3	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000018	+	mult_exon_skip.136	2	Pocillopora_acuta_HIv2___RNAseq.g8174.t1	569620	569796	570337:570789	570510:570856	571459	572394	17.5	0.0	0.0	0	0	2	0	0	nan	22.5	5.5	3.9	0	0	2	0	21	0.00	39.4	20.2	25.4	38	16	2	55	0	1.00	0.0	0.0	0.1	0	0	2	0	0	nan	0.0	5.1	7.9	0	8	2	16	0	1.00	0.0	0.0	0.6	0	0	2	0	0	nan	12.6	0.0	1.6	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	21.9	1.0	7.6	0	0	2	0	24	0.00	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.140	0	Pocillopora_acuta_HIv2___TS.g16836.t1	1044728	1044958	1045769:1046379:1047011:1047414:1047951:1048390:1048793:1049759:1050588:1050996:1051546	1045914:1046590:1047062:1047504:1048079:1048470:1049025:1049906:1050772:1051083:1051774	1064411	1064556	0.3	50.8	11.2	0	421	11	0	0	1.00	15.1	14.1	38.5	16	120	11	5	0	1.00	4.6	0.3	109.3	0	0	11	7	35	0.02	0.0	0.1	0.0	0	0	11	0	0	nan	31.9	3.7	34.5	34	16	11	0	26	0.14	3.1	12.7	2.1	0	114	11	0	3	0.76	37.6	44.0	60.9	23	396	11	1	13	0.73	61.5	9.4	3.9	41	50	11	0	14	0.35	1.0	15.0	21.9	0	165	11	3	4	0.78	0.8	27.1	7.9	0	228	11	4	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.142	2	Pocillopora_acuta_HIv2___TS.g16836.t1	1050588	1050772	1050996:1051546:1052558:1053318:1055552:1056005:1056571:1057022:1058855:1060108:1060969	1051083:1051740:1052703:1053529:1055603:1056095:1056699:1057102:1059087:1060255:1061153	1061446	1061533	27.2	56.3	0.0	122	313	11	0	0	1.00	4.1	30.5	33.9	18	226	11	28	0	1.00	0.8	18.0	100.2	0	70	11	114	3	0.84	0.0	2.0	0.0	0	22	11	0	0	1.00	0.4	30.7	0.0	2	199	11	0	0	1.00	14.6	17.5	0.0	51	118	11	0	0	1.00	68.9	43.3	6.1	130	336	11	2	8	0.83	0.0	6.3	0.0	0	37	11	0	0	1.00	33.8	20.3	0.0	73	116	11	0	0	1.00	28.2	34.2	0.0	63	176	11	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.143	0	Pocillopora_acuta_HIv2___TS.g16836.t1	1051546	1051774	1052558:1053318:1055552:1056005:1056571:1057022:1058855:1060108:1060969:1061446:1062003	1052703:1053529:1055603:1056095:1056699:1057102:1059087:1060255:1061153:1061533:1062233	1064411	1064556	136.4	27.4	11.2	0	129	11	0	0	1.00	23.1	31.6	38.5	0	278	11	27	5	0.84	1.7	33.0	109.3	0	255	11	28	7	0.77	0.0	1.9	0.0	0	22	11	0	0	1.00	2.3	29.6	34.5	0	199	11	0	0	1.00	50.6	6.3	2.1	0	55	11	0	0	1.00	99.9	20.3	60.9	4	163	11	14	1	0.94	3.1	5.8	3.9	0	37	11	0	0	1.00	35.6	10.5	21.9	4	54	11	0	3	0.62	52.2	22.9	7.9	0	127	11	0	4	0.73
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.145	0	Pocillopora_acuta_HIv2___TS.g16836.t1	1060969	1061153	1061446:1062003:1064411:1065179:1065815:1066248:1074260:1074716:1075143:1076255:1077084	1061533:1062233:1064556:1065390:1065866:1066338:1074388:1074796:1075375:1076402:1077268	1077555	1077642	37.8	8.0	43.9	0	63	11	0	0	1.00	37.3	14.2	25.1	28	88	11	16	0	1.00	128.1	34.6	146.9	114	206	11	66	38	0.46	0.0	19.4	0.0	0	259	11	0	0	1.00	16.1	6.7	30.5	0	2	11	25	1	0.69	1.3	0.6	0.0	0	2	11	0	0	nan	28.1	20.2	55.5	2	119	11	48	0	1.00	0.0	0.4	0.0	0	0	11	0	0	nan	20.9	5.8	7.3	0	48	11	0	0	1.00	41.6	8.3	27.8	0	34	11	13	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.148	0	Pocillopora_acuta_HIv2___TS.g16836.t1	1069693	1069868	1070165:1070644:1071676:1072637:1073282:1073723:1074260:1074716:1082529:1083214:1084044	1070252:1070874:1071821:1072848:1073333:1073813:1074388:1074796:1082761:1083361:1084219	1084516	1084603	0.0	0.8	0.0	0	0	11	0	0	nan	0.4	3.7	0.0	0	3	11	0	0	nan	8.3	27.4	39.1	19	285	11	24	20	0.58	0.0	3.1	0.0	0	33	11	0	0	1.00	0.0	0.3	0.0	0	2	11	0	0	nan	0.0	0.0	0.0	0	0	11	0	0	nan	9.7	3.2	0.0	5	16	11	0	0	1.00	0.0	0.0	0.0	0	0	11	0	0	nan	42.3	18.8	28.1	21	147	11	8	34	0.30	31.5	2.6	0.0	23	21	11	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.149	0	Pocillopora_acuta_HIv2___TS.g16836.t1	1071676	1071821	1072637:1073282:1073723:1074260:1074716:1082529:1083214:1084044:1084516:1084984:1085992	1072848:1073333:1073813:1074388:1074796:1082761:1083361:1084219:1084603:1085214:1086137	1086965	1087176	4.4	0.2	0.0	0	0	11	0	0	nan	5.8	3.1	0.0	0	3	11	0	0	nan	111.8	14.7	5.1	75	91	11	21	0	1.00	0.0	3.1	0.0	0	33	11	0	0	1.00	0.1	0.3	0.0	0	2	11	0	0	nan	0.3	0.1	0.0	0	0	11	0	0	nan	16.9	1.7	0.0	7	9	11	0	0	1.00	0.5	0.0	0.0	0	0	11	0	0	nan	63.5	11.5	2.8	32	40	11	10	6	0.53	0.8	1.9	0.0	0	21	11	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.150	2	Pocillopora_acuta_HIv2___TS.g16836.t1	1074260	1074388	1074716:1075143:1076255:1077084:1077555:1078112:1079164:1079899:1080533:1080966:1081516	1074796:1075375:1076402:1077268:1077642:1078342:1079309:1080110:1080584:1081056:1081644	1081968	1082048	0.0	13.0	0.0	0	145	11	0	0	1.00	3.3	10.8	4.0	3	75	11	4	3	0.69	0.0	46.8	0.0	0	367	11	0	0	1.00	24.9	2.9	33.6	22	0	11	29	27	0.14	3.2	12.9	3.7	2	93	11	0	5	0.61	0.0	0.4	0.0	0	2	11	0	0	nan	0.0	25.2	0.2	0	191	11	0	0	1.00	0.0	0.0	0.0	0	0	11	0	0	nan	4.7	4.8	9.0	7	17	11	10	5	0.36	0.0	11.5	0.2	0	85	11	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	+	mult_exon_skip.151	2	Pocillopora_acuta_HIv2___TS.g16836.t1	1074716	1074796	1075143:1076255:1077084:1077555:1078112:1079164:1079899:1080533:1080966:1081516:1081968	1075375:1076402:1077268:1077642:1078342:1079309:1080110:1080584:1081056:1081644:1082048	1082529	1082761	0.0	13.0	0.0	0	145	11	0	0	1.00	2.1	10.9	15.2	0	79	11	0	0	1.00	0.0	46.8	0.0	0	367	11	0	0	1.00	16.6	3.7	1.5	0	29	11	13	11	0.24	1.3	13.1	0.0	0	93	11	0	0	1.00	0.0	0.4	0.0	0	2	11	0	0	nan	0.0	25.2	0.0	0	191	11	0	0	1.00	0.0	0.0	0.0	0	0	11	0	0	nan	8.7	4.8	13.5	3	24	11	4	7	0.27	0.2	11.5	4.3	1	84	11	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000019	-	mult_exon_skip.152	2	Pocillopora_acuta_HIv2___TS.g16967.t1	2890716	2890964	2891699:2892684:2893673	2891947:2892932:2893921	2894659	2894907	0.0	0.0	0.0	0	0	3	0	0	nan	4.6	10.2	55.7	0	0	3	9	10	0.18	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	1.2	8.8	58.1	6	0	3	15	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	14.0	18.7	119.9	16	26	3	29	24	0.43
Pocillopora_acuta_HIv2___Sc0000020	+	mult_exon_skip.154	0	Pocillopora_acuta_HIv2___TS.g20064.t1	2264159	2264229	2264342:2264790:2266139:2266755:2267122:2267628:2268390	2264383:2264834:2266189:2266814:2267346:2267675:2268513	2268626	2268837	0.0	0.0	0.0	0	0	7	0	0	nan	16.6	29.3	61.2	10	105	7	48	18	0.53	0.0	0.0	0.0	0	0	7	0	0	nan	0.0	0.0	0.0	0	0	7	0	0	nan	1.0	0.1	0.0	0	0	7	0	0	nan	5.0	32.1	12.0	0	160	7	41	8	0.76	0.0	0.0	0.2	0	0	7	0	0	nan	0.0	0.0	0.0	0	0	7	0	0	nan	0.0	0.0	0.6	0	0	7	0	0	nan	0.0	0.0	3.9	0	0	7	1	0	nan
Pocillopora_acuta_HIv2___Sc0000022	-	mult_exon_skip.160	0	Pocillopora_acuta_HIv2___TS.g1833.t1	1842310	1842443	1844223:1844780	1844320:1844831	1845748	1845859	80.2	29.3	99.5	14	10	2	24	70	0.19	56.7	24.5	20.2	51	17	2	0	0	1.00	51.3	15.0	0.0	31	0	2	0	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan	26.5	0.5	0.0	3	0	2	0	0	nan	26.8	11.8	1.4	25	0	2	0	0	1.00	55.8	18.3	35.8	38	0	2	0	38	0.25	7.4	0.0	0.0	0	0	2	0	0	nan	26.6	3.9	12.8	7	0	2	0	0	nan	74.3	72.7	40.2	88	61	2	27	0	1.00
Pocillopora_acuta_HIv2___Sc0000022	-	mult_exon_skip.161	0	Pocillopora_acuta_HIv2___TS.g1833.t1	1844780	1844831	1845748:1846141:1846500	1845859:1846177:1846661	1847219	1847356	72.8	87.4	63.3	24	171	3	53	0	1.00	16.0	55.9	54.0	0	125	3	0	4	0.89	20.8	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	8.4	2.4	0	1	3	4	0	nan	0.0	28.3	0.0	0	77	3	0	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	28.4	0.9	0	81	3	3	0	1.00	45.6	85.2	76.0	27	183	3	91	0	1.00
Pocillopora_acuta_HIv2___Sc0000022	-	mult_exon_skip.162	2	Pocillopora_acuta_HIv2___RNAseq.g26649.t1	2003318	2003415	2003875:2004929:2005325	2003926:2005040:2005361	2005684	2005845	3.8	12.0	0.0	1	0	3	0	0	nan	76.1	61.3	31.1	84	116	3	42	0	1.00	11.4	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	1.8	0.0	0.0	0	0	3	0	0	nan	54.2	64.0	18.1	60	126	3	58	0	1.00	24.1	0.5	2.5	0	1	3	0	14	0.02	0.0	0.0	0.0	0	0	3	0	0	nan	10.4	27.7	0.0	12	47	3	0	0	1.00	84.8	55.7	20.5	78	103	3	54	0	1.00
Pocillopora_acuta_HIv2___Sc0000024	-	mult_exon_skip.169	2	Pocillopora_acuta_HIv2___RNAseq.g3902.t1	3036907	3037100	3037232:3037466:3037681:3038253:3038535:3040091	3037383:3037606:3037848:3038393:3039232:3040290	3040388	3040539	93.3	44.3	31.6	34	209	6	14	36	0.50	95.2	13.5	20.1	50	84	6	13	33	0.39	0.0	0.0	0.0	0	0	6	0	0	nan	0.0	30.0	158.0	0	197	6	185	0	1.00	66.5	17.6	22.4	38	134	6	9	32	0.45	136.5	24.1	50.6	53	151	6	28	63	0.34	49.5	16.6	74.1	21	104	6	50	17	0.60	43.1	5.2	52.4	6	25	6	44	7	0.60	110.1	27.8	85.7	32	145	6	59	33	0.51	278.5	108.5	174.1	151	442	6	40	168	0.35
Pocillopora_acuta_HIv2___Sc0000024	-	mult_exon_skip.170	2	Pocillopora_acuta_HIv2___RNAseq.g3902.t1	3037232	3037383	3037466:3037681:3038253:3038535:3040091:3040388	3037606:3037848:3038393:3039232:3040290:3040539	3040622	3040762	109.9	36.3	78.7	103	120	6	0	85	0.27	62.3	9.2	16.4	53	44	6	0	35	0.28	0.0	0.0	0.0	0	0	6	0	0	nan	74.2	38.5	98.1	59	323	6	102	69	0.50	55.6	14.2	2.4	61	82	6	0	12	0.63	104.7	18.6	48.6	79	100	6	0	56	0.31	49.9	19.1	84.5	61	93	6	72	0	1.00	33.0	7.2	81.2	24	45	6	43	30	0.35	58.5	30.6	30.0	58	146	6	21	21	0.60	259.8	99.8	100.6	193	289	6	46	101	0.43
Pocillopora_acuta_HIv2___Sc0000024	-	mult_exon_skip.171	2	Pocillopora_acuta_HIv2___RNAseq.g3902.t1	3037681	3037848	3038253:3038535:3040091:3040388:3040622:3040837:3041411	3038393:3039232:3040290:3040539:3040762:3041004:3041551	3041693	3042390	98.0	29.3	50.0	7	103	7	39	68	0.22	25.2	4.9	0.6	12	13	7	9	0	1.00	0.0	0.0	0.0	0	0	7	0	0	nan	50.4	34.0	0.0	5	287	7	0	0	1.00	51.9	5.5	2.7	17	10	7	31	0	1.00	57.3	14.5	2.2	27	59	7	25	0	1.00	38.4	21.3	5.9	15	181	7	13	0	1.00	1.4	14.5	0.0	0	145	7	0	0	1.00	51.8	27.8	8.5	20	114	7	71	0	1.00	176.1	76.8	59.1	33	142	7	114	0	1.00
Pocillopora_acuta_HIv2___Sc0000024	-	mult_exon_skip.172	2	Pocillopora_acuta_HIv2___RNAseq.g3902.t1	3038253	3038393	3038535:3040091:3040388:3040622:3040837:3041411	3039232:3040290:3040539:3040762:3041004:3041551	3041693	3042390	8.5	31.3	50.0	6	97	6	39	16	0.56	3.3	5.1	0.6	0	13	6	9	0	1.00	0.0	0.0	0.0	0	0	6	0	0	nan	1.1	37.1	0.0	0	287	6	0	0	1.00	7.1	5.3	2.7	1	9	6	31	0	1.00	7.7	15.2	2.2	0	59	6	25	7	0.63	7.7	22.6	5.9	1	180	6	13	9	0.75	0.0	15.8	0.0	0	145	6	0	0	1.00	7.5	29.7	8.5	2	112	6	71	0	1.00	19.5	82.2	59.1	7	135	6	114	34	0.52
