chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:e2_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:e2_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:e2_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:e2_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:e2_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:e2_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:e2_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:e2_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:e2_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:e2_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000006	+	alt_5prime.288	0	Pocillopora_acuta_HIv2___TS.g28106.t1	5843592	5843726	5843727	5843806	5843949	5844095	0.0	0.0	0.0	0	0	nan	133.4	49.7	60.2	61	14	0.19	150.8	113.1	26.6	0	83	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	69.6	0.0	26.0	70	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000006	-	alt_5prime.295	1	Pocillopora_acuta_HIv2___RNAseq.g15325.t1a	2768685	2768766	2769440	2769440	2769441	2769537	16.0	19.0	14.8	0	19	1.00	243.8	253.0	244.0	0	170	1.00	191.7	126.0	210.9	74	126	0.63	62.4	65.0	43.7	0	65	1.00	224.6	227.0	235.9	0	225	1.00	81.3	67.0	40.8	0	67	1.00	98.7	101.0	89.9	0	83	1.00	177.6	212.0	186.2	0	210	1.00	304.7	349.0	396.2	0	349	1.00	24.1	39.0	39.7	0	39	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	alt_5prime.297	1	Pocillopora_acuta_HIv2___RNAseq.g15514.t1	5712634	5712725	5713176	5713195	5713196	5713307	105.4	100.3	109.2	0	100	1.00	163.4	90.9	92.5	36	87	0.71	270.3	152.6	156.8	0	153	1.00	241.2	255.3	245.1	0	244	1.00	32.5	15.2	25.4	0	0	nan	0.0	0.0	0.0	0	0	nan	68.1	60.8	73.3	0	60	1.00	76.2	78.2	80.3	0	77	1.00	150.6	96.6	68.4	0	96	1.00	1.7	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000006	-	alt_5prime.300	1	Pocillopora_acuta_HIv2___RNAseq.g15533.t1	6173455	6173586	6173938	6173941	6173942	6173989	71.4	0.0	114.4	124	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	55.7	35.8	56.7	25	36	0.59	22.7	22.0	9.8	0	22	1.00
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.303	2	Pocillopora_acuta_HIv2___RNAseq.g17391.t1	60813	60867	60868	60976	61951	62098	0.0	0.0	0.0	0	0	nan	21.0	22.1	45.4	6	18	0.75	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	41.4	33.9	0.0	0	0	nan	12.5	0.0	45.1	26	0	0.00	67.1	67.7	7.0	0	23	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.3	0	0	nan	134.6	0.0	124.9	142	0	0.00
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.308	2	Pocillopora_acuta_HIv2___RNAseq.g17404.t1	252744	252828	252829	252830	253120	253284	45.7	50.5	49.0	0	48	1.00	367.3	374.0	332.1	19	372	0.95	638.8	698.0	634.7	0	693	1.00	2.0	2.0	0.4	0	2	nan	336.3	357.0	352.5	0	353	1.00	232.9	261.5	188.2	0	259	1.00	300.4	365.5	325.4	0	366	1.00	199.2	175.0	173.8	0	172	1.00	583.0	603.0	491.0	0	547	1.00	110.6	109.5	90.6	0	107	1.00
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.311	2	Pocillopora_acuta_HIv2___TS.g22804.t1	1752383	1752518	1752519	1752520	1753959	1754074	304.8	288.5	155.2	0	289	1.00	188.1	189.0	119.2	0	185	1.00	5.9	18.0	19.5	0	18	1.00	7.7	21.0	11.7	0	21	1.00	93.4	107.5	60.1	0	106	1.00	12.4	4.0	3.0	0	4	nan	128.6	139.0	72.6	0	139	1.00	7.7	19.0	47.9	0	19	1.00	263.9	285.0	184.2	43	280	0.87	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.312	2	Pocillopora_acuta_HIv2___RNAseq.g17650.t1	3204424	3204524	3204525	3204525	3205218	3205364	0.0	0.0	0.0	0	0	nan	3818.7	3544.0	3342.9	36	3440	0.99	1678.4	1672.0	1692.1	0	1643	1.00	0.0	0.0	0.3	0	0	nan	1246.3	1236.0	1332.1	0	1193	1.00	271.4	223.0	281.8	0	218	1.00	1248.6	1292.0	1418.9	0	1267	1.00	60.0	66.0	83.8	0	65	1.00	1558.8	1491.0	1606.9	0	1446	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.315	0	Pocillopora_acuta_HIv2___RNAseq.g17695.t1	3948858	3949512	3949513	3949848	3950269	3950699	0.0	0.0	0.0	0	0	nan	11.4	7.9	57.1	43	14	0.25	1.5	0.0	0.7	0	0	nan	0.1	0.0	0.0	0	0	nan	0.1	0.4	3.9	0	0	nan	0.0	1.0	0.1	0	0	nan	0.3	0.6	43.0	0	0	nan	0.8	0.0	0.0	0	0	nan	1.1	7.2	76.8	0	25	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	alt_5prime.317	0	Pocillopora_acuta_HIv2___RNAseq.g17695.t1	3948858	3949848	3949849	3950184	3950269	3950699	0.0	0.0	0.0	0	0	nan	10.2	5.1	57.1	14	0	0.00	1.0	0.0	0.7	0	0	nan	0.1	0.0	0.0	0	0	nan	0.2	0.0	3.9	0	0	nan	0.4	0.9	0.1	0	0	nan	0.4	3.3	43.0	0	0	nan	0.5	0.0	0.0	0	0	nan	3.2	13.3	76.8	25	50	0.67	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.319	1	Pocillopora_acuta_HIv2___RNAseq.g17390.t2	60133	60270	60358	60402	60403	60456	0.0	0.0	0.0	0	0	nan	84.1	0.0	60.0	0	0	nan	37.8	0.0	1.8	0	0	nan	0.0	0.0	0.0	0	0	nan	272.9	79.2	236.4	61	55	0.47	60.6	0.0	47.8	0	0	nan	7.6	0.0	7.3	0	0	nan	120.9	68.4	119.6	0	72	1.00	147.4	44.0	140.1	24	45	0.65	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.320	2	Pocillopora_acuta_HIv2___RNAseq.g17414.t1	320314	320458	320552	320554	320555	320637	1.1	28.0	18.3	0	0	nan	93.1	35.0	44.8	44	35	0.44	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	21.3	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	35.6	19.0	18.2	12	19	0.61	0.0	0.0	0.0	0	0	nan	98.3	4.0	53.3	67	4	0.06	56.4	0.0	35.2	56	0	0.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.321	1	Pocillopora_acuta_HIv2___RNAseq.g17508.t1a	1055715	1055769	1056247	1056247	1056248	1056360	3063.5	3950.0	4559.7	0	3918	1.00	3553.5	4572.0	5403.0	0	4534	1.00	3245.6	4046.0	4254.1	92	4025	0.98	2389.2	3036.0	3243.4	0	3015	1.00	3427.0	4426.0	4864.5	0	4383	1.00	3184.9	3947.0	4047.3	0	3926	1.00	3246.1	4070.0	4403.7	0	4043	1.00	2654.0	3248.0	3392.8	0	3222	1.00	4120.5	5215.0	5602.7	0	5143	1.00	3709.4	4665.0	4953.3	0	4621	1.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.322	1	Pocillopora_acuta_HIv2___RNAseq.g17508.t1a	1056247	1056361	1057878	1057879	1057880	1057946	4553.3	4491.0	4209.7	0	4381	1.00	5394.2	5341.0	5182.4	0	5189	1.00	4247.1	3691.0	3321.8	0	3631	1.00	3238.1	2868.0	2657.3	0	2806	1.00	4856.7	4420.0	4212.0	31	4323	0.99	4041.3	3449.5	3162.4	0	3396	1.00	4398.5	4131.0	3833.9	0	4063	1.00	3388.4	3047.5	2851.2	0	3007	1.00	5593.8	4962.0	4725.3	0	4871	1.00	4945.4	4457.5	4152.1	0	4315	1.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.323	2	Pocillopora_acuta_HIv2___RNAseq.6942_t	1088926	1089158	1089783	1089938	1089939	1091223	0.0	0.0	0.0	0	0	nan	126.6	0.0	49.4	93	0	0.00	19.4	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	353.7	3.8	154.6	228	24	0.10	5.6	0.0	0.0	0	0	nan	190.7	0.0	33.1	153	0	0.00	0.0	0.0	0.0	0	0	nan	63.2	0.0	29.1	59	0	0.00	0.0	0.0	0.1	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.325	0	Pocillopora_acuta_HIv2___RNAseq.g17610.t5	2091859	2091887	2093235	2093360	2093361	2093434	2116.8	0.0	91.4	151	0	0.00	4835.8	9.0	27.7	47	46	0.49	2768.8	0.0	0.0	0	0	nan	2109.2	0.0	0.0	0	0	nan	3023.0	80.3	15.1	0	59	1.00	2885.2	67.4	38.2	42	78	0.65	3264.3	0.0	0.0	0	0	nan	1522.7	54.2	5.8	0	77	1.00	6059.2	39.5	3.9	0	57	1.00	1557.0	0.0	86.9	118	0	0.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.326	2	Pocillopora_acuta_HIv2___RNAseq.g17612.t2	2101991	2102023	2102560	2102572	2102573	2102659	26.4	42.2	70.9	0	35	1.00	159.9	143.5	303.3	46	115	0.71	8.4	19.0	24.1	1	16	0.94	1.0	0.0	0.0	0	0	nan	98.1	90.6	130.0	23	61	0.73	58.5	109.2	186.5	0	90	1.00	152.5	146.8	264.2	54	124	0.70	175.7	106.8	355.8	156	90	0.37	177.6	186.8	305.0	42	166	0.80	141.3	131.8	274.7	62	115	0.65
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.327	0	Pocillopora_acuta_HIv2___TS.g22830.t2	2108248	2108272	2108349	2108354	2108355	2108548	1354.6	130.5	52.6	0	103	1.00	2346.0	960.7	369.4	0	920	1.00	902.5	619.0	249.3	0	484	1.00	1257.6	376.0	172.6	0	373	1.00	1885.4	964.2	433.4	0	871	1.00	1409.0	207.8	106.6	0	189	1.00	1787.7	797.7	360.9	0	732	1.00	1158.7	122.3	61.9	0	118	1.00	3518.6	1961.8	881.6	19	1874	0.99	1758.9	618.2	247.3	0	611	1.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.328	2	Pocillopora_acuta_HIv2___TS.g22844.t2	2557211	2557249	2557665	2557717	2557718	2557768	0.0	0.0	0.0	0	0	nan	37.4	0.0	48.3	41	0	0.00	62.4	0.0	126.7	80	0	0.00	2.8	0.0	4.4	3	0	nan	78.6	13.0	119.3	77	9	0.10	0.0	5.3	22.4	0	0	nan	49.6	0.0	101.1	65	0	0.00	20.5	0.0	23.6	23	0	0.00	42.2	0.0	51.4	46	0	0.00	10.8	0.0	29.9	16	0	0.00
Pocillopora_acuta_HIv2___Sc0000007	-	alt_5prime.329	1	Pocillopora_acuta_HIv2___TS.g22844.t2	2562753	2562832	2563037	2563046	2563047	2563119	0.0	0.0	0.0	0	0	nan	180.5	173.3	157.7	0	169	1.00	221.8	211.7	229.3	0	209	1.00	0.0	5.0	3.8	0	0	nan	100.2	79.2	71.6	7	80	0.92	36.1	30.3	36.7	0	27	1.00	113.2	128.7	127.1	0	111	1.00	20.3	6.4	13.7	0	1	nan	147.6	142.1	121.9	0	139	1.00	62.4	82.0	107.6	0	73	1.00
Pocillopora_acuta_HIv2___Sc0000008	+	alt_5prime.331	1	Pocillopora_acuta_HIv2___RNAseq.g25701.t1	1133252	1133269	1133270	1133451	1134976	1135029	147.8	0.0	232.8	158	0	0.00	420.6	32.9	647.8	448	0	0.00	0.0	0.0	0.0	0	0	nan	305.9	0.0	467.7	340	0	0.00	169.4	0.0	237.1	186	0	0.00	102.1	59.8	142.2	70	59	0.46	331.4	0.0	415.6	362	0	0.00	269.1	0.0	345.0	287	0	0.00	321.1	1.7	447.5	352	0	0.00	199.7	0.0	337.1	225	0	0.00
Pocillopora_acuta_HIv2___Sc0000008	+	alt_5prime.338	1	Pocillopora_acuta_HIv2___TS.g25354.t3	2541706	2541766	2541767	2541905	2542131	2542217	0.0	0.0	7.9	0	0	nan	62.8	20.6	61.7	36	28	0.44	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	37.4	38.2	39.1	0	41	1.00	74.6	75.9	66.9	0	70	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	47.1	44.6	47.6	0	45	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	+	alt_5prime.340	2	Pocillopora_acuta_HIv2___RNAseq.g25984.t1	5476620	5476650	5476651	5476656	5483549	5483703	0.0	0.0	0.0	0	0	nan	134.4	137.7	160.0	0	136	1.00	101.5	130.0	157.2	0	135	1.00	0.0	0.0	0.0	0	0	nan	182.2	141.8	231.0	42	117	0.74	0.0	0.0	47.5	0	0	nan	106.0	42.2	130.8	67	42	0.39	0.0	0.0	0.0	0	0	nan	79.0	56.0	84.9	33	57	0.63	71.5	84.0	112.2	0	84	1.00
Pocillopora_acuta_HIv2___Sc0000008	-	alt_5prime.345	1	Pocillopora_acuta_HIv2___RNAseq.g26031.t1a	6110573	6110791	6111015	6111285	6111286	6111479	0.0	0.1	0.6	0	0	nan	450.1	578.6	424.7	23	665	0.97	1474.0	1623.6	443.2	0	2371	1.00	4.1	0.7	0.6	0	0	nan	1110.5	890.4	582.4	0	1219	1.00	69.5	87.6	68.1	0	128	1.00	893.7	915.1	437.7	0	1046	1.00	0.0	0.0	0.0	0	0	nan	1353.7	1153.2	586.8	0	1626	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000008	-	alt_5prime.346	2	Pocillopora_acuta_HIv2___RNAseq.g26102.t2	6892697	6892762	6893271	6893282	6893283	6893373	0.0	0.0	0.0	0	0	nan	297.6	0.1	265.4	277	0	0.00	2.0	0.0	34.3	2	0	nan	59.8	0.0	1.4	8	0	nan	339.1	0.1	384.0	338	0	0.00	6.3	0.0	5.8	5	0	nan	458.8	0.1	482.2	474	0	0.00	45.7	0.0	41.1	48	0	0.00	406.5	10.0	325.5	363	10	0.03	78.6	0.0	65.5	86	0	0.00
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.349	2	Pocillopora_acuta_HIv2___RNAseq.g2507.t1	438706	438911	438912	438915	439476	439589	3418.4	4109.0	3457.9	0	4106	1.00	3101.7	3387.8	2950.3	0	3378	1.00	3142.7	3198.2	2493.2	0	3182	1.00	2647.7	2566.0	1989.8	0	2527	1.00	3648.0	4224.8	3784.9	4	4229	1.00	3522.0	4152.8	3693.6	0	4149	1.00	2213.8	2707.0	2556.7	0	2711	1.00	2795.3	3346.0	3041.2	0	3345	1.00	3585.3	4308.2	3984.3	0	4293	1.00	3264.8	3979.0	3580.6	0	3956	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.350	2	Pocillopora_acuta_HIv2___RNAseq.g2507.t1	438706	438913	438914	438915	439476	439589	3425.0	4120.5	3457.9	0	4106	1.00	3104.3	3397.0	2950.3	0	3378	1.00	3143.3	3198.5	2493.2	0	3182	1.00	2647.1	2547.5	1989.8	25	2527	0.99	3653.4	4244.5	3784.9	0	4229	1.00	3527.9	4173.5	3693.6	0	4149	1.00	2218.4	2718.5	2556.7	0	2711	1.00	2800.4	3359.0	3041.2	0	3345	1.00	3592.2	4313.5	3984.3	0	4293	1.00	3271.6	3986.0	3580.6	3	3956	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.351	2	Pocillopora_acuta_HIv2___RNAseq.g2516.t1	510191	510261	510262	510264	510556	510736	7634.7	8299.7	8858.8	0	8242	1.00	11481.2	12540.3	12937.6	0	12430	1.00	7820.5	8478.7	9345.9	0	8441	1.00	3019.8	3262.3	3805.8	0	3242	1.00	8248.1	8697.3	9610.3	35	8640	1.00	5522.5	5962.3	6851.4	0	5903	1.00	7070.0	7689.7	8363.3	0	7615	1.00	5132.8	5534.3	5893.7	0	5472	1.00	10392.7	11187.3	11973.0	0	11078	1.00	6468.2	6932.3	7733.9	0	6838	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.352	2	Pocillopora_acuta_HIv2___RNAseq.g2516.t1	510556	510735	510736	510736	512084	512280	8855.5	9458.0	7197.5	0	9429	1.00	12934.7	13459.0	10206.9	0	13228	1.00	9341.0	10226.0	7922.4	0	9921	1.00	3802.1	4475.0	3628.5	0	4465	1.00	9599.4	11568.0	9137.2	0	11404	1.00	6843.8	8227.0	6630.2	0	8102	1.00	8357.2	9445.0	7375.6	0	9300	1.00	5889.2	6704.0	5321.5	0	6598	1.00	11963.6	13665.0	10956.1	0	13505	1.00	7727.1	8953.0	7160.7	4	8901	1.00
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.353	2	Pocillopora_acuta_HIv2___RNAseq.g2522.t2	659714	659789	659790	659790	660789	660997	0.0	0.0	0.0	0	0	nan	17.0	22.0	35.4	0	22	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	22.2	21.0	42.8	22	21	0.49	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.354	2	Pocillopora_acuta_HIv2___RNAseq.g2939.t1	5797983	5798073	5798074	5798085	5799505	5799602	0.0	0.0	0.0	0	0	nan	25.1	26.9	51.4	4	27	0.87	0.0	0.0	0.0	0	0	nan	225.2	0.4	236.9	222	0	0.00	129.9	33.8	132.5	87	28	0.24	18.6	0.0	5.6	16	0	0.00	12.5	0.0	24.8	17	0	0.00	0.0	0.0	0.0	0	0	nan	133.5	34.7	119.4	72	34	0.32	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.355	1	Pocillopora_acuta_HIv2___RNAseq.g2939.t1	5800968	5801038	5801039	5801042	5801470	5801556	0.0	0.0	0.0	0	0	nan	87.0	41.0	88.7	54	24	0.31	0.0	0.0	0.0	0	0	nan	0.5	0.0	92.2	2	0	nan	88.1	0.0	76.9	71	0	0.00	0.0	0.0	0.0	0	0	nan	33.1	0.0	28.0	33	0	0.00	0.0	0.0	0.0	0	0	nan	45.1	1.5	35.9	33	0	0.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	+	alt_5prime.356	2	Pocillopora_acuta_HIv2___RNAseq.g3001.t1	6401051	6401137	6401138	6401150	6401724	6401762	15.4	7.4	4.5	0	7	nan	90.7	90.0	43.1	0	44	1.00	68.2	58.2	125.2	0	53	1.00	99.9	99.5	84.7	0	92	1.00	35.6	22.2	6.2	0	12	1.00	20.6	16.3	17.4	0	14	1.00	34.6	36.0	26.1	0	32	1.00	0.0	0.0	0.0	0	0	nan	20.2	14.4	8.8	0	14	1.00	78.1	30.0	87.1	64	28	0.30
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.357	2	Pocillopora_acuta_HIv2___TS.g9162.t3	281145	281252	281363	281457	281458	281549	0.0	0.0	0.0	0	0	nan	88.5	0.0	102.7	93	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	44.9	0.0	84.7	78	0	0.00	241.2	0.0	267.7	260	0	0.00	0.0	0.0	0.0	0	0	nan	134.0	2.5	104.0	123	14	0.10	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.359	0	Pocillopora_acuta_HIv2___RNAseq.g2515.t1	500743	500798	503136	503143	503144	503299	580.9	238.8	412.1	0	235	1.00	209.5	150.1	189.0	10	152	0.94	119.6	0.0	110.2	0	0	nan	3.7	1.0	0.2	0	1	nan	278.2	154.8	179.6	0	152	1.00	116.3	66.5	23.6	0	66	1.00	259.9	110.6	167.1	0	110	1.00	85.7	27.9	33.8	0	28	1.00	222.9	113.9	158.5	0	111	1.00	374.1	179.4	186.1	0	187	1.00
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.360	2	Pocillopora_acuta_HIv2___RNAseq.g2515.t1	500743	500798	503136	503153	503154	503299	580.9	243.3	423.4	258	235	0.48	209.5	155.2	191.1	73	152	0.68	119.6	0.0	117.7	133	0	0.00	3.7	1.0	0.2	0	1	nan	278.2	149.8	181.9	59	152	0.72	116.3	63.5	21.0	0	66	1.00	259.9	113.1	170.7	115	110	0.49	85.7	25.9	34.5	38	28	0.42	222.9	116.3	161.2	41	111	0.73	374.1	173.9	187.3	84	187	0.69
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.361	2	Pocillopora_acuta_HIv2___RNAseq.g2515.t1	500743	500798	503144	503153	503154	503299	580.9	247.0	423.4	258	0	0.00	209.5	159.3	191.1	73	10	0.12	119.6	0.0	117.7	133	0	0.00	3.7	1.0	0.2	0	0	nan	278.2	145.9	181.9	59	0	0.00	116.3	61.1	21.0	0	0	nan	259.9	115.1	170.7	115	0	0.00	85.7	24.4	34.5	38	0	0.00	222.9	118.3	161.2	41	0	0.00	374.1	169.5	187.3	84	0	0.00
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.363	2	Pocillopora_acuta_HIv2___TS.g9396.t2	3116542	3116877	3117272	3117337	3117338	3117454	0.0	0.0	0.0	0	0	nan	98.8	27.1	112.7	70	23	0.25	0.5	0.0	0.4	2	0	nan	0.0	0.0	0.0	0	0	nan	31.6	1.6	38.6	24	0	0.00	0.6	0.0	3.6	0	0	nan	8.4	0.0	18.8	11	0	0.00	0.6	0.0	2.0	2	0	nan	40.5	0.0	53.1	37	0	0.00	2.9	0.0	3.4	5	0	nan
Pocillopora_acuta_HIv2___Sc0000009	-	alt_5prime.367	0	Pocillopora_acuta_HIv2___RNAseq.g2827.t1	4288642	4288795	4288868	4289017	4289018	4289067	0.0	0.0	0.0	0	0	nan	379.2	120.4	19.1	0	0	nan	637.6	118.4	2.5	0	0	nan	0.0	0.0	0.0	0	0	nan	534.2	81.1	36.2	35	0	0.00	83.5	27.8	0.0	0	0	nan	667.0	156.6	27.3	12	0	0.00	0.0	0.0	0.0	0	0	nan	1072.9	226.5	117.8	125	52	0.29	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.368	1	Pocillopora_acuta_HIv2___RNAseq.g16757.t1	1288765	1288954	1288955	1288965	1290175	1290379	111.1	51.1	122.4	66	53	0.45	338.8	0.0	349.7	341	0	0.00	0.0	0.0	8.1	0	0	nan	0.0	0.0	0.0	0	0	nan	93.2	0.0	106.0	106	0	0.00	66.1	0.0	92.5	56	0	0.00	173.7	0.0	207.0	161	0	0.00	113.8	0.0	159.2	134	0	0.00	114.3	0.0	181.4	136	0	0.00	243.7	0.0	263.5	300	0	0.00
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.370	2	Pocillopora_acuta_HIv2___RNAseq.g16870.t2	2386276	2386381	2386382	2386387	2387075	2387186	1.2	2.0	1.0	0	2	nan	27.6	10.0	38.2	22	10	0.31	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	7.3	0	0	nan	0.0	0.0	0.0	0	0	nan	19.1	26.5	31.9	0	25	1.00	22.6	30.0	25.6	0	27	1.00	85.7	81.2	110.0	25	82	0.77	34.8	0.0	42.3	40	0	0.00
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.372	2	Pocillopora_acuta_HIv2___RNAseq.g16915.t1	2992681	2992708	2992709	2992720	2993378	2993452	2798.9	2499.6	1582.3	0	2349	1.00	2705.5	2409.2	1506.2	0	2225	1.00	2360.9	2141.8	1344.2	0	1978	1.00	2295.7	2107.8	1324.8	0	1993	1.00	2577.2	2376.2	1639.7	0	2225	1.00	2456.8	2287.5	1438.3	21	2136	0.99	2924.3	2679.8	1744.9	0	2473	1.00	1804.4	1671.0	1091.7	0	1560	1.00	3821.6	3508.4	2228.3	0	3277	1.00	2879.6	2654.9	1704.3	0	2503	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.373	2	Pocillopora_acuta_HIv2___RNAseq.g16915.t1	2992681	2992719	2992720	2992720	2993378	2993452	2716.9	2405.0	1582.3	0	2349	1.00	2624.9	2291.0	1506.2	0	2225	1.00	2301.7	2039.0	1344.2	0	1978	1.00	2244.7	2029.0	1324.8	0	1993	1.00	2522.9	2284.0	1639.7	0	2225	1.00	2411.3	2201.0	1438.3	0	2136	1.00	2858.7	2551.0	1744.9	0	2473	1.00	1767.9	1625.0	1091.7	0	1560	1.00	3736.8	3371.0	2228.3	2	3277	1.00	2818.4	2571.0	1704.3	3	2503	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.374	2	Pocillopora_acuta_HIv2___RNAseq.g16936.t1	3308527	3308600	3308601	3308601	3309100	3309264	118.4	120.0	194.5	0	119	1.00	185.5	187.0	237.8	0	187	1.00	219.3	186.0	255.3	0	185	1.00	0.0	0.0	124.5	0	0	nan	201.8	199.0	245.2	0	197	1.00	202.5	185.0	272.5	0	182	1.00	147.5	121.0	177.0	9	115	0.93	88.0	68.0	129.4	0	68	1.00	180.4	164.0	212.1	0	163	1.00	289.8	248.0	292.7	0	247	1.00
Pocillopora_acuta_HIv2___Sc0000010	+	alt_5prime.375	2	Pocillopora_acuta_HIv2___RNAseq.g16979.t1	3681699	3681828	3681829	3681830	3682461	3682563	9741.6	11667.0	12445.8	19	11394	1.00	11492.9	13460.0	14214.0	0	13061	1.00	6980.3	8098.5	8709.0	0	7915	1.00	2227.5	2808.0	3108.3	0	2743	1.00	8149.9	9234.0	10229.4	0	8951	1.00	7870.2	9116.0	9924.6	0	8885	1.00	6636.0	7552.5	8557.6	0	7302	1.00	6135.1	7050.0	7612.0	8	6825	1.00	10617.9	11820.5	13221.2	0	11521	1.00	8052.1	9164.5	10207.5	0	8935	1.00
